cod,nome,plan,legis,saude,meioamb,polgen,pop,ida
260280,BUIQUE,10,10,9,5,-25,55268,9
260290,CABO DE SANTO AGOSTINHO,-2,4,7,2,6,196152,17
260300,CABROBO,-2,12,3,-1,13,32596,25
260310,CACHOEIRINHA,4,-1,7,0,-14,19674,-4
260320,CAETES,-2,2,7,-4,-21,27766,-18
260330,CALCADO,-2,-3,7,-6,-29,11223,-33
260340,CALUMBI,1,-3,7,2,-25,5754,-18
260345,CAMARAGIBE,-2,4,1,7,-4,151587,6
260350,CAMOCIM DE SAO FELIX,6,-3,7,-2,-9,17980,-1
260360,CAMUTANGA,6,-3,3,-6,-17,8405,-17
260370,CANHOTINHO,-2,-6,7,0,-23,24918,-24
260380,CAPOEIRAS,14,-3,7,-3,5,20004,20
260390,CARNAIBA,1,-7,7,2,6,19187,9
260392,CARNAUBEIRA DA PENHA,10,-9,3,-4,3,12387,3
260400,CARPINA,-2,0,1,-5,-6,79308,-12
260410,CARUARU,12,12,7,4,28,337416,63
260415,CASINHAS,-2,-3,3,-1,-10,14159,-13
260420,CATENDE,-1,6,3,-2,36,40328,42
260430,CEDRO,-2,-9,5,-6,-23,11323,-35
260440,CHA DE ALEGRIA,-2,-7,5,-6,-21,13002,-31
260450,CHA GRANDE,14,-7,5,-5,-31,21006,-24
260460,CONDADO,-2,6,5,-6,-21,25435,-18
260470,CORRENTES,12,-3,7,-7,-6,17830,3
260480,CORTES,14,-9,5,0,-3,12647,7
260490,CUMARU,14,0,1,1,-13,14815,3
260500,CUPIRA,12,-1,5,1,-6,23695,11
260510,CUSTODIA,12,6,9,18,-8,35574,37
260515,DORMENTES,-2,-5,1,-5,-27,17925,-38
260520,ESCADA,-2,10,5,2,5,66419,20
260530,EXU,-1,12,3,-9,18,32076,23
260540,FEIRA NOVA,6,-5,3,5,-23,21444,-14
260545,FERNANDO DE NORONHA,14,6,-1,0,-6,2837,13
260550,FERREIROS,4,-3,5,-4,-13,11850,-11
260560,FLORES,10,2,5,1,-14,22610,4
260570,FLORESTA,1,-2,7,0,-3,31088,3
260580,FREI MIGUELINHO,-2,-9,3,-5,-8,14932,-21
260590,GAMELEIRA,8,-3,3,-7,-5,29515,-4
260600,GARANHUNS,-1,-2,3,3,-5,135138,-2
260610,GLORIA DO GOITA,-2,-2,3,-2,-6,30000,-9
260620,GOIANA,1,8,5,-1,-1,77945,12
260630,GRANITO,-1,-7,3,-5,-4,7191,-14
260640,GRAVATA,0,6,3,-1,-7,80450,1
260650,IATI,6,-3,5,-4,-6,18913,-2
260660,IBIMIRIM,0,-4,9,17,21,28197,43
260670,IBIRAJUBA,4,-3,7,-9,5,7714,4
260680,IGARASSU,6,12,7,-1,16,109322,40
260690,IGUARACI,-1,-5,7,-7,-17,12097,-23
260700,INAJA,4,-5,9,1,-5,21003,4
260710,INGAZEIRA,10,-7,9,1,-6,4570,7
260720,IPOJUCA,-2,10,3,-5,30,87926,36
260730,IPUBI,14,-3,7,4,-21,30037,1
260740,ITACURUBA,-2,3,5,-2,-31,4643,-27
260750,ITAIBA,-2,-5,5,-6,-21,26651,-29
260760,ILHA DE ITAMARACA,-2,8,9,-6,-19,23923,-10
260765,ITAMBE,0,0,5,-7,-11,36233,-13
260770,ITAPETIM,12,-5,7,-2,-23,13932,-11
260775,ITAPISSUMA,12,6,7,3,-8,25220,20
260780,ITAQUITINGA,-2,-3,-3,-5,-11,16638,-24
260790,JABOATAO DOS GUARARAPES,10,8,3,1,15,675599,37
260795,JAQUEIRA,12,-3,3,-1,-29,11696,-18
260800,JATAUBA,-2,-7,7,-4,-21,16679,-27
260805,JATOBA,-2,-9,5,4,-20,14464,-22
260810,JOAO ALFREDO,-2,6,7,1,-15,32355,-3
260820,JOAQUIM NABUCO,12,-3,7,-2,20,16056,34
260825,JUCATI,1,-3,1,-6,-27,11061,-34
260830,JUPI,12,-9,-1,-6,-19,14325,-23
260840,JUREMA,10,-7,5,1,6,15050,15
260845,LAGOA DO CARRO,-2,-9,7,-4,-6,17034,-14
260850,LAGOA DO ITAENGA,-1,-6,5,-5,-6,21210,-13
260860,LAGOA DO OURO,8,-7,1,-7,-21,12685,-26
260870,LAGOA DOS GATOS,-2,-7,7,-5,-11,16100,-18
260875,LAGOA GRANDE,8,4,3,-4,-6,24183,5
260880,LAJEDO,12,12,5,4,-7,38545,26
260890,LIMOEIRO,8,8,7,-1,9,56407,31
260900,MACAPARANA,14,-4,3,-3,-15,24793,-5
260910,MACHADOS,2,-9,5,-4,-1,14770,-7
260915,MANARI,10,-5,7,3,-11,19788,4
260920,MARAIAL,-1,-9,0,-3,-31,12009,-44
260930,MIRANDIBA,-1,-5,5,-9,-13,14915,-23
260940,MORENO,8,6,9,-6,-10,59836,7
260950,NAZARE DA MATA,-2,-6,5,-1,1,31834,-3
260960,OLINDA,12,8,3,-4,-4,388127,15
260970,OROBO,14,10,1,4,13,23552,42
260980,OROCO,-2,1,3,0,5,14071,7
260990,OURICURI,0,12,1,-6,-12,67689,-5
261000,PALMARES,12,12,7,-4,20,61731,47
261010,PALMEIRINA,-2,-6,7,-8,-15,8191,-24
261020,PANELAS,-2,-7,3,-5,-16,26515,-27
261030,PARANATAMA,-2,-3,1,-5,-17,11399,-26
261040,PARNAMIRIM,10,-3,5,-3,-2,20990,7
261050,PASSIRA,2,-3,5,-6,-29,29082,-31
261060,PAUDALHO,4,2,3,-8,-3,54051,-2
261070,PAULISTA,6,4,1,1,-1,316714,11
261080,PEDRA,12,-4,7,2,2,21558,19
261090,PESQUEIRA,10,6,7,-3,15,65374,35
261100,PETROLANDIA,0,2,9,9,-18,34523,2
261110,PETROLINA,10,12,3,1,4,319893,30
261120,POCAO,1,-1,7,5,2,11261,14
261130,POMBOS,-2,12,3,-8,-6,26716,-1
261140,PRIMAVERA,8,-3,5,-2,-8,14200,0
261150,QUIPAPA,-2,-6,7,3,-8,25220,-6
261153,QUIXABA,-2,-7,7,-3,-31,6846,-36
261160,RECIFE,14,12,5,-6,33,1599514,58
261170,RIACHO DAS ALMAS,12,-7,5,3,-12,19947,1
261180,RIBEIRAO,6,10,3,-4,-12,46200,3
261190,RIO FORMOSO,1,6,3,-10,-4,22970,-4
261200,SAIRE,10,12,1,-7,-1,10835,15
261210,SALGADINHO,-2,-5,1,1,-10,10076,-15
261220,SALGUEIRO,12,6,9,-4,-8,59037,15
261230,SALOA,12,-1,7,5,1,15702,24
261240,SANHARO,4,-1,3,-4,-9,24049,-7
261245,SANTA CRUZ,-2,-4,7,-5,-25,14487,-29
261247,SANTA CRUZ DA BAIXA VERDE,-2,-9,1,1,-6,12240,-15
261250,SANTA CRUZ DO CAPIBARIBE,12,6,5,-6,-13,96908,4
261255,SANTA FILOMENA,-2,-9,5,2,-21,13977,-25
261260,SANTA MARIA DA BOA VISTA,-1,2,1,-4,-6,40908,-8
261270,SANTA MARIA DO CAMBUCA,-2,-3,3,-5,-8,13626,-15
261280,SANTA TEREZINHA,6,-1,7,-10,-6,11411,-4
261290,SAO BENEDITO DO SUL,14,-7,7,4,-6,14900,12
261300,SAO BENTO DO UNA,2,10,7,-2,-6,56413,11
261310,SAO CAITANO,12,2,7,-2,-21,36485,-2
261320,SAO JOAO,10,-9,7,-5,-6,22162,-3
261330,SAO JOAQUIM DO MONTE,12,-2,3,-7,-17,21079,-11
261340,SAO JOSE DA COROA GRANDE,10,-2,3,-7,-17,19663,-13
261350,SAO JOSE DO BELMONTE,10,8,5,4,1,33541,28
261360,SAO JOSE DO EGITO,14,10,5,-4,-9,33105,16
261370,SAO LOURENCO DA MATA,10,12,3,-3,5,108301,27
261380,SAO VICENTE FERRER,-2,-7,1,-1,-7,17612,-16
261390,SERRA TALHADA,-1,6,7,-8,-12,83051,-8
261400,SERRITA,-1,-3,1,5,-9,18951,-7
261410,SERTANIA,10,4,9,-4,1,35042,20
261420,SIRINHAEM,10,6,3,12,-8,43036,23
261430,MOREILANDIA,14,-2,1,3,-37,11246,-21
261440,SOLIDAO,-2,-5,7,-3,-7,5918,-10
261450,SURUBIM,-2,4,9,-4,-8,61875,-1
261460,TABIRA,12,2,9,-3,-3,27591,17
261470,TACAIMBO,14,-2,7,-7,3,12932,15
261480,TACARATU,1,-7,7,1,-12,23833,-10
261485,TAMANDARE,14,12,9,5,-33,22046,7
261500,TAQUARITINGA DO NORTE,12,8,5,-1,-35,26772,-11
261510,TEREZINHA,-2,-3,3,-5,-6,6991,-13
261520,TERRA NOVA,-2,2,7,-5,-6,9916,-4
261530,TIMBAUBA,1,12,5,4,-11,54115,11
261540,TORITAMA,-2,4,5,-5,-16,39913,-14
261550,TRACUNHAEM,-2,-3,7,-5,-6,13497,-9
261560,TRINDADE,10,12,5,-2,-13,27756,12
261570,TRIUNFO,-1,8,7,-2,-8,15280,4
261580,TUPANATINGA,4,-6,7,8,-27,25882,-14
261590,TUPARETAMA,12,-5,5,-5,-27,8129,-20
261600,VENTUROSA,-2,-9,7,-8,-4,17455,-16
261610,VERDEJANTE,6,4,5,-5,-14,9408,-4
261618,VERTENTE DO LERIO,12,-7,7,-7,-10,7859,-5
261620,VERTENTES,-2,-9,7,-6,-4,19457,-14
261630,VICENCIA,-1,12,3,-2,-2,31866,10
261640,VITORIA DE SANTO ANTAO,10,12,1,2,-10,133907,15
261650,XEXEU,14,-1,1,0,1,14513,15
270010,AGUA BRANCA,-1,-5,5,-1,-14,20545,-16
270020,ANADIA,-2,-9,3,1,-6,17989,-13
270030,ARAPIRACA,12,10,9,10,28,227640,69
270040,ATALAIA,12,6,9,-4,-23,46787,0
270050,BARRA DE SANTO ANTONIO,12,-3,1,1,-27,15377,-16
270060,BARRA DE SAO MIGUEL,6,6,5,4,-15,8112,6
270070,BATALHA,10,-3,5,-5,-23,18201,-16
270080,BELEM,-2,-9,3,-5,-6,4737,-19
270090,BELO MONTE,-2,-3,3,-4,-6,6751,-12
270100,BOCA DA MATA,-2,8,5,-2,-6,27074,3
270110,BRANQUINHA,12,-1,3,3,-15,10823,2
270120,CACIMBINHAS,-2,-9,3,-7,-6,10729,-21
270130,CAJUEIRO,-2,-1,7,-5,42,21480,41
270135,CAMPESTRE,14,-2,1,-5,-32,6925,-24
270140,CAMPO ALEGRE,1,8,3,-4,-24,55161,-16
270150,CAMPO GRANDE,-1,-3,1,-7,-21,9631,-31
270160,CANAPI,-1,-9,1,-7,-12,17880,-28
270170,CAPELA,-1,-6,7,7,-3,17266,4
270180,CARNEIROS,-2,10,3,-7,-10,8758,-6
270190,CHA PRETA,-2,-9,7,3,-11,7413,-12
270200,COITE DO NOIA,-2,-9,3,-7,-6,11110,-21
270210,COLONIA LEOPOLDINA,1,-7,1,-3,-23,21307,-31
270220,COQUEIRO SECO,-2,12,7,-8,-12,5817,-3
270230,CORURIPE,-2,8,7,7,-35,55648,-15
270235,CRAIBAS,-2,-3,5,-7,-6,23885,-13
270240,DELMIRO GOUVEIA,12,5,7,3,-3,50999,24
270250,DOIS RIACHOS,-2,-3,5,-7,-6,11234,-13
270255,ESTRELA DE ALAGOAS,-2,-9,7,-7,-6,18123,-17
270260,FEIRA GRANDE,-2,-9,5,-8,-5,22377,-19
270270,FELIZ DESERTO,-2,10,1,-2,23,4678,30
270280,FLEXEIRAS,12,4,3,1,-29,12862,-9
270290,GIRAU DO PONCIANO,-2,8,7,-5,-10,39657,-2
270300,IBATEGUARA,-2,-5,3,2,-4,15762,-6
270310,IGACI,-2,-9,3,-7,-8,26051,-23
270320,IGREJA NOVA,-2,12,7,0,-21,24328,-4
270330,INHAPI,-2,-7,7,-4,-8,18516,-14
270340,JACARE DOS HOMENS,-2,-1,7,-7,-33,5511,-36
270350,JACUIPE,1,2,3,-3,-8,7193,-5
270360,JAPARATINGA,4,10,5,10,5,8234,34
270370,JARAMATAIA,-2,-3,7,-5,-10,5718,-13
270375,JEQUIA DA PRAIA,-2,0,5,0,-6,11969,-3
270380,JOAQUIM GOMES,1,-2,7,-3,-3,23813,0
270390,JUNDIA,1,0,7,-4,-19,4275,-15
270400,JUNQUEIRO,-2,-3,3,2,-17,25073,-17
270410,LAGOA DA CANOA,14,4,7,3,-10,18566,18
270420,LIMOEIRO DE ANADIA,1,-2,3,-1,-8,28244,-7
270430,MACEIO,0,12,3,5,17,996736,37
270440,MAJOR ISIDORO,-2,-7,5,-4,-6,19874,-14
270450,MARAGOGI,-2,2,5,-6,-1,31299,-2
270460,MARAVILHA,1,-3,3,1,-6,10168,-4
270470,MARECHAL DEODORO,-1,10,7,-3,-23,49853,-10
270480,MARIBONDO,-2,-3,5,5,-25,13807,-20
270490,MAR VERMELHO,-1,-9,5,-5,11,3698,1
270500,MATA GRANDE,-2,4,5,-4,-14,25349,-11
270510,MATRIZ DE CAMARAGIBE,1,2,3,-3,-27,25005,-24
270520,MESSIAS,10,6,7,-5,-6,17110,12
270530,MINADOR DO NEGRAO,-2,-9,3,-6,-6,5439,-20
270540,MONTEIROPOLIS,-2,-7,1,-4,-8,7219,-20
270550,MURICI,4,-1,7,-7,-14,28158,-11
270560,NOVO LINO,-1,-7,3,0,11,12479,6
270570,OLHO D'AGUA DAS FLORES,6,-9,3,-6,-10,21499,-16
270580,OLHO D'AGUA DO CASADO,-2,-3,7,-5,-5,9114,-8
270590,OLHO D'AGUA GRANDE,1,-3,1,-7,-21,5159,-29
270600,OLIVENCA,6,-5,1,-6,0,11594,-4
270610,OURO BRANCO,-2,-9,5,-6,-6,11409,-18
270620,PALESTINA,-2,-9,1,-7,-8,4934,-25
270630,PALMEIRA DOS INDIOS,10,-4,7,-3,-19,73532,-9
270640,PAO DE ACUCAR,-1,-2,5,2,-8,24975,-4
270642,PARICONHA,-1,-5,7,-8,-14,10674,-21
270644,PARIPUEIRA,-2,-3,1,-7,-14,12474,-25
270650,PASSO DE CAMARAGIBE,6,-3,5,-3,-15,15372,-10
270660,PAULO JACINTO,-1,-3,3,-6,-6,7685,-13
270670,PENEDO,12,10,3,-1,-13,63595,11
270680,PIACABUCU,-2,-3,3,6,-10,17941,-6
270690,PILAR,1,0,7,-1,-6,35003,1
270700,PINDOBA,-2,-9,5,-8,-6,2961,-20
270710,PIRANHAS,1,12,7,1,-4,24556,17
270720,POCO DAS TRINCHEIRAS,-2,-7,7,0,-25,14401,-27
270730,PORTO CALVO,-2,-3,7,1,-21,27047,-18
270740,PORTO DE PEDRAS,10,-7,5,-5,-12,8362,-9
270750,PORTO REAL DO COLEGIO,-2,-9,7,-8,-3,20066,-15
270760,QUEBRANGULO,1,-9,7,-6,-17,11700,-24
270770,RIO LARGO,-2,-4,5,3,-8,71834,-6
270780,ROTEIRO,14,9,3,-3,16,6836,39
270790,SANTA LUZIA DO NORTE,-2,-6,3,-5,-23,7257,-33
270800,SANTANA DO IPANEMA,-2,10,3,0,-27,47352,-16
270810,SANTANA DO MUNDAU,-2,-7,3,-1,-18,11134,-25
270820,SAO BRAS,-1,-3,5,-5,-8,7006,-12
270830,SAO JOSE DA LAJE,10,0,3,2,-14,23847,1
270840,SAO JOSE DA TAPERA,-2,4,3,-3,-13,31867,-11
270850,SAO LUIS DO QUITUNDE,8,8,7,-5,0,34239,18
270860,SAO MIGUEL DOS CAMPOS,14,-6,3,-7,11,59077,15
270870,SAO MIGUEL DOS MILAGRES,-2,2,5,-3,-23,7709,-21
270880,SAO SEBASTIAO,-2,4,7,5,-5,33826,9
270890,SATUBA,4,10,7,-7,-6,15737,8
270895,SENADOR RUI PALMEIRA,-2,-9,1,-5,-8,13765,-23
270900,TANQUE D'ARCA,-2,-3,3,-5,-6,6374,-13
270910,TAQUARANA,-2,-1,5,1,-6,19725,-3
270915,TEOTONIO VILELA,-2,12,3,-5,-22,43605,-14
270920,TRAIPU,14,-7,7,0,-17,27488,-3
270930,UNIAO DOS PALMARES,-2,6,7,10,-12,65495,9
270940,VICOSA,-1,2,7,-2,-17,26289,-11
280010,AMPARO DE SAO FRANCISCO,8,-3,-1,-7,-8,2358,-11
280020,AQUIDABA,-2,-3,-1,-3,-14,21023,-23
280030,ARACAJU,14,12,5,8,21,614577,60
280040,ARAUA,-2,-1,3,0,-8,9609,-8
280050,AREIA BRANCA,12,-4,3,-6,-8,17825,-3
280060,BARRA DOS COQUEIROS,14,12,7,11,3,27495,47
280067,BOQUIM,6,6,9,8,-15,26529,14
280070,BREJO GRANDE,-2,-3,5,-5,-8,8110,-13
280100,CAMPO DO BRITO,-2,-9,1,-6,-4,17594,-20
280110,CANHOBA,2,-1,1,-7,-6,4057,-11
280120,CANINDE DE SAO FRANCISCO,12,4,7,1,-21,27136,3
280130,CAPELA,-2,8,5,-4,-35,32666,-28
280140,CARIRA,4,-3,7,3,-11,21109,0
280150,CARMOPOLIS,8,12,7,7,-31,14937,3
280160,CEDRO DE SAO JOAO,-2,-3,5,-5,-8,5846,-13
280170,CRISTINAPOLIS,-2,-5,3,5,-20,17536,-19
280190,CUMBE,-2,-9,7,-7,-17,3955,-28
280200,DIVINA PASTORA,1,8,7,-5,-6,4715,5
280210,ESTANCIA,8,10,3,7,13,67491,41
280220,FEIRA NOVA,2,-9,7,-6,-23,5529,-29
280230,FREI PAULO,4,-9,-1,-7,4,14730,-9
280240,GARARU,-2,-7,1,-2,-8,11712,-18
280250,GENERAL MAYNARD,-2,-9,-3,-6,-12,3143,-32
280260,GRACHO CARDOSO,-2,-6,7,-5,-6,5824,-12
280270,ILHA DAS FLORES,-2,0,3,-4,-8,8582,-11
280280,INDIAROBA,-1,8,1,-8,-6,16940,-6
280290,ITABAIANA,-2,10,1,2,14,91873,25
280300,ITABAIANINHA,-2,4,3,-3,5,40821,7
280310,ITABI,-4,-9,3,5,-31,5048,-36
280320,ITAPORANGA D'AJUDA,-2,0,3,-1,-16,32496,-16
280330,JAPARATUBA,4,8,7,-1,-25,17903,-7
280340,JAPOATA,12,0,3,-9,15,13253,21
280350,LAGARTO,-2,6,1,-2,-10,100330,-7
280360,LARANJEIRAS,4,10,5,-3,-3,28533,13
280370,MACAMBIRA,-2,-7,1,-4,-6,6723,-18
280380,MALHADA DOS BOIS,-2,-3,7,-7,-21,3610,-26
280390,MALHADOR,-2,-3,7,-7,-29,12501,-34
280400,MARUIM,-1,-3,5,4,-12,16998,-7
280410,MOITA BONITA,-2,-3,1,-7,-14,11350,-25
280420,MONTE ALEGRE DE SERGIPE,12,-9,7,-6,-19,14513,-15
280430,MURIBECA,10,-9,1,-6,-8,7598,-12
280440,NEOPOLIS,-2,0,7,5,-15,18964,-5
280445,NOSSA SENHORA APARECIDA,-1,-9,7,-5,-14,8788,-22
280450,NOSSA SENHORA DA GLORIA,-2,8,7,-6,-8,34799,-1
280460,NOSSA SENHORA DAS DORES,-4,10,1,-3,-12,25839,-8
280470,NOSSA SENHORA DE LOURDES,6,-5,7,-3,-27,6456,-22
280480,NOSSA SENHORA DO SOCORRO,8,8,7,21,-8,172547,36
280490,PACATUBA,-2,-6,1,5,-8,13896,-10
280500,PEDRA MOLE,-2,-3,7,-5,-8,3141,-11
280510,PEDRINHAS,-2,-7,5,-9,-8,9298,-21
280520,PINHAO,-1,-9,1,-7,-12,6318,-28
280530,PIRAMBU,-4,-1,7,-8,-19,8877,-25
280540,POCO REDONDO,6,-2,7,-3,-17,32949,-9
280550,POCO VERDE,-1,-1,3,-4,-13,23078,-16
280560,PORTO DA FOLHA,2,12,3,3,-27,28237,-7
280570,PROPRIA,0,-1,5,0,8,29467,12
280580,RIACHAO DO DANTAS,-2,-5,3,-8,0,19937,-12
280590,RIACHUELO,-1,12,9,-7,-17,9863,-4
280600,RIBEIROPOLIS,14,-7,9,-6,-17,18071,-7
280610,ROSARIO DO CATETE,-2,-1,1,0,-30,10013,-32
280620,SALGADO,-1,-3,3,-1,-8,19994,-10
280630,SANTA LUZIA DO ITANHY,-1,2,7,0,-6,14564,2
280640,SANTANA DO SAO FRANCISCO,-2,-9,3,1,-21,7456,-28
280650,SANTA ROSA DE LIMA,-8,-9,7,-6,-17,3886,-33
280660,SANTO AMARO DAS BROTAS,-2,-7,7,-9,-19,11899,-30
280670,SAO CRISTOVAO,1,10,7,-7,-34,84620,-23
280680,SAO DOMINGOS,-2,-9,3,-4,-14,10801,-26
280690,SAO FRANCISCO,-2,-3,5,-5,-8,3705,-13
280700,SAO MIGUEL DO ALEIXO,8,-3,1,-6,-8,3859,-8
280710,SIMAO DIAS,10,8,7,-5,-8,40199,12
280720,SIRIRI,2,-9,7,-3,7,8496,4
280730,TELHA,-2,-2,3,-2,-33,3117,-36
280740,TOBIAS BARRETO,12,6,3,-2,4,50557,23
280750,TOMAR DO GERU,-2,-3,5,-10,-6,13192,-16
280760,UMBAUBA,-2,-5,5,1,-2,24201,-3
290010,ABAIRA,10,-5,7,2,-10,9132,4
290020,ABARE,12,-7,7,-2,-8,18989,2
290030,ACAJUTIBA,14,-1,3,-1,-6,15615,9
290035,ADUSTINA,-1,-3,7,-7,-6,16929,-10
290040,AGUA FRIA,-2,-1,9,-5,-23,16871,-22
290050,ERICO CARDOSO,-1,-5,7,0,-10,11509,-9
290060,AIQUARA,-2,-3,7,5,-8,4767,-1
290070,ALAGOINHAS,8,8,1,3,-11,152570,9
290080,ALCOBACA,14,6,5,-4,-19,23176,2
290090,ALMADINA,1,-3,3,6,-6,6327,1
290100,AMARGOSA,12,6,9,-8,-7,37081,12
290110,AMELIA RODRIGUES,-1,0,3,4,-8,26477,-2
290115,AMERICA DOURADA,-2,-3,7,-3,-6,16884,-7
290120,ANAGE,1,-5,3,9,-10,20698,-2
290130,ANDARAI,-1,-3,7,-2,-14,14738,-13
290135,ANDORINHA,-2,-7,5,-6,-8,14936,-18
290140,ANGICAL,-1,-3,5,-7,-6,14762,-12
290150,ANGUERA,14,-5,7,-7,-15,11113,-6
290160,ANTAS,-2,-9,7,3,-4,18744,-5
290170,ANTONIO CARDOSO,-1,10,5,-4,-21,12206,-11
290180,ANTONIO GONCALVES,6,-7,5,-6,-8,11973,-10
290190,APORA,-2,-7,3,0,-6,18976,-12
290195,APUAREMA,-2,-3,5,6,-6,7795,0
290200,ARACATU,-2,-9,5,-7,-6,14232,-19
290205,ARACAS,-2,-2,7,4,-6,12351,1
290210,ARACI,12,2,5,6,-9,55655,16
290220,ARAMARI,6,-9,7,-4,-15,11157,-15
290225,ARATACA,-1,-1,3,-4,-12,11822,-15
290230,ARATUIPE,-2,0,7,-5,-8,9146,-8
290240,AURELINO LEAL,8,4,7,0,-8,13525,11
290250,BAIANOPOLIS,-2,-5,7,-5,-8,13892,-13
290260,BAIXA GRANDE,14,-7,7,-6,-10,21174,-2
290265,BANZAE,1,-9,7,2,-10,12534,-9
290270,BARRA,2,0,7,-3,-1,53361,5
290280,BARRA DA ESTIVA,14,2,5,5,-23,22409,3
290290,BARRA DO CHOCA,-2,4,7,2,-4,35567,7
290300,BARRA DO MENDES,-2,-3,3,6,-6,14684,-2
290310,BARRA DO ROCHA,-1,-3,7,2,-12,6261,-7
290320,BARREIRAS,2,12,9,5,2,150896,30
290323,BARRO ALTO,-2,-3,3,-4,-6,14855,-12
290327,BARROCAS,14,10,7,6,-12,15470,25
290330,BARRO PRETO,1,7,1,5,-10,6767,4
290340,BELMONTE,-1,12,5,-5,-6,23471,5
290350,BELO CAMPO,-2,-3,3,2,-6,18539,-6
290360,BIRITINGA,6,-5,7,4,-12,15737,0
290370,BOA NOVA,2,-9,3,-5,-6,15141,-15
290380,BOA VISTA DO TUPIM,10,-6,7,1,-8,18888,4
290390,BOM JESUS DA LAPA,14,6,5,-2,-4,68282,19
290395,BOM JESUS DA SERRA,-1,-9,7,0,-6,10644,-9
290400,BONINAL,-2,-5,7,4,-5,14742,-1
290405,BONITO,-2,-7,5,3,-6,16132,-7
290410,BOQUIRA,-1,-6,1,1,-6,22389,-11
290420,BOTUPORA,-1,2,7,3,-6,11162,5
290430,BREJOES,-2,-7,7,-6,-6,14866,-14
290440,BREJOLANDIA,-2,-5,7,-2,-8,10545,-10
290450,BROTAS DE MACAUBAS,10,-3,3,4,-6,11301,8
290460,BRUMADO,-2,-2,7,-8,1,68776,-4
290470,BUERAREMA,0,-3,7,3,-4,19311,3
290475,BURITIRAMA,1,-3,7,4,-26,21115,-17
290480,CAATIBA,2,-7,1,4,-6,10828,-6
290485,CABACEIRAS DO PARAGUACU,10,-1,9,5,-6,18713,17
290490,CACHOEIRA,-2,12,7,-2,-3,34244,12
290500,CACULE,-1,-2,5,0,-4,23232,-2
290510,CAEM,14,-5,7,-3,-6,10429,7
290515,CAETANOS,-2,-7,7,3,-6,15842,-5
290520,CAETITE,2,8,3,-4,-6,52166,3
290530,CAFARNAUM,-2,-9,7,5,-8,18489,-7
290540,CAIRU,6,8,9,-7,-21,17168,-5
290550,CALDEIRAO GRANDE,-2,-9,7,-1,-10,13465,-15
290560,CAMACAN,-1,4,5,2,-12,33068,-2
290570,CAMACARI,12,12,5,2,6,275575,37
290580,CAMAMU,-2,12,1,1,-1,37207,11
290590,CAMPO ALEGRE DE LOURDES,-2,4,7,-2,2,29812,9
290600,CAMPO FORMOSO,-2,-4,9,8,-14,71507,-3
290610,CANAPOLIS,6,0,7,-3,-8,10130,2
290620,CANARANA,4,1,7,13,-3,26006,22
290630,CANAVIEIRAS,4,8,7,-3,-6,33570,10
290640,CANDEAL,12,-1,7,6,-6,9143,18
290650,CANDEIAS,1,8,3,3,-4,89419,11
290660,CANDIBA,-2,-3,7,-2,-8,14527,-8
290670,CANDIDO SALES,-2,6,3,-6,-2,27057,-1
290680,CANSANCAO,1,-9,3,-6,-12,35029,-23
290682,CANUDOS,2,-3,1,4,-25,16956,-21
290685,CAPELA DO ALTO ALEGRE,1,-1,9,9,-2,12128,16
290687,CAPIM GROSSO,-1,12,9,-4,-10,28853,6
290689,CARAIBAS,-2,-5,3,4,-8,10292,-8
290690,CARAVELAS,12,12,9,4,-27,22328,10
290700,CARDEAL DA SILVA,14,8,9,0,-3,9611,28
290710,CARINHANHA,-2,2,7,2,-8,29768,1
290720,CASA NOVA,-2,-2,7,5,-19,70796,-11
290730,CASTRO ALVES,14,4,7,-5,-27,27097,-7
290740,CATOLANDIA,-2,-6,5,7,-6,3420,-2
290750,CATU,14,4,9,4,-39,55021,-8
290755,CATURAMA,-2,-9,7,4,-10,9760,-10
290760,CENTRAL,-2,-9,7,-3,-8,18061,-15
290770,CHORROCHO,6,-5,7,-3,-4,11444,1
290780,CICERO DANTAS,8,-2,7,3,1,34424,17
290790,CIPO,14,-5,7,2,-12,16860,6
290800,COARACI,8,0,7,-1,-6,20620,8
290810,COCOS,2,-3,1,0,-6,19281,-6
290820,CONCEICAO DA FEIRA,10,8,1,-5,-10,22226,4
290830,CONCEICAO DO ALMEIDA,1,-2,3,-7,-6,18644,-11
290840,CONCEICAO DO COITE,-1,-2,7,-1,34,67126,37
290850,CONCEICAO DO JACUIPE,12,-6,3,13,-6,32761,16
290860,CONDE,14,6,9,-3,-8,25714,18
290870,CONDEUBA,-2,1,1,-6,-2,18359,-8
290880,CONTENDAS DO SINCORA,-2,-9,5,0,-12,4354,-18
290890,CORACAO DE MARIA,-2,-6,5,-6,12,23314,3
290900,CORDEIROS,-1,-7,1,1,-4,8752,-10
290910,CORIBE,-2,-9,7,-3,-12,15024,-19
290920,CORONEL JOAO SA,-2,-1,5,3,-12,17422,-7
290930,CORRENTINA,-2,2,5,-2,-12,32980,-9
290940,COTEGIPE,12,-3,3,-7,-6,14390,-1
290950,CRAVOLANDIA,-2,-3,7,3,-6,5341,-1
290960,CRISOPOLIS,6,-9,5,3,-6,21435,-1
290970,CRISTOPOLIS,-1,-9,7,-6,-6,14189,-15
290980,CRUZ DAS ALMAS,-1,8,1,3,-26,63299,-15
290990,CURACA,12,2,5,1,-19,34725,1
