Unnamed: 0,cod,cod2,nome,nome.1,nomeUF,UF,plan,legis,saude,meioamb,polgen,pop,ida,sexo,idade,escolaridade,partido,regiao,ESPVIDA1991,MORT1991,ESPVIDA2000,MORT12000,ESPVIDA2010,MORT12010,IDH1991,IDH2000,IDH2010,GINI1991,GINI2000,GINI2010,Renda1991,Renda2000,Renda2010
4678,4678,316200,SAO GONCALO DO SAPUCAI,SAO GONCALO DO SAPUCAI,SAO GONCALO DO SAPUCAI - MG,MG,-1,12,9,-4,-3,25007,13,Masculino,34,superior cpt.,PTC,Sudeste,66.53,41.51,69.29,20.2,74.31,13.6,497,639,738,0.45,0.58,0.53,59.91,86.79,229.86
4679,4679,292930,SAO GONCALO DOS CAMPOS,SAO GONCALO DOS CAMPOS,SAO GONCALO DOS CAMPOS - BA,BA,-2,6,5,7,-6,36641,10,Masculino,48,médio cpt.,PSD,Nordeste,55.78,97.51,63.34,65.9,71.09,23.7,339,483,632,0.59,0.61,0.64,217.15,264.69,332.29
4680,4680,316210,SAO GOTARDO,SAO GOTARDO,SAO GOTARDO - MG,MG,12,4,5,11,20,33774,52,Masculino,60,médio incpt.,PT,Sudeste,70.14,29.12,70.75,17.13,75.27,12.4,499,640,739,0.53,0.52,0.52,154.48,140.75,174.18
4681,4681,431840,SAO JERONIMO,SAO JERONIMO,SAO JERONIMO - RS,RS,-2,10,3,1,-4,23263,8,Masculino,49,superior cpt.,PP,Sul,63.33,85.39,62.62,50.93,70.09,29.1,478,621,725,0.54,0.51,0.41,371.57,773.9,1011.38
4682,4682,412470,SAO JERONIMO DA SERRA,SAO JERONIMO DA SERRA,SAO JERONIMO DA SERRA - PR,PR,-2,6,7,-5,-28,11588,-22,Masculino,52,superior incpt.,PSDB,Sul,67.32,21.62,73.45,20.3,76.9,11.1,382,532,665,0.43,0.55,0.42,76.64,145.19,236.33
4683,4683,261320,SAO JOAO,SAO JOAO,SAO JOAO - PE,PE,10,-9,7,-5,-6,22162,-3,Masculino,39,médio cpt.,PSD,Nordeste,64.44,28.88,73.29,19.57,75.69,14.3,278,414,584,0.61,0.57,0.49,293.23,618.15,1069.61
4684,4684,412480,SAO JOAO,SAO JOAO,SAO JOAO - PR,PR,-2,12,7,-3,-12,10777,2,Masculino,49,superior cpt.,PSDB,Sul,67.54,31.09,70.2,26.5,73.73,15,501,642,740,0.44,0.53,0.47,116.36,208.23,287.2
4685,4685,211100,SAO JOAO BATISTA,SAO JOAO BATISTA,SAO JOAO BATISTA - MA,MA,10,-7,5,-7,-8,20152,-7,Masculino,50,superior cpt.,PP,Nordeste,64.27,41.28,67.11,31.64,71.81,20.2,297,434,598,0.62,0.56,0.48,126.98,252.61,310.91
4686,4686,421630,SAO JOAO BATISTA,SAO JOAO BATISTA,SAO JOAO BATISTA - SC,SC,2,4,1,-1,-11,30337,-5,Masculino,33,superior cpt.,PSD,Sul,59.88,26.11,69.23,19.94,73.02,16.9,525,663,755,0.51,0.64,0.53,111.07,162.04,226.99
4687,4687,316220,SAO JOAO BATISTA DO GLORIA,SAO JOAO BATISTA DO GLORIA,SAO JOAO BATISTA DO GLORIA - MG,MG,2,-1,7,-4,-10,7241,-6,Feminino,50,Pós-graduação,PMDB,Sudeste,61.9,19.49,74.97,14.6,77.23,9.45,475,619,724,0.47,0.5,0.52,66.65,107.66,177.35
4688,4688,522000,SAO JOAO D'ALIANCA,SAO JOAO D'ALIANCA,SAO JOAO D'ALIANCA - GO,GO,14,-3,7,-4,-12,11467,2,Masculino,71,fundamental incpt.,PSB,Centro-Oeste,64.14,75.56,59.88,62.03,68.55,32.5,410,562,685,0.54,0.64,0.41,251.41,469.25,523.98
4689,4689,140050,SAO JOAO DA BALIZA,SAO JOAO DA BALIZA,SAO JOAO DA BALIZA - RR,RR,14,-3,5,1,-6,7284,11,Masculino,34,superior incpt.,PSDB,Norte,65.83,68.95,62.25,52.36,70.18,27.3,387,538,669,0.54,0.52,0.48,225.78,360.1,573.28
4690,4690,330500,SAO JOAO DA BARRA,SAO JOAO DA BARRA,SAO JOAO DA BARRA - RJ,RJ,8,12,5,4,19,33951,48,Masculino,46,médio incpt.,PMDB,Sudeste,69.27,41.22,68.95,31.93,73.78,17.3,484,627,729,0.49,0.55,0.51,423.32,614.43,884.47
4691,4691,354910,SAO JOAO DA BOA VISTA,SAO JOAO DA BOA VISTA,SAO JOAO DA BOA VISTA - SP,SP,10,12,7,6,-6,87912,29,Masculino,56,superior cpt.,PMDB,Sudeste,65.44,25.26,72.83,20.74,74.29,16.4,598,722,799,0.54,0.63,0.49,167.45,269.22,266.02
4692,4692,220985,SAO JOAO DA CANABRAVA,SAO JOAO DA CANABRAVA,SAO JOAO DA CANABRAVA - PI,PI,-2,-9,1,-7,-6,4509,-23,Masculino,36,médio cpt.,PMDB,Nordeste,71.61,29.95,71.01,24.7,74.05,14.5,270,405,578,0.45,0.66,0.52,92.01,120.82,229.34
4693,4693,220987,SAO JOAO DA FRONTEIRA,SAO JOAO DA FRONTEIRA,SAO JOAO DA FRONTEIRA - PI,PI,-2,-5,1,-4,0,5760,-10,Masculino,49,médio cpt.,PSD,Nordeste,63.6,50.64,66.8,38.22,71,24,270,405,578,0.44,0.73,0.54,84.08,152.09,198.13
4694,4694,316225,SAO JOAO DA LAGOA,SAO JOAO DA LAGOA,SAO JOAO DA LAGOA - MG,MG,-4,-9,1,-2,-14,4858,-28,Masculino,60,superior cpt.,PDT,Sudeste,68.69,41.32,67.04,38.39,72.17,20.1,342,487,634,0.66,0.54,0.55,170.1,200.13,239.75
4695,4695,316230,SAO JOAO DA MATA,SAO JOAO DA MATA,SAO JOAO DA MATA - MG,MG,-2,-9,5,3,-8,2808,-11,Feminino,53,superior cpt.,PSD,Sudeste,60.52,78.45,62.82,50.16,70.39,26.6,436,585,701,0.62,0.59,0.56,133.61,231.48,380.62
4696,4696,522005,SAO JOAO DA PARAUNA,SAO JOAO DA PARAUNA,SAO JOAO DA PARAUNA - GO,GO,-2,-9,7,-4,-6,1649,-14,Masculino,51,médio cpt.,PSD,Centro-Oeste,66.13,21.21,71.28,20.2,74.67,13.2,493,635,736,0.47,0.45,0.53,97.76,132.08,280.53
4697,4697,150746,SAO JOAO DA PONTA,SAO JOAO DA PONTA,SAO JOAO DA PONTA - PA,PA,-2,-3,5,-5,-8,5608,-13,Masculino,51,médio cpt.,PT,Norte,63.06,62.56,62.89,49.93,67.46,36.4,310,448,608,0.52,0.51,0.44,267.03,340.08,531.11
4698,4698,316240,SAO JOAO DA PONTE,SAO JOAO DA PONTE,SAO JOAO DA PONTE - MG,MG,-2,0,3,5,-6,25961,0,Masculino,46,fundamental cpt.,PPS,Sudeste,61.74,28.92,70.31,22.9,73.34,17.4,271,406,578,0.56,0.51,0.45,349.15,465.62,676.07
4699,4699,220990,SAO JOAO DA SERRA,SAO JOAO DA SERRA,SAO JOAO DA SERRA - PI,PI,-2,-7,5,-2,-8,6122,-14,Masculino,43,médio cpt.,PDT,Nordeste,68.69,35.57,69.06,31.6,71.57,21.2,275,410,582,0.53,0.5,0.69,95.38,119.21,288.68
4700,4700,431842,SAO JOAO DA URTIGA,SAO JOAO DA URTIGA,SAO JOAO DA URTIGA - RS,RS,-2,-3,7,2,-3,4851,1,Masculino,43,Pós-graduação,PDT,Sul,62.41,33.38,70.62,22.3,74.97,14.8,428,578,697,0.46,0.5,0.54,297.25,371.7,657.02
4701,4701,220995,SAO JOAO DA VARJOTA,SAO JOAO DA VARJOTA,SAO JOAO DA VARJOTA - PI,PI,-2,-7,3,-5,-8,4728,-19,Masculino,59,superior cpt.,PSB,Nordeste,60.9,33.87,69.65,19.06,74.87,14.56,270,405,577,0.42,0.62,0.57,76.35,124.49,224.99
4702,4702,354920,SAO JOAO DAS DUAS PONTES,SAO JOAO DAS DUAS PONTES,SAO JOAO DAS DUAS PONTES - SP,SP,-2,-9,5,-1,-8,2624,-15,Feminino,45,superior cpt.,PRB,Sudeste,61.65,58.85,68.41,32.77,70.18,26.3,502,642,741,0.62,0.63,0.63,916,1199.44,1715.11
4703,4703,316245,SAO JOAO DAS MISSOES,SAO JOAO DAS MISSOES,SAO JOAO DAS MISSOES - MG,MG,-2,-3,7,-3,-6,12421,-7,Masculino,32,superior cpt.,PT,Sudeste,61.56,26.96,74.58,16.43,76.57,13,270,405,578,0.47,0.68,0.51,56.21,112.78,181.77
4704,4704,354925,SAO JOAO DE IRACEMA,SAO JOAO DE IRACEMA,SAO JOAO DE IRACEMA - SP,SP,10,1,3,3,-8,1865,9,Masculino,50,superior cpt.,PMDB,Sudeste,57.84,77.07,63.22,52.05,69.47,28.5,544,677,765,0.49,0.57,0.48,147.8,242.56,352.6
4705,4705,330510,SAO JOAO DE MERITI,SAO JOAO DE MERITI,SAO JOAO DE MERITI - RJ,RJ,12,7,-1,8,26,460799,52,Masculino,43,médio cpt.,PDT,Sudeste,67.78,89.51,60.53,59.28,68.2,33.7,514,654,748,0.42,0.56,0.65,81.56,108.35,187.77
4706,4706,150747,SAO JOAO DE PIRABAS,SAO JOAO DE PIRABAS,SAO JOAO DE PIRABAS - PA,PA,-2,-7,5,0,-8,21536,-12,Masculino,45,médio cpt.,PMDB,Norte,71.83,46.79,68.56,21.87,72.08,18.1,306,443,604,0.5,0.54,0.42,372.9,479.14,535.96
4707,4707,316250,SAO JOAO DEL REI,SAO JOAO DEL REI,SAO JOAO DEL REI - MG,MG,14,10,1,4,-14,88405,15,Masculino,53,Pós-graduação,PT,Sudeste,61.52,70.08,66.06,38.73,72.79,19.6,540,673,763,0.57,0.58,0.53,295.34,300.12,398.5
4708,4708,150750,SAO JOAO DO ARAGUAIA,SAO JOAO DO ARAGUAIA,SAO JOAO DO ARAGUAIA - PA,PA,-2,2,5,-4,-17,13419,-16,Masculino,51,médio cpt.,PTB,Norte,64.56,79.77,60.23,60.54,66.01,43.7,270,405,577,0.55,0.61,0.55,158.18,129.78,216.86
4709,4709,220997,SAO JOAO DO ARRAIAL,SAO JOAO DO ARRAIAL,SAO JOAO DO ARRAIAL - PI,PI,-1,-5,3,-7,-20,7636,-30,Masculino,30,superior cpt.,PT,Nordeste,67.66,19.88,74.13,19,77.37,10.5,270,405,577,0.45,0.57,0.55,55.16,115.31,174.82
4710,4710,412490,SAO JOAO DO CAIUA,SAO JOAO DO CAIUA,SAO JOAO DO CAIUA - PR,PR,-2,-5,5,-2,-6,6051,-10,Masculino,60,superior cpt.,PSDB,Sul,66.52,42.97,69.27,20.26,73.2,15.2,435,585,701,0.46,0.54,0.56,66.67,103.33,170.29
4711,4711,251400,SAO JOAO DO CARIRI,SAO JOAO DO CARIRI,SAO JOAO DO CARIRI - PB,PB,-2,2,1,-2,-12,4352,-13,Masculino,61,fundamental incpt.,PR,Nordeste,54.78,54.9,70.89,30.32,72.04,20.8,349,496,640,0.45,0.44,0.37,449.32,822.81,1010.72
4712,4712,211102,SAO JOAO DO CARU,SAO JOAO DO CARU,SAO JOAO DO CARU - MA,MA,-2,-3,5,-7,-6,15599,-13,Masculino,26,superior cpt.,PRP,Nordeste,64.44,39.72,69.98,28.72,75.16,15.1,269,404,577,0.51,0.55,0.53,76.23,101.3,165.38
4713,4713,421635,SAO JOAO DO ITAPERIU,SAO JOAO DO ITAPERIU,SAO JOAO DO ITAPERIU - SC,SC,-2,-4,1,-4,-18,3578,-27,Masculino,45,médio cpt.,PSD,Sul,69.27,48.39,67.9,35.41,73.3,18.1,496,638,738,0.58,0.51,0.52,293.37,356.93,550.88
4714,4714,412500,SAO JOAO DO IVAI,SAO JOAO DO IVAI,SAO JOAO DO IVAI - PR,PR,-2,12,3,-1,-6,11461,6,Masculino,32,Pós-graduação,PPS,Sul,68.89,25.4,73.54,20.2,77.35,10.5,446,594,708,0.64,0.47,0.4,414.05,393.6,655.45
4715,4715,231250,SAO JOAO DO JAGUARIBE,SAO JOAO DO JAGUARIBE,SAO JOAO DO JAGUARIBE - CE,CE,12,-9,3,-1,-11,7829,-6,Masculino,53,superior cpt.,PRB,Nordeste,61.56,45.81,68.41,33.68,73.32,18.1,399,548,676,0.46,0.54,0.59,123.36,142.47,256.76
4716,4716,316255,SAO JOAO DO MANHUACU,SAO JOAO DO MANHUACU,SAO JOAO DO MANHUACU - MG,MG,10,-3,1,3,-12,10917,-1,Masculino,49,Pós-graduação,PSDB,Sudeste,68.69,43.82,66.84,39.1,72.85,18.8,359,507,650,0.39,0.5,0.48,396.21,661.96,861.61
4717,4717,316257,SAO JOAO DO MANTENINHA,SAO JOAO DO MANTENINHA,SAO JOAO DO MANTENINHA - MG,MG,-2,-7,7,-2,-14,5530,-18,Masculino,50,médio cpt.,PMN,Sudeste,61.74,60.59,64.07,45.57,70.16,28.8,389,539,670,0.45,0.53,0.42,114.86,161.47,270.76
4718,4718,421625,SAO JOAO DO OESTE,SAO JOAO DO OESTE,SAO JOAO DO OESTE - SC,SC,10,8,1,-1,-12,6211,6,Masculino,44,Pós-graduação,PT,Sul,65.44,37,70.44,27.36,73.46,17.8,536,669,761,0.77,0.4,0.4,493.93,506.12,520.01
4719,4719,316260,SAO JOAO DO ORIENTE,SAO JOAO DO ORIENTE,SAO JOAO DO ORIENTE - MG,MG,-2,-9,3,4,-12,7964,-16,Masculino,42,fundamental incpt.,PMDB,Sudeste,65.98,33.17,70.32,22.9,76.26,12.9,407,560,683,0.5,0.67,0.49,444.92,972.22,1078.48
4720,4720,316265,SAO JOAO DO PACUI,SAO JOAO DO PACUI,SAO JOAO DO PACUI - MG,MG,-2,-5,5,2,-8,4276,-8,Masculino,52,Pós-graduação,PT,Sudeste,66.23,64.56,63.24,48.6,71.16,24.4,331,474,625,0.51,0.48,0.45,324.96,463.89,670.18
4721,4721,211105,SAO JOAO DO PARAISO,SAO JOAO DO PARAISO,SAO JOAO DO PARAISO - MA,MA,6,-7,3,-4,-14,10917,-16,Masculino,47,médio cpt.,PRB,Nordeste,64.99,23.22,71,20.7,75.84,12.4,312,450,609,0.48,0.66,0.64,141.03,183.15,195.22
4722,4722,316270,SAO JOAO DO PARAISO,SAO JOAO DO PARAISO,SAO JOAO DO PARAISO - MG,MG,-2,-2,5,1,-6,23303,-4,Masculino,53,Pós-graduação,PSDB,Sudeste,63.87,84.07,64.36,44.55,71.94,21.8,319,459,615,0.65,0.5,0.57,211.69,289.38,678.14
4723,4723,354930,SAO JOAO DO PAU D'ALHO,SAO JOAO DO PAU D'ALHO,SAO JOAO DO PAU D'ALHO - SP,SP,-2,-3,1,8,-6,2150,-2,Masculino,63,médio cpt.,PSDB,Sudeste,64.33,47.86,70.59,30.48,71.73,21.8,517,656,751,0.46,0.49,0.44,174.2,275.22,628.55
4724,4724,221000,SAO JOAO DO PIAUI,SAO JOAO DO PIAUI,SAO JOAO DO PIAUI - PI,PI,12,8,5,-2,-8,20000,15,Masculino,45,Pós-graduação,PT,Nordeste,64.94,104.4,60.01,61.5,67.63,37.5,355,502,645,0.47,0.51,0.49,91.14,156.11,242.9
4725,4725,431843,SAO JOAO DO POLESINE,SAO JOAO DO POLESINE,SAO JOAO DO POLESINE - RS,RS,8,12,9,0,-6,2657,23,Feminino,71,superior cpt.,PMDB,Sul,71.27,28.52,71.58,24.4,75.39,13,553,686,771,0.52,0.56,0.47,210.03,331.54,495.48
4726,4726,250070,SAO JOAO DO RIO DO PEIXE,SAO JOAO DO RIO DO PEIXE,SAO JOAO DO RIO DO PEIXE - PB,PB,12,-3,7,-1,-8,17917,7,Masculino,51,superior incpt.,PSC,Nordeste,64.06,90.38,63.16,48.88,70.45,26,310,448,608,0.49,0.54,0.42,255.43,438.1,577.07
4727,4727,241210,SAO JOAO DO SABUGI,SAO JOAO DO SABUGI,SAO JOAO DO SABUGI - RN,RN,14,1,9,-8,-14,6174,2,Masculino,55,superior cpt.,PMDB,Nordeste,69.06,45.3,68.85,21.2,73.08,15.4,417,569,690,0.58,0.5,0.48,349.92,511.3,579.13
4728,4728,211107,SAO JOAO DO SOTER,SAO JOAO DO SOTER,SAO JOAO DO SOTER - MA,MA,0,-6,3,-6,-13,17809,-22,Feminino,41,superior cpt.,PSD,Nordeste,61.74,88.09,63.22,48.69,68.55,34.2,268,403,576,0.42,0.52,0.52,75.64,99.24,165.1
4729,4729,421640,SAO JOAO DO SUL,SAO JOAO DO SUL,SAO JOAO DO SUL - SC,SC,4,12,3,-3,-6,7183,10,Masculino,46,médio cpt.,PMDB,Sul,69.27,51.03,67.78,35.81,73.37,18,441,590,705,0.43,0.43,0.49,115.58,120.65,245.49
4730,4730,251410,SAO JOAO DO TIGRE,SAO JOAO DO TIGRE,SAO JOAO DO TIGRE - PB,PB,-2,-9,7,-3,-6,4442,-13,Masculino,32,médio cpt.,PMN,Nordeste,68.69,34.87,70.6,26.9,75.98,13.9,268,403,576,0.4,0.63,0.51,64.12,131.48,207.42
4731,4731,412510,SAO JOAO DO TRIUNFO,SAO JOAO DO TRIUNFO,SAO JOAO DO TRIUNFO - PR,PR,8,6,5,-5,-21,14462,-7,Masculino,47,médio incpt.,PSC,Sul,67.32,32.55,71.1,25.5,74.01,15,355,503,646,0.48,0.5,0.41,524.14,688.78,733.72
4732,4732,211110,SAO JOAO DOS PATOS,SAO JOAO DOS PATOS,SAO JOAO DOS PATOS - MA,MA,-2,-6,1,-1,-12,25199,-20,Masculino,35,superior cpt.,PMDB,Nordeste,59.86,27.6,73.15,17.6,75.8,12.5,347,494,639,0.51,0.49,0.44,453.79,495.33,737.29
4733,4733,316280,SAO JOAO EVANGELISTA,SAO JOAO EVANGELISTA,SAO JOAO EVANGELISTA - MG,MG,-2,-7,5,4,-5,16028,-5,Masculino,64,superior cpt.,PSDB,Sudeste,64.44,41.2,69.98,28.72,75.62,14.4,376,527,661,0.49,0.6,0.48,121.26,129.78,244.02
4734,4734,316290,SAO JOAO NEPOMUCENO,SAO JOAO NEPOMUCENO,SAO JOAO NEPOMUCENO - MG,MG,-1,6,9,2,-21,26114,-5,Masculino,68,médio incpt.,PTB,Sudeste,60.56,87.27,62.65,69.36,69.47,28.6,508,647,744,0.48,0.57,0.62,110.04,151.55,226.09
4735,4735,421650,SAO JOAQUIM,SAO JOAQUIM,SAO JOAQUIM - SC,SC,12,10,9,-1,-28,25841,2,Masculino,60,Pós-graduação,PMDB,Sul,62.64,23.22,70.98,20.8,75.73,12.6,491,634,735,0.53,0.52,0.5,259.11,405.51,698.38
4736,4736,354940,SAO JOAQUIM DA BARRA,SAO JOAQUIM DA BARRA,SAO JOAQUIM DA BARRA - SP,SP,12,6,9,0,-12,49259,15,Masculino,51,superior cpt.,PT,Sudeste,73.78,44.84,67.79,23.69,73.75,14.4,553,686,771,0.45,0.74,0.54,92.28,214.42,192.8
4737,4737,316292,SAO JOAQUIM DE BICAS,SAO JOAQUIM DE BICAS,SAO JOAQUIM DE BICAS - MG,MG,2,12,1,0,-6,28064,9,Masculino,35,Pós-graduação,PR,Sudeste,72.23,29.62,71.09,16.46,73.59,15.6,405,556,682,0.58,0.54,0.51,481.46,581.18,773.48
4738,4738,261330,SAO JOAQUIM DO MONTE,SAO JOAQUIM DO MONTE,SAO JOAQUIM DO MONTE - PE,PE,12,-2,3,-7,-17,21079,-11,Masculino,31,superior cpt.,PSDB,Nordeste,73.88,44.34,69.58,19.56,73.62,14.6,293,429,594,0.59,0.69,0.54,72.1,107.25,220.94
4739,4739,431844,SAO JORGE,SAO JORGE,SAO JORGE - RS,RS,-2,4,1,-4,-6,2850,-7,Masculino,52,médio incpt.,PP,Sul,69.51,19.26,75.09,17.2,77.81,10,506,646,743,0.41,0.4,0.37,426.49,609.97,855.42
4740,4740,412520,SAO JORGE D'OESTE,SAO JORGE D'OESTE,SAO JORGE D'OESTE - PR,PR,-2,10,5,2,-6,9313,9,Masculino,42,médio cpt.,PV,Sul,70.15,26.96,74.04,17.7,77.56,11.7,471,616,722,0.56,0.62,0.58,80.65,102.17,171.62
4741,4741,412530,SAO JORGE DO IVAI,SAO JORGE DO IVAI,SAO JORGE DO IVAI - PR,PR,-1,10,3,-8,-12,5671,-8,Masculino,31,Pós-graduação,PP,Sul,67.37,26.46,70.05,23.4,75.61,13.8,554,687,772,0.5,0.51,0.42,180.2,258.32,520.88
4742,4742,412535,SAO JORGE DO PATROCINIO,SAO JORGE DO PATROCINIO,SAO JORGE DO PATROCINIO - PR,PR,12,12,5,4,-6,6088,27,Masculino,46,superior cpt.,PSDB,Sul,67.08,47.4,68.35,22.35,71.88,18.4,427,577,696,0.57,0.6,0.56,371.66,551.63,782.92
4743,4743,421660,SAO JOSE,SAO JOSE,SAO JOSE - SC,SC,4,4,3,-1,-8,224779,2,Feminino,52,superior cpt.,PSD,Sul,59.79,87.35,64.1,62.2,69.15,29.6,626,742,813,0.62,0.62,0.56,269.72,294.27,438.56
4744,4744,316294,SAO JOSE DA BARRA,SAO JOSE DA BARRA,SAO JOSE DA BARRA - MG,MG,-2,6,1,1,-8,7155,-2,Masculino,54,fundamental cpt.,PRB,Sudeste,68.78,76.49,62.39,51.81,68.34,32.7,533,667,759,0.52,0.54,0.52,96.58,147.26,265.91
4745,4745,354950,SAO JOSE DA BELA VISTA,SAO JOSE DA BELA VISTA,SAO JOSE DA BELA VISTA - SP,SP,12,-3,3,0,-6,8759,6,Feminino,31,superior cpt.,PTB,Sudeste,64.51,80.16,63.47,49.48,70.28,28.6,459,607,716,0.49,0.65,0.51,119.42,200.71,294.11
4746,4746,412540,SAO JOSE DA BOA VISTA,SAO JOSE DA BOA VISTA,SAO JOSE DA BOA VISTA - PR,PR,-2,8,7,1,-6,6596,8,Masculino,49,médio cpt.,PSDB,Sul,68.23,34.5,70.06,28.49,75.63,14.4,391,542,671,0.47,0.53,0.54,65.61,113.55,191.96
4747,4747,261340,SAO JOSE DA COROA GRANDE,SAO JOSE DA COROA GRANDE,SAO JOSE DA COROA GRANDE - PE,PE,10,-2,3,-7,-17,19663,-13,Feminino,55,superior cpt.,PDT,Nordeste,67.87,55.12,65.57,43.77,70.91,22.4,332,474,626,0.45,0.65,0.52,83.73,111.72,196.63
4748,4748,251420,SAO JOSE DA LAGOA TAPADA,SAO JOSE DA LAGOA TAPADA,SAO JOSE DA LAGOA TAPADA - PB,PB,-2,-9,1,-6,-8,7674,-24,Masculino,25,fundamental cpt.,DEM,Nordeste,63.43,113.6,59.35,67.4,67.2,39.2,267,402,575,0.66,0.52,0.49,71.32,109.65,216.66
4749,4749,270830,SAO JOSE DA LAJE,SAO JOSE DA LAJE,SAO JOSE DA LAJE - AL,AL,10,0,3,2,-14,23847,1,Masculino,28,superior cpt.,PMDB,Nordeste,67.98,25.75,73.9,18.05,76.41,13.2,304,441,603,0.52,0.61,0.51,124.91,130.9,242.27
4750,4750,316295,SAO JOSE DA LAPA,SAO JOSE DA LAPA,SAO JOSE DA LAPA - MG,MG,-2,0,1,1,-31,21538,-31,Masculino,47,médio cpt.,PT,Sudeste,59.51,58.82,63.94,46.02,66.16,40.7,483,626,729,0.56,0.54,0.47,171.9,201.98,282.97
4751,4751,316300,SAO JOSE DA SAFIRA,SAO JOSE DA SAFIRA,SAO JOSE DA SAFIRA - MG,MG,-2,-1,1,8,-8,4241,-2,Masculino,50,fundamental cpt.,PSDB,Sudeste,61.99,24.48,70.38,21.9,71.9,17.4,338,482,631,0.53,0.57,0.55,80.04,126.89,227.56
4752,4752,270840,SAO JOSE DA TAPERA,SAO JOSE DA TAPERA,SAO JOSE DA TAPERA - AL,AL,-2,4,3,-3,-13,31867,-11,Masculino,43,Pós-graduação,PSDB,Nordeste,66.22,39.6,71.01,16.62,75.64,11.9,266,401,575,0.53,0.72,0.58,63.2,87.03,188.84
4753,4753,316310,SAO JOSE DA VARGINHA,SAO JOSE DA VARGINHA,SAO JOSE DA VARGINHA - MG,MG,-2,-7,3,-2,-6,4556,-14,Masculino,54,superior cpt.,PMN,Sudeste,67.23,70.83,63.16,48.88,70.7,25.3,440,588,704,0.53,0.53,0.46,114.28,307.36,549.7
4754,4754,292935,SAO JOSE DA VITORIA,SAO JOSE DA VITORIA,SAO JOSE DA VITORIA - BA,BA,-2,-7,3,-5,-14,6202,-25,Masculino,49,fundamental incpt.,PT,Nordeste,68.88,73.76,65.03,42.22,72.41,20.6,266,401,575,0.46,0.46,0.45,80.6,142.64,250.42
4755,4755,431845,SAO JOSE DAS MISSOES,SAO JOSE DAS MISSOES,SAO JOSE DAS MISSOES - RS,RS,-2,3,3,3,-8,2761,-1,Masculino,34,Pós-graduação,PP,Sul,65.41,65.44,68.59,36.99,69.86,27.1,389,540,670,0.54,0.59,0.52,247.02,451.39,575.16
4756,4756,412545,SAO JOSE DAS PALMEIRAS,SAO JOSE DAS PALMEIRAS,SAO JOSE DAS PALMEIRAS - PR,PR,-2,10,5,2,-12,3880,3,Masculino,45,fundamental incpt.,DEM,Sul,61.22,62.86,63.52,47.55,70.31,26.4,454,602,713,0.48,0.48,0.47,261.58,399.34,632.28
4757,4757,251430,SAO JOSE DE CAIANA,SAO JOSE DE CAIANA,SAO JOSE DE CAIANA - PB,PB,-1,-9,7,-2,-8,6179,-13,Masculino,36,superior incpt.,PMDB,Nordeste,65,86.6,64.73,43.24,70.89,24.7,266,401,575,0.51,0.56,0.44,49.18,110.28,238.28
4758,4758,251440,SAO JOSE DE ESPINHARAS,SAO JOSE DE ESPINHARAS,SAO JOSE DE ESPINHARAS - PB,PB,14,-3,7,-9,-8,4738,1,Masculino,52,Pós-graduação,PSDB,Nordeste,67.02,79.68,65.68,40,72.38,20.49,271,406,578,0.55,0.61,0.55,425.91,607.2,768.93
4759,4759,241220,SAO JOSE DE MIPIBU,SAO JOSE DE MIPIBU,SAO JOSE DE MIPIBU - RN,RN,14,2,9,-7,-8,42345,10,Masculino,68,médio cpt.,PMDB,Nordeste,60.74,30.9,68.83,20.82,72.88,17.2,363,513,652,0.6,0.6,0.5,435.92,411.42,442.77
4760,4760,251450,SAO JOSE DE PIRANHAS,SAO JOSE DE PIRANHAS,SAO JOSE DE PIRANHAS - PB,PB,-2,-2,7,-7,-18,19732,-22,Masculino,32,superior incpt.,PMDB,Nordeste,64.53,32.74,70.9,26.01,75.2,15,287,423,591,0.47,0.53,0.48,85.59,166.14,218.43
4761,4761,251455,SAO JOSE DE PRINCESA,SAO JOSE DE PRINCESA,SAO JOSE DE PRINCESA - PB,PB,-2,-3,9,-2,-8,4077,-6,Masculino,66,fundamental cpt.,PMDB,Nordeste,64.83,33.29,71.83,20,73.8,16.7,280,416,585,0.58,0.54,0.52,396.13,521.76,726.34
4762,4762,211120,SAO JOSE DE RIBAMAR,SAO JOSE DE RIBAMAR,SAO JOSE DE RIBAMAR - MA,MA,0,6,5,4,14,170423,29,Masculino,34,superior cpt.,PMDB,Nordeste,60.13,58.87,67.84,45.66,71.12,23.7,447,595,708,0.59,0.52,0.47,262.82,321.07,594.67
4763,4763,330513,SAO JOSE DE UBA,SAO JOSE DE UBA,SAO JOSE DE UBA - RJ,RJ,12,-9,5,1,-6,7143,3,Masculino,45,superior cpt.,PMDB,Sudeste,69.07,108.94,60.14,60.91,67.76,34.7,416,568,690,0.43,0.58,0.4,294.58,497.73,499.36
4764,4764,316320,SAO JOSE DO ALEGRE,SAO JOSE DO ALEGRE,SAO JOSE DO ALEGRE - MG,MG,6,-3,7,2,-8,4163,4,Masculino,43,fundamental cpt.,PR,Sudeste,62.01,62.36,63.41,47.95,71.58,22.8,475,619,724,0.39,0.43,0.56,106.27,170.16,371.05
4765,4765,354960,SAO JOSE DO BARREIRO,SAO JOSE DO BARREIRO,SAO JOSE DO BARREIRO - SP,SP,-2,-5,3,-5,-10,4190,-19,Masculino,46,superior cpt.,PSDB,Sudeste,68.38,34.65,70.4,22.65,73.81,15.8,469,614,720,0.54,0.55,0.51,354.41,557.04,788.29
