cod,2012,sexo,idade,escolaridade,partido,regiao,cidade
410200,Não,Masculino,34, superior cpt.,PMDB,Sul,ASSIS CHATEAUBRIAND
410210,Sim,Masculino,57, superior cpt.,PTB,Sul,ASTORGA
410220,Não,Masculino,29, superior cpt.,PT,Sul,ATALAIA
410230,Não,Masculino,60,Pós-graduação,PMDB,Sul,BALSA NOVA
410240,Sim,Masculino,49, superior cpt.,PDT,Sul,BANDEIRANTES
410250,Não,Masculino,44, médio cpt.,PT,Sul,BARBOSA FERRAZ
410260,Não,Masculino,44,Pós-graduação,PMDB,Sul,BARRACAO
410270,Sim,Masculino,44, médio cpt.,PP,Sul,BARRA DO JACARE
410275,Não,Masculino,41, médio incpt.,PSDB,Sul,BELA VISTA DA CAROBA
410280,Não,Masculino,51, fundamental incpt.,PDT,Sul,BELA VISTA DO PARAISO
410290,Não,Masculino,60, fundamental cpt.,PDT,Sul,BITURUNA
410300,Sim,Masculino,54, médio cpt.,PSDB,Sul,BOA ESPERANCA
410302,Sim,Masculino,39,Pós-graduação,PMDB,Sul,BOA ESPERANCA DO IGUACU
410304,Não,Masculino,60, fundamental incpt.,PMDB,Sul,BOA VENTURA DE SAO ROQUE
410305,Sim,Masculino,57,Pós-graduação,PMDB,Sul,BOA VISTA DA APARECIDA
410310,Não,Feminino,54, superior cpt.,PSD,Sul,BOCAIUVA DO SUL
410315,Não,Masculino,42,Pós-graduação,PSDB,Sul,BOM JESUS DO SUL
410320,Não,Masculino,54, médio cpt.,PSB,Sul,BOM SUCESSO
410322,Não,Masculino,54, superior cpt.,PSDB,Sul,BOM SUCESSO DO SUL
410330,Não,Masculino,50, superior cpt.,PSB,Sul,BORRAZOPOLIS
410335,Sim,Masculino,43, médio cpt.,PMDB,Sul,BRAGANEY
410337,Não,Masculino,35, superior cpt.,PSDB,Sul,BRASILANDIA DO SUL
410340,Não,Masculino,48, médio cpt.,PSD,Sul,CAFEARA
410345,Não,Masculino,53, superior cpt.,DEM,Sul,CAFELANDIA
410347,Não,Masculino,55, fundamental cpt.,PDT,Sul,CAFEZAL DO SUL
410350,Não,Feminino,51,Pós-graduação,PSDB,Sul,CALIFORNIA
410360,Não,Masculino,47,Pós-graduação,PSB,Sul,CAMBARA
410370,Sim,Masculino,49,Pós-graduação,PSDB,Sul,CAMBE
410380,Não,Masculino,37, fundamental cpt.,PRB,Sul,CAMBIRA
410390,Sim,Feminino,42, médio cpt.,PRTB,Sul,CAMPINA DA LAGOA
410395,Não,Masculino,45, médio cpt.,PT,Sul,CAMPINA DO SIMAO
410400,Sim,Masculino,58, médio cpt.,PSB,Sul,CAMPINA GRANDE DO SUL
410405,Não,Masculino,50, médio cpt.,PP,Sul,CAMPO BONITO
410410,Não,Masculino,41, médio cpt.,PMDB,Sul,CAMPO DO TENENTE
410420,Não,Masculino,66,Pós-graduação,PT,Sul,CAMPO LARGO
410425,Não,Masculino,69, médio cpt.,DEM,Sul,CAMPO MAGRO
410430,Não,Feminino,46, superior cpt.,PR,Sul,CAMPO MOURAO
410440,Não,Masculino,32,Pós-graduação,PTB,Sul,CANDIDO DE ABREU
410442,Não,Masculino,33,Pós-graduação,PT,Sul,CANDOI
410445,Não,Masculino,38, médio cpt.,PSB,Sul,CANTAGALO
410450,Não,Feminino,37, superior cpt.,PSDB,Sul,CAPANEMA
410460,Não,Masculino,49, superior cpt.,PDT,Sul,CAPITAO LEONIDAS MARQUES
410465,Não,Masculino,44, médio cpt.,DEM,Sul,CARAMBEI
410470,Não,Masculino,36, médio cpt.,PPL,Sul,CARLOPOLIS
410480,Sim,Masculino,64, médio cpt.,PDT,Sul,CASCAVEL
410490,Não,Masculino,70, superior cpt.,PPS,Sul,CASTRO
410500,Não,Feminino,58, médio incpt.,PMDB,Sul,CATANDUVAS
410510,Não,Masculino,45,Pós-graduação,PSC,Sul,CENTENARIO DO SUL
410520,Não,Masculino,35, superior cpt.,PSB,Sul,CERRO AZUL
410530,Não,Masculino,55, fundamental incpt.,PDT,Sul,CEU AZUL
410540,Não,Masculino,37,Pós-graduação,PSDB,Sul,CHOPINZINHO
410550,Não,Masculino,56, médio cpt.,PMDB,Sul,CIANORTE
410560,Não,Masculino,31,Pós-graduação,PMDB,Sul,CIDADE GAUCHA
410570,Não,Masculino,27,Pós-graduação,PSDB,Sul,CLEVELANDIA
410580,Não,Feminino,56, superior cpt.,PSDB,Sul,COLOMBO
410590,Não,Masculino,42, superior cpt.,PP,Sul,COLORADO
410600,Não,Masculino,63,Pós-graduação,PSDB,Sul,CONGONHINHAS
410610,Não,Masculino,45, médio cpt.,PSD,Sul,CONSELHEIRO MAIRINCK
410620,Não,Masculino,59, superior incpt.,PMDB,Sul,CONTENDA
410630,Não,Masculino,62, médio incpt.,PSD,Sul,CORBELIA
410640,Não,Masculino,43, médio cpt.,PSC,Sul,CORNELIO PROCOPIO
410645,Não,Masculino,56, médio cpt.,PP,Sul,CORONEL DOMINGOS SOARES
410650,Não,Masculino,37, superior cpt.,PMDB,Sul,CORONEL VIVIDA
410655,Não,Masculino,50, superior cpt.,PDT,Sul,CORUMBATAI DO SUL
410657,Sim,Masculino,61, fundamental cpt.,PMDB,Sul,CRUZEIRO DO IGUACU
410660,Sim,Masculino,59, médio cpt.,PTB,Sul,CRUZEIRO DO OESTE
410670,Não,Masculino,71, superior cpt.,PSDB,Sul,CRUZEIRO DO SUL
410680,Não,Masculino,46, médio cpt.,PT,Sul,CRUZ MACHADO
410685,Não,Masculino,75, médio cpt.,PSDB,Sul,CRUZMALTINA
410690,Não,Masculino,50,Pós-graduação,PDT,Sul,CURITIBA
410700,Não,Masculino,37, médio incpt.,PT,Sul,CURIUVA
410710,Não,Masculino,55,Pós-graduação,PMDB,Sul,DIAMANTE DO NORTE
410712,Sim,Masculino,38, superior cpt.,PSB,Sul,DIAMANTE DO SUL
410715,Não,Masculino,46, fundamental incpt.,PMDB,Sul,DIAMANTE D'OESTE
410720,Não,Masculino,50, médio cpt.,PMDB,Sul,DOIS VIZINHOS
410725,Não,Masculino,66, fundamental cpt.,PSDB,Sul,DOURADINA
410730,Não,Masculino,43, superior cpt.,PSDB,Sul,DOUTOR CAMARGO
410740,Não,Masculino,31, superior incpt.,PSDB,Sul,ENEAS MARQUES
410750,Sim,Masculino,44, médio cpt.,PSD,Sul,ENGENHEIRO BELTRAO
410752,Sim,Masculino,27, superior incpt.,PMDB,Sul,ESPERANCA NOVA
410753,Não,Masculino,46, superior incpt.,PSD,Sul,ENTRE RIOS DO OESTE
410754,Não,Masculino,51, superior cpt.,PMDB,Sul,ESPIGAO ALTO DO IGUACU
410755,Não,Feminino,38, superior cpt.,PT do B,Sul,FAROL
410760,Sim,Masculino,37, superior cpt.,PDT,Sul,FAXINAL
410765,Não,Masculino,41, médio cpt.,PSDB,Sul,FAZENDA RIO GRANDE
410770,Não,Masculino,48, superior cpt.,PDT,Sul,FENIX
410773,Não,Masculino,52, médio cpt.,PSD,Sul,FERNANDES PINHEIRO
410775,Não,Masculino,37, médio incpt.,PP,Sul,FIGUEIRA
410780,Não,Masculino,43, superior cpt.,PSDB,Sul,FLORAI
410785,Não,Feminino,52, médio cpt.,PSC,Sul,FLOR DA SERRA DO SUL
410790,Não,Masculino,49, superior cpt.,PP,Sul,FLORESTA
410800,Sim,Masculino,35, superior cpt.,DEM,Sul,FLORESTOPOLIS
410810,Não,Feminino,46, superior cpt.,PP,Sul,FLORIDA
410820,Não,Masculino,47, médio cpt.,PT,Sul,FORMOSA DO OESTE
410830,Não,Masculino,43,Pós-graduação,PSB,Sul,FOZ DO IGUACU
410832,Não,Masculino,43, superior cpt.,DEM,Sul,FRANCISCO ALVES
410840,Não,Feminino,46,Pós-graduação,PMDB,Sul,FRANCISCO BELTRAO
410845,Não,Masculino,45, médio incpt.,PSD,Sul,FOZ DO JORDAO
410850,Não,Masculino,47, superior cpt.,PSDB,Sul,GENERAL CARNEIRO
410855,Sim,Masculino,44, fundamental cpt.,PTB,Sul,GODOY MOREIRA
410860,Sim,Masculino,49, médio cpt.,DEM,Sul,GOIOERE
410865,Não,Masculino,48, médio cpt.,PT,Sul,GOIOXIM
410870,Não,Masculino,47, médio cpt.,PSD,Sul,GRANDES RIOS
410880,Não,Masculino,48, superior cpt.,PT,Sul,GUAIRA
410890,Sim,Feminino,43, médio cpt.,PP,Sul,GUAIRACA
410895,Não,Feminino,53, superior cpt.,PSDB,Sul,GUAMIRANGA
410900,Não,Masculino,55, médio cpt.,PMDB,Sul,GUAPIRAMA
410910,Não,Masculino,51, médio cpt.,PDT,Sul,GUAPOREMA
410920,Não,Masculino,48, médio cpt.,PMN,Sul,GUARACI
410930,Sim,Masculino,51, médio cpt.,PMDB,Sul,GUARANIACU
410940,Não,Masculino,33,Pós-graduação,PPS,Sul,GUARAPUAVA
410950,Não,Feminino,40,Pós-graduação,PSDB,Sul,GUARAQUECABA
410960,Sim,Feminino,58, médio cpt.,PSDB,Sul,GUARATUBA
410965,Sim,Masculino,50, médio incpt.,PSD,Sul,HONORIO SERPA
410970,Não,Masculino,55, superior cpt.,PSB,Sul,IBAITI
410975,Não,Masculino,52, médio cpt.,DEM,Sul,IBEMA
410980,Sim,Masculino,62, superior cpt.,PMDB,Sul,IBIPORA
410990,Sim,Masculino,56, superior cpt.,PSDB,Sul,ICARAIMA
411000,Não,Masculino,59, médio cpt.,DEM,Sul,IGUARACU
411005,Não,Masculino,40, superior cpt.,PT,Sul,IGUATU
411007,Não,Masculino,38, fundamental incpt.,PDT,Sul,IMBAU
411010,Não,Masculino,52, superior cpt.,PSD,Sul,IMBITUVA
411020,Não,Masculino,45, médio cpt.,PDT,Sul,INACIO MARTINS
411030,Sim,Masculino,56, fundamental cpt.,PP,Sul,INAJA
411040,Não,Masculino,43, médio cpt.,PSDB,Sul,INDIANOPOLIS
411050,Não,Masculino,27, superior cpt.,PR,Sul,IPIRANGA
411060,Não,Masculino,38, superior cpt.,PSDB,Sul,IPORA
411065,Não,Masculino,57, médio cpt.,PMDB,Sul,IRACEMA DO OESTE
411070,Não,Masculino,37,Pós-graduação,PT,Sul,IRATI
411080,Não,Feminino,52, superior cpt.,PDT,Sul,IRETAMA
411090,Sim,Masculino,45, médio cpt.,PMDB,Sul,ITAGUAJE
411095,Não,Masculino,50, superior incpt.,PR,Sul,ITAIPULANDIA
411100,Sim,Masculino,49, médio cpt.,PSD,Sul,ITAMBARACA
411110,Sim,Masculino,47, superior cpt.,PT,Sul,ITAMBE
411120,Não,Masculino,39, superior cpt.,PDT,Sul,ITAPEJARA D'OESTE
411125,Não,Masculino,36, médio cpt.,PDT,Sul,ITAPERUCU
411130,Não,Masculino,63, superior cpt.,PSD,Sul,ITAUNA DO SUL
411140,Não,Masculino,56, fundamental incpt.,PSC,Sul,IVAI
411150,Não,Masculino,51, superior cpt.,PMDB,Sul,IVAIPORA
411155,Sim,Masculino,59,Pós-graduação,PPS,Sul,IVATE
411160,Não,Masculino,38, superior cpt.,PSC,Sul,IVATUBA
411170,Não,Masculino,53, médio incpt.,PSDB,Sul,JABOTI
411180,Não,Masculino,59,Pós-graduação,DEM,Sul,JACAREZINHO
411190,Não,Masculino,66, superior cpt.,PSB,Sul,JAGUAPITA
411200,Sim,Masculino,72, superior cpt.,PT,Sul,JAGUARIAIVA
411210,Não,Masculino,60, médio cpt.,PTC,Sul,JANDAIA DO SUL
411220,Não,Masculino,61, fundamental incpt.,PMDB,Sul,JANIOPOLIS
411230,Não,Masculino,58, superior cpt.,PSDB,Sul,JAPIRA
411240,Não,Masculino,58, médio cpt.,PMDB,Sul,JAPURA
411250,Não,Feminino,62,Pós-graduação,PMDB,Sul,JARDIM ALEGRE
411260,Sim,Masculino,48, médio cpt.,PTB,Sul,JARDIM OLINDA
411270,Não,Masculino,52, médio incpt.,PDT,Sul,JATAIZINHO
411275,Não,Masculino,47, fundamental cpt.,DEM,Sul,JESUITAS
411280,Não,Masculino,48, médio cpt.,PSDB,Sul,JOAQUIM TAVORA
411290,Não,Masculino,34, médio cpt.,PMDB,Sul,JUNDIAI DO SUL
411295,Não,Masculino,50, superior cpt.,PTB,Sul,JURANDA
411300,Não,Masculino,43, superior cpt.,PSDB,Sul,JUSSARA
411310,Não,Masculino,50, superior cpt.,PDT,Sul,KALORE
411320,Não,Feminino,49,Pós-graduação,PT,Sul,LAPA
411325,Sim,Masculino,54, médio cpt.,PR,Sul,LARANJAL
411330,Não,Feminino,57, superior cpt.,PPS,Sul,LARANJEIRAS DO SUL
411340,Sim,Feminino,45,Pós-graduação,PDT,Sul,LEOPOLIS
411342,Sim,Masculino,43, médio cpt.,PP,Sul,LIDIANOPOLIS
411345,Sim,Masculino,40, superior cpt.,PMN,Sul,LINDOESTE
411350,Não,Masculino,77,Pós-graduação,PPS,Sul,LOANDA
411360,Sim,Masculino,34, superior cpt.,PR,Sul,LOBATO
411370,Não,Masculino,47, superior cpt.,PSD,Sul,LONDRINA
411373,Não,Masculino,42, superior cpt.,PDT,Sul,LUIZIANA
411375,Não,Masculino,44, superior cpt.,PSDB,Sul,LUNARDELLI
411380,Não,Masculino,65, superior cpt.,PSDB,Sul,LUPIONOPOLIS
411390,Não,Masculino,44, médio cpt.,PV,Sul,MALLET
411400,Não,Masculino,44, superior incpt.,PPS,Sul,MAMBORE
411410,Sim,Masculino,45, superior cpt.,PSD,Sul,MANDAGUACU
411420,Não,Masculino,51, superior incpt.,PT,Sul,MANDAGUARI
411430,Não,Masculino,67,Pós-graduação,PTB,Sul,MANDIRITUBA
411435,Não,Masculino,50, médio cpt.,PP,Sul,MANFRINOPOLIS
411440,Sim,Masculino,50, superior cpt.,PSDB,Sul,MANGUEIRINHA
411450,Não,Feminino,47, superior cpt.,PR,Sul,MANOEL RIBAS
411460,Sim,Masculino,54, superior cpt.,PMDB,Sul,MARECHAL CANDIDO RONDON
411470,Não,Masculino,63, superior cpt.,PSC,Sul,MARIA HELENA
411480,Sim,Masculino,58, superior cpt.,PSB,Sul,MARIALVA
411490,Sim,Masculino,47, superior cpt.,PV,Sul,MARILANDIA DO SUL
411500,Não,Masculino,65, superior cpt.,PSD,Sul,MARILENA
411510,Sim,Masculino,43, superior cpt.,PSDB,Sul,MARILUZ
411520,Não,Masculino,58, superior cpt.,PP,Sul,MARINGA
411530,Não,Masculino,51, médio cpt.,PSD,Sul,MARIOPOLIS
411535,Não,Masculino,34, superior cpt.,PPS,Sul,MARIPA
411540,Sim,Masculino,56, médio cpt.,PP,Sul,MARMELEIRO
411545,Não,Masculino,39, médio cpt.,PSDB,Sul,MARQUINHO
411550,Não,Masculino,34, superior incpt.,PSB,Sul,MARUMBI
411560,Não,Masculino,50, superior incpt.,PP,Sul,MATELANDIA
411570,Sim,Masculino,54, superior cpt.,PDT,Sul,MATINHOS
411573,Não,Masculino,39, superior cpt.,PP,Sul,MATO RICO
411575,Não,Masculino,45, superior cpt.,PSC,Sul,MAUA DA SERRA
411580,Não,Masculino,49, superior cpt.,PSDB,Sul,MEDIANEIRA
411585,Não,Feminino,40, superior cpt.,PMDB,Sul,MERCEDES
411590,Não,Masculino,50, médio cpt.,PP,Sul,MIRADOR
411600,Sim,Masculino,50, médio cpt.,PTB,Sul,MIRASELVA
411605,Sim,Masculino,54, médio cpt.,DEM,Sul,MISSAL
411610,Sim,Masculino,56, médio cpt.,PMDB,Sul,MOREIRA SALES
411620,Não,Masculino,67, superior cpt.,PSDB,Sul,MORRETES
411630,Não,Masculino,48, superior cpt.,PMDB,Sul,MUNHOZ DE MELO
411640,Não,Masculino,61, médio cpt.,DEM,Sul,NOSSA SENHORA DAS GRACAS
411650,Não,Masculino,71, médio cpt.,PT,Sul,NOVA ALIANCA DO IVAI
411660,Não,Masculino,37, superior incpt.,PSDB,Sul,NOVA AMERICA DA COLINA
411670,Não,Masculino,51,Pós-graduação,PSDB,Sul,NOVA AURORA
411680,Não,Masculino,43, superior cpt.,PDT,Sul,NOVA CANTU
411690,Não,Masculino,69, médio cpt.,PSD,Sul,NOVA ESPERANCA
411695,Não,Masculino,42, superior cpt.,PDT,Sul,NOVA ESPERANCA DO SUDOESTE
411700,Sim,Masculino,49, superior cpt.,PDT,Sul,NOVA FATIMA
411705,Não,Masculino,59, médio cpt.,PPS,Sul,NOVA LARANJEIRAS
411710,Sim,Masculino,46, médio cpt.,PSD,Sul,NOVA LONDRINA
411720,Não,Masculino,59, superior cpt.,PDT,Sul,NOVA OLIMPIA
411721,Sim,Masculino,48, superior cpt.,PSDB,Sul,NOVA SANTA BARBARA
411722,Não,Masculino,35, superior cpt.,PP,Sul,NOVA SANTA ROSA
411725,Não,Masculino,39, superior incpt.,PMDB,Sul,NOVA PRATA DO IGUACU
411727,Sim,Feminino,50,Pós-graduação,PRTB,Sul,NOVA TEBAS
411729,Não,Masculino,48, fundamental cpt.,PMDB,Sul,NOVO ITACOLOMI
411730,Não,Feminino,53, superior cpt.,PPS,Sul,ORTIGUEIRA
411740,Sim,Masculino,48, médio cpt.,PP,Sul,OURIZONA
411745,Não,Masculino,51, superior cpt.,DEM,Sul,OURO VERDE DO OESTE
411750,Sim,Masculino,52, superior cpt.,PT,Sul,PAICANDU
411760,Não,Masculino,74, superior cpt.,PMDB,Sul,PALMAS
411770,Não,Masculino,33, superior cpt.,PSC,Sul,PALMEIRA
411780,Não,Masculino,51, superior incpt.,PMDB,Sul,PALMITAL
411790,Não,Masculino,37, superior cpt.,PP,Sul,PALOTINA
411800,Sim,Masculino,52,Pós-graduação,PT,Sul,PARAISO DO NORTE
411810,Não,Feminino,68, superior cpt.,PSDB,Sul,PARANACITY
411820,Não,Masculino,71, médio cpt.,PMDB,Sul,PARANAGUA
411830,Não,Feminino,52, superior cpt.,PT,Sul,PARANAPOEMA
411840,Sim,Masculino,56, superior cpt.,PMDB,Sul,PARANAVAI
411845,Não,Masculino,63, médio incpt.,PP,Sul,PATO BRAGADO
411850,Não,Masculino,51, superior cpt.,PDT,Sul,PATO BRANCO
411860,Não,Masculino,50, superior incpt.,PPS,Sul,PAULA FREITAS
411870,Não,Masculino,46, médio cpt.,PMDB,Sul,PAULO FRONTIN
411880,Não,Masculino,49,Pós-graduação,PT,Sul,PEABIRU
411885,Não,Masculino,39, médio cpt.,PDT,Sul,PEROBAL
411890,Não,Masculino,33, superior cpt.,PSDB,Sul,PEROLA
411900,Não,Masculino,53, médio cpt.,PR,Sul,PEROLA D'OESTE
411910,Sim,Masculino,36, fundamental incpt.,PSD,Sul,PIEN
411915,Sim,Masculino,51, superior cpt.,PT,Sul,PINHAIS
411920,Sim,Masculino,43, fundamental cpt.,PSD,Sul,PINHALAO
411925,Não,Masculino,46, superior cpt.,PSDB,Sul,PINHAL DE SAO BENTO
411930,Não,Masculino,39, médio cpt.,PSD,Sul,PINHAO
411940,Não,Masculino,64, superior cpt.,PSD,Sul,PIRAI DO SUL
411950,Não,Masculino,49,Pós-graduação,PDT,Sul,PIRAQUARA
411960,Sim,Masculino,52, médio cpt.,PR,Sul,PITANGA
411965,Não,Masculino,55, superior cpt.,PSDB,Sul,PITANGUEIRAS
411970,Não,Feminino,49, superior cpt.,PSDB,Sul,PLANALTINA DO PARANA
411980,Sim,Masculino,52, médio cpt.,PDT,Sul,PLANALTO
411990,Não,Masculino,42, superior cpt.,PPS,Sul,PONTA GROSSA
411995,Não,Masculino,45, fundamental cpt.,PHS,Sul,PONTAL DO PARANA
412000,Sim,Masculino,56, superior cpt.,PSDB,Sul,PORECATU
412010,Não,Masculino,62, superior cpt.,PRP,Sul,PORTO AMAZONAS
412015,Não,Feminino,46, superior cpt.,PSDB,Sul,PORTO BARREIRO
412020,Não,Masculino,66, superior incpt.,PSDB,Sul,PORTO RICO
412030,Não,Feminino,47, superior cpt.,PSDB,Sul,PORTO VITORIA
412033,Não,Masculino,40, médio cpt.,PP,Sul,PRADO FERREIRA
412035,Sim,Masculino,36, superior cpt.,PT,Sul,PRANCHITA
412040,Não,Feminino,30, superior cpt.,DEM,Sul,PRESIDENTE CASTELO BRANCO
412050,Não,Masculino,38, superior cpt.,PSDB,Sul,PRIMEIRO DE MAIO
412060,Sim,Masculino,54, médio cpt.,PPS,Sul,PRUDENTOPOLIS
412065,Não,Masculino,58, médio cpt.,PMDB,Sul,QUARTO CENTENARIO
412070,Sim,Masculino,53, superior cpt.,PSDB,Sul,QUATIGUA
412080,Sim,Masculino,51, médio cpt.,PSD,Sul,QUATRO BARRAS
412085,Não,Masculino,32, superior cpt.,PT,Sul,QUATRO PONTES
412090,Sim,Masculino,48, superior cpt.,PP,Sul,QUEDAS DO IGUACU
412100,Não,Masculino,50, médio cpt.,PTB,Sul,QUERENCIA DO NORTE
412110,Não,Masculino,30, superior cpt.,PP,Sul,QUINTA DO SOL
412120,Não,Masculino,39, médio cpt.,PMDB,Sul,QUITANDINHA
412125,Não,Masculino,56, médio cpt.,PSDB,Sul,RAMILANDIA
412130,Não,Masculino,54, superior cpt.,PT,Sul,RANCHO ALEGRE
412135,Sim,Masculino,62, superior cpt.,DEM,Sul,RANCHO ALEGRE D'OESTE
412140,Não,Masculino,42, médio cpt.,PT,Sul,REALEZA
412150,Não,Masculino,33, superior cpt.,PMDB,Sul,REBOUCAS
412160,Não,Masculino,50,Pós-graduação,PT,Sul,RENASCENCA
412170,Não,Masculino,45, superior incpt.,PT,Sul,RESERVA
412175,Não,Masculino,34, superior incpt.,PSDB,Sul,RESERVA DO IGUACU
412180,Sim,Masculino,67, médio cpt.,PV,Sul,RIBEIRAO CLARO
412190,Sim,Masculino,60,Pós-graduação,PSD,Sul,RIBEIRAO DO PINHAL
412200,Não,Masculino,50, médio incpt.,PSC,Sul,RIO AZUL
412210,Não,Masculino,49, superior incpt.,PSDB,Sul,RIO BOM
412215,Não,Masculino,51, médio cpt.,PMDB,Sul,RIO BONITO DO IGUACU
412217,Não,Masculino,47, médio cpt.,PTB,Sul,RIO BRANCO DO IVAI
412220,Não,Masculino,Ignorada, superior cpt.,PSC,Sul,RIO BRANCO DO SUL
412230,Não,Masculino,53, superior cpt.,PSDB,Sul,RIO NEGRO
412240,Sim,Masculino,69, superior cpt.,PTB,Sul,ROLANDIA
412250,Não,Feminino,50, superior cpt.,PCB,Sul,RONCADOR
412260,Não,Masculino,48,Pós-graduação,PT,Sul,RONDON
412265,Não,Masculino,45, médio cpt.,PSDB,Sul,ROSARIO DO IVAI
412270,Não,Masculino,32, superior cpt.,PSD,Sul,SABAUDIA
412280,Sim,Masculino,41, médio cpt.,PMDB,Sul,SALGADO FILHO
412290,Sim,Masculino,50, médio cpt.,PDT,Sul,SALTO DO ITARARE
412300,Não,Masculino,35, superior cpt.,PPS,Sul,SALTO DO LONTRA
412310,Não,Masculino,55, superior cpt.,PV,Sul,SANTA AMELIA
412320,Não,Masculino,48, superior cpt.,PPS,Sul,SANTA CECILIA DO PAVAO
412330,Sim,Masculino,52, superior cpt.,PR,Sul,SANTA CRUZ DE MONTE CASTELO
412340,Não,Masculino,54, médio cpt.,PSDB,Sul,SANTA FE
412350,Não,Masculino,42, superior incpt.,PP,Sul,SANTA HELENA
412360,Não,Masculino,42, superior cpt.,PSD,Sul,SANTA INES
412370,Não,Masculino,48, superior cpt.,PMN,Sul,SANTA ISABEL DO IVAI
412380,Não,Masculino,32, superior cpt.,PSDB,Sul,SANTA IZABEL DO OESTE
412382,Não,Masculino,49, fundamental cpt.,PV,Sul,SANTA LUCIA
412385,Sim,Masculino,50, superior cpt.,PTB,Sul,SANTA MARIA DO OESTE
412390,Não,Masculino,52, superior cpt.,PMDB,Sul,SANTA MARIANA
412395,Não,Masculino,38, médio cpt.,PSDB,Sul,SANTA MONICA
412400,Sim,Masculino,46, médio cpt.,PT,Sul,SANTANA DO ITARARE
412402,Sim,Masculino,50, médio cpt.,PP,Sul,SANTA TEREZA DO OESTE
412405,Não,Masculino,45, superior cpt.,PSDB,Sul,SANTA TEREZINHA DE ITAIPU
412410,Não,Masculino,72, médio cpt.,DEM,Sul,SANTO ANTONIO DA PLATINA
412420,Sim,Masculino,50, superior cpt.,PPS,Sul,SANTO ANTONIO DO CAIUA
412430,Sim,Masculino,46, superior cpt.,PV,Sul,SANTO ANTONIO DO PARAISO
412440,Sim,Masculino,38, superior cpt.,PR,Sul,SANTO ANTONIO DO SUDOESTE
412450,Não,Masculino,64, médio cpt.,PSD,Sul,SANTO INACIO
412460,Não,Masculino,37, médio incpt.,PSD,Sul,SAO CARLOS DO IVAI
412470,Não,Masculino,52, superior incpt.,PSDB,Sul,SAO JERONIMO DA SERRA
412480,Não,Masculino,49, superior cpt.,PSDB,Sul,SAO JOAO
412490,Não,Masculino,60, superior cpt.,PSDB,Sul,SAO JOAO DO CAIUA
412500,Não,Masculino,32,Pós-graduação,PPS,Sul,SAO JOAO DO IVAI
412510,Não,Masculino,47, médio incpt.,PSC,Sul,SAO JOAO DO TRIUNFO
412520,Não,Masculino,42, médio cpt.,PV,Sul,SAO JORGE D'OESTE
412530,Não,Masculino,31,Pós-graduação,PP,Sul,SAO JORGE DO IVAI
412535,Não,Masculino,46, superior cpt.,PSDB,Sul,SAO JORGE DO PATROCINIO
412540,Não,Masculino,49, médio cpt.,PSDB,Sul,SAO JOSE DA BOA VISTA
412545,Sim,Masculino,45, fundamental incpt.,DEM,Sul,SAO JOSE DAS PALMEIRAS
412550,Não,Masculino,69, superior cpt.,DEM,Sul,SAO JOSE DOS PINHAIS
412555,Sim,Masculino,54, médio incpt.,PR,Sul,SAO MANOEL DO PARANA
412560,Não,Masculino,39, superior cpt.,PT,Sul,SAO MATEUS DO SUL
412570,Não,Masculino,44, médio cpt.,PR,Sul,SAO MIGUEL DO IGUACU
412575,Sim,Masculino,59,Pós-graduação,PMDB,Sul,SAO PEDRO DO IGUACU
412580,Sim,Feminino,48,Pós-graduação,DEM,Sul,SAO PEDRO DO IVAI
412590,Não,Masculino,46, superior cpt.,PSDB,Sul,SAO PEDRO DO PARANA
412600,Sim,Masculino,53, médio incpt.,PR,Sul,SAO SEBASTIAO DA AMOREIRA
412610,Não,Masculino,57, superior cpt.,PMDB,Sul,SAO TOME
412620,Não,Masculino,44,Pós-graduação,PT,Sul,SAPOPEMA
412625,Não,Masculino,42, médio cpt.,PPS,Sul,SARANDI
412627,Não,Masculino,39,Pós-graduação,PV,Sul,SAUDADE DO IGUACU
412630,Não,Feminino,49, superior cpt.,PSDB,Sul,SENGES
412635,Não,Masculino,52, médio cpt.,PMDB,Sul,SERRANOPOLIS DO IGUACU
412640,Não,Feminino,66, superior cpt.,PMDB,Sul,SERTANEJA
412650,Não,Masculino,67, fundamental incpt.,PT,Sul,SERTANOPOLIS
412660,Não,Masculino,40,Pós-graduação,PSB,Sul,SIQUEIRA CAMPOS
412665,Não,Masculino,44, fundamental incpt.,PSDB,Sul,SULINA
412667,Não,Masculino,43, médio cpt.,PMDB,Sul,TAMARANA
412670,Não,Masculino,37, médio cpt.,PR,Sul,TAMBOARA
412680,Não,Masculino,75, médio cpt.,PPS,Sul,TAPEJARA
412690,Não,Masculino,51, médio cpt.,PSB,Sul,TAPIRA
412700,Sim,Masculino,54, fundamental incpt.,PSD,Sul,TEIXEIRA SOARES
412710,Não,Masculino,56, fundamental cpt.,PPS,Sul,TELEMACO BORBA
412720,Não,Masculino,47, superior cpt.,PDT,Sul,TERRA BOA
412730,Sim,Masculino,55, médio cpt.,PSL,Sul,TERRA RICA
412740,Não,Masculino,51,Pós-graduação,PP,Sul,TERRA ROXA
412750,Não,Feminino,47,Pós-graduação,PTB,Sul,TIBAGI
412760,Sim,Masculino,54, fundamental incpt.,PP,Sul,TIJUCAS DO SUL
412770,Não,Masculino,48, superior incpt.,PMDB,Sul,TOLEDO
412780,Sim,Masculino,35, superior incpt.,PSD,Sul,TOMAZINA
