cod,cod2,nome,UF,plan,legis,saude,meioamb,polgen,pop,ida,sexo,idade,escolaridade,partido,regiao,ESPVIDA1991,MORT1991,ESPVIDA2000,MORT12000,ESPVIDA2010,MORT12010,IDH1991,IDH2000,IDH2010,GINI1991,GINI2000,GINI2010,Renda1991,Renda2000,Renda2010
709,220192,BONFIM DO PIAUI,GO,-2,-4,5,-7,-27,5512,-35,Masculino,55,Pós-graduação,PTB,Nordeste,73.1,30.22,71.62,23.4,74,14.6,506,645,743,0.48,0.56,0.45,83.3,165.8,233.05
710,520355,BONFINOPOLIS,MG,-2,0,7,10,-12,8319,3,Masculino,56,médio cpt.,PSDB,Centro-Oeste,64.74,32.79,72.24,22.29,72.73,19.1,505,645,743,0.48,0.51,0.44,221.85,394.13,520.02
711,310820,BONFINOPOLIS DE MINAS,BA,0,-5,7,-7,-27,5904,-32,Masculino,43,superior cpt.,PT,Sudeste,64.22,51.73,67.51,34.11,72.35,20.8,505,645,743,0.61,0.6,0.47,276.72,311.58,472.15
712,290400,BONINAL,PA,-2,-5,7,4,-5,14742,-1,Masculino,27,superior cpt.,PP,Nordeste,58.34,74.5,64.87,45.39,71.22,23.3,505,645,743,0.47,0.58,0.53,108.12,157.73,267.7
713,150160,BONITO,PE,-2,-3,7,1,-8,14689,-5,Masculino,44,médio cpt.,PR,Norte,60.94,87.27,62.45,70.39,70.26,26.1,505,644,743,0.47,0.49,0.5,124.92,160.09,218.05
714,260230,BONITO,BA,12,4,1,0,-10,38287,7,Masculino,66,superior cpt.,PSB,Nordeste,65.38,93.24,58.13,69.84,66.12,40.8,505,644,743,0.52,0.63,0.55,138.42,215.48,258.52
715,290405,BONITO,MS,-2,-7,5,3,-6,16132,-7,Masculino,51,superior cpt.,PSD,Nordeste,68.32,32.89,72.26,19.57,74.86,18,505,645,743,0.44,0.41,0.5,128.91,149.09,249
716,500220,BONITO,MG,-1,8,-1,3,0,20597,9,Masculino,50,superior cpt.,PT do B,Centro-Oeste,70.02,55.08,65.35,44.61,71.57,21.2,505,645,743,0.58,0.6,0.54,313.36,463.41,679.03
717,310825,BONITO DE MINAS,PB,-1,-7,5,-5,-12,10395,-20,Masculino,32,superior cpt.,PPS,Sudeste,58.56,84.07,64.44,44.27,72.18,21.2,505,645,743,0.48,0.7,0.57,73.74,85.69,195.65
718,250240,BONITO DE SANTA FE,GO,12,-9,3,-4,-8,11409,-6,Feminino,53,superior cpt.,PMDB,Nordeste,68.94,37.57,67.01,34.3,73.75,14.9,505,645,743,0.62,0.55,0.52,91.03,169.54,267.09
719,520357,BONOPOLIS,PB,-2,-5,3,-2,-8,3838,-14,Feminino,28,superior cpt.,PSDB,Centro-Oeste,61.44,81.15,63.51,47.59,70.79,25,505,644,742,0.56,0.54,0.41,196.68,259.39,403.94
720,250250,BOQUEIRAO,RS,10,-7,5,-7,5,17434,6,Masculino,31,superior incpt.,PSD,Nordeste,69.85,23.63,73.61,16.1,75.59,12,505,644,742,0.52,0.48,0.46,149.93,177.72,319.11
721,430245,BOQUEIRAO DO LEAO,PI,-2,-3,7,4,-5,7910,1,Masculino,42,Pós-graduação,PDT,Sul,63.17,59.03,64.33,44.64,68.71,32,505,644,742,0.47,0.47,0.47,350.97,377.86,726.61
722,220194,BOQUEIRAO DO PIAUI,SE,2,-7,7,-10,-6,6335,-14,Masculino,42,fundamental incpt.,PT,Nordeste,63.04,72.09,63.65,47.08,71.27,23.8,505,644,742,0.47,0.51,0.5,89.73,93.27,253.4
723,280067,BOQUIM,BA,6,6,9,8,-15,26529,14,Masculino,40,superior cpt.,PSD,Nordeste,67.41,56.78,66.54,37.18,71.91,21.9,505,644,742,0.54,0.56,0.5,213.63,187.71,296.54
724,290410,BOQUIRA,SP,-1,-6,1,1,-6,22389,-11,Masculino,59,superior cpt.,PMDB,Nordeste,68.15,21.5,72.64,18.5,76.77,12.2,505,644,742,0.61,0.62,0.53,99.29,160.09,266.71
725,350720,BORA,SP,-2,-9,1,0,-8,834,-18,Masculino,42,médio cpt.,PT,Sudeste,60.56,25.31,74.43,15.5,76.93,11.9,512,651,746,0.55,0.52,0.47,336.57,329.27,575.77
726,350730,BORACEIA,AM,-2,-5,7,-2,-6,4540,-8,Masculino,45,Pós-graduação,PSD,Sudeste,59.56,65.43,64.21,50.4,71.53,21.3,524,662,754,0.44,0.53,0.41,272.92,484.72,676.33
727,130080,BORBA,PB,14,-2,7,-2,-10,38073,7,Masculino,56,Pós-graduação,PSD,Norte,58.56,89.15,63.56,47.4,69.99,27.4,505,644,742,0.64,0.64,0.64,169.55,191.74,219.83
728,250270,BORBOREMA,SP,-2,-1,7,-7,-6,5297,-9,Feminino,33,médio cpt.,PSL,Nordeste,63.17,33.46,72.02,19.6,74.83,15,504,644,742,0.54,0.6,0.5,119.97,166.66,236.01
729,350740,BORBOREMA,MG,-1,0,7,1,-6,15335,1,Masculino,47,médio incpt.,PSDB,Sudeste,66.33,25.19,71.55,24.17,76.92,12.5,504,644,742,0.61,0.5,0.42,536.25,527.24,664.64
730,310830,BORDA DA MATA,SP,-2,12,-1,-4,-6,18271,-1,Masculino,45,superior cpt.,PT,Sudeste,63.17,28.2,70.61,22.3,75.73,13.6,507,646,744,0.53,0.49,0.41,546.42,581.26,688.02
731,350745,BOREBI,PR,10,-7,7,0,-6,2458,4,Masculino,60,fundamental incpt.,PSC,Sudeste,63.05,34.24,71.12,16.38,75.29,12.3,504,644,742,0.35,0.4,0.39,369.47,367.97,529.08
732,410330,BORRAZOPOLIS,RS,-2,8,1,-6,-6,7724,-5,Masculino,50,superior cpt.,PSB,Sul,72.58,24.83,71.59,19.6,74.24,13.8,504,644,742,0.52,0.47,0.43,275.83,311.33,604.08
733,430250,BOSSOROCA,MG,-2,-1,7,3,-8,6953,-1,Masculino,69,fundamental incpt.,PP,Sul,67.56,26.29,74.41,16.82,77.07,12.3,504,644,742,0.61,0.6,0.49,244.53,319.19,502.18
734,310840,BOTELHOS,SP,10,6,9,-4,-6,15326,15,Masculino,50,Pós-graduação,PMN,Sudeste,63.4,25.88,72.79,18.2,77.13,10.8,504,644,742,0.59,0.59,0.47,352.28,681.55,630.12
735,350750,BOTUCATU,MG,14,8,9,3,-14,136269,20,Masculino,39,Pós-graduação,PSDB,Sudeste,69.62,41.4,68.92,32.04,71.94,20.5,0.6,725,0.8,0.51,0.59,0.48,156.31,222.12,297.02
736,310850,BOTUMIRIM,BA,-1,-3,1,2,-6,6612,-7,Masculino,53,médio cpt.,PMDB,Sudeste,66.05,63.78,66.53,37.21,70.24,26.7,504,644,742,0.51,0.6,0.46,156.35,136.11,230.25
737,290420,BOTUPORA,SC,-1,2,7,3,-6,11162,5,Masculino,52,superior cpt.,PMDB,Nordeste,67.07,24.36,74.08,19.1,75.87,12.4,504,643,742,0.61,0.68,0.52,72.76,96.93,235.16
738,420270,BOTUVERA,RS,1,4,5,-6,-8,4785,-4,Masculino,50,médio cpt.,PMDB,Sul,73.15,23.2,73.66,16,76.18,12,504,643,742,0.49,0.4,0.28,393.56,564.51,805.77
739,430258,BOZANO,SC,-2,-7,5,3,-8,2248,-9,Masculino,38,superior cpt.,PP,Sul,64.19,19.88,73.97,19.3,77.83,9.9,509,649,745,0.51,0.58,0.5,208.19,339.43,500.13
740,420280,BRACO DO NORTE,SC,-2,10,7,3,-6,30868,12,Masculino,59,superior cpt.,PMDB,Sul,69.71,22.96,74.62,18,77.99,9.7,563,697,778,0.51,0.61,0.45,258.96,586.44,505.1
741,420285,BRACO DO TROMBUDO,RS,-2,6,1,-2,-6,3599,-3,Masculino,36,superior cpt.,PT,Sul,65.34,34.02,69.79,23.1,74.81,13,564,699,0.78,0.62,0.71,0.55,85.88,169.23,240.97
742,430260,BRAGA,PA,1,6,5,1,-6,3735,7,Masculino,47,Pós-graduação,PMDB,Sul,59.11,70.65,64.72,45.94,70.27,26.1,503,643,741,0.62,0.52,0.47,142.59,246.58,475.39
743,150170,BRAGANCA,SP,14,10,7,3,5,118678,39,Masculino,38,superior incpt.,PT,Norte,58.3,24.25,72.76,18.3,76.67,10.62,504,643,742,0.5,0.56,0.58,142.76,206,311.97
744,350760,BRAGANCA PAULISTA,PR,10,10,3,5,-1,156995,27,Masculino,48,superior cpt.,PT,Sudeste,61.19,36.15,67.44,24.55,72.83,15.8,0.56,693,776,0.47,0.71,0.46,347.05,889.51,781.26
745,410335,BRAGANEY,AL,10,8,1,2,-6,5799,15,Masculino,43,médio cpt.,PMDB,Sul,57.56,90.38,59.42,67.07,66.96,40.2,504,643,741,0.57,0.52,0.5,201.23,235.4,580.75
746,270110,BRANQUINHA,MG,12,-1,3,3,-15,10823,2,Feminino,45,superior cpt.,PMDB,Nordeste,67.73,32.72,70.08,28.43,73.03,18.5,503,643,741,0.39,0.54,0.42,79.46,121.11,221.93
747,310870,BRAS PIRES,PA,-2,-7,1,5,-19,4664,-22,Masculino,32,Pós-graduação,PTB,Sudeste,61.98,57.42,67.43,36.05,73.55,17.4,502,642,741,0.53,0.54,0.44,112.35,176.42,299.02
748,150172,BRASIL NOVO,MS,-2,11,1,6,-10,15300,6,Feminino,39,médio cpt.,PSB,Norte,73.89,39.75,69.22,27.76,75.24,17.4,502,642,741,0.48,0.55,0.67,170.3,289.98,408.55
749,500230,BRASILANDIA,MG,-2,-5,7,-2,0,11943,-2,Masculino,43,Pós-graduação,PT,Centro-Oeste,67.83,36.73,70.66,26.71,75.87,14,503,643,741,0.53,0.6,0.52,302.52,552.41,709.29
750,310855,BRASILANDIA DE MINAS,PR,4,-3,7,-5,-21,15310,-18,Masculino,46,superior incpt.,PSD,Sudeste,60.5,39.85,68.05,23.05,73.8,14.4,503,643,741,0.5,0.63,0.44,211.81,380.15,444.35
751,410337,BRASILANDIA DO SUL,TO,-2,10,7,-1,-6,3136,8,Masculino,35,superior cpt.,PSDB,Sul,62.2,54.24,66.83,37.41,74.84,14.3,503,643,741,0.43,0.6,0.45,187.88,356.01,550.58
752,170360,BRASILANDIA DO TOCANTINS,AC,6,-4,5,0,-13,2154,-6,Masculino,53,superior cpt.,PSD,Norte,62.33,45.75,66.57,30.71,71.22,24.2,503,643,741,0.49,0.54,0.53,170.04,228.01,428.48
753,120010,BRASILEIA,PI,0,2,5,4,-10,22899,1,Masculino,48,médio cpt.,PMDB,Norte,61.95,63.41,64.26,44.89,70.1,27.5,502,643,741,0.56,0.6,0.58,176.76,277.15,376.07
754,220196,BRASILEIRA,DF,-1,-3,-1,-2,-2,8116,-9,Feminino,40,médio cpt.,PSD,Nordeste,64.23,27.35,73.86,20.71,77.35,14.01,502,642,741,0.53,0.52,0.48,82.19,123.18,281.71
755,530010,BRASILIA,MG,12,10,5,7,31,2789761,65,Masculino,54,Pós-graduação,PT,Centro-Oeste,65.68,41.32,68.8,32.42,73.78,17.3,639,751,824,0.53,0.43,0.44,237.64,286.5,535.86
756,310860,BRASILIA DE MINAS,MT,-1,6,3,6,-4,32378,10,Masculino,51,Pós-graduação,PT,Sudeste,72.41,23.17,71.7,20.94,76,13.9,502,642,741,0.57,0.62,0.54,140.89,227.5,360.93
757,510190,BRASNORTE,MG,-2,5,1,-3,-23,16895,-22,Masculino,48,médio cpt.,PT,Centro-Oeste,67.41,37.42,69.57,29.98,75.45,14.6,502,642,741,0.52,0.59,0.53,399.43,528.19,602.75
758,310890,BRASOPOLIS,SP,12,-3,7,-6,-9,14982,1,Masculino,48,superior cpt.,PT,Sudeste,63.52,27.47,72.34,19,74.77,15.1,502,642,741,0.56,0.62,0.54,226.63,461.47,613.88
759,350770,BRAUNA,MG,1,-5,9,2,-6,5345,1,Masculino,57,superior cpt.,PMDB,Sudeste,66.33,41.16,67.89,35.43,73.1,18.4,535,669,0.76,0.49,0.49,0.45,350.88,546.93,697.3
760,310880,BRAUNAS,GO,1,-5,3,0,-8,5091,-9,Masculino,47,superior cpt.,PSDB,Sudeste,72.36,30.18,68.87,29.6,74.57,13.8,502,642,741,0.56,0.6,0.55,156.09,190.87,416.84
761,520360,BRAZABRANTES,PE,-2,-6,3,-5,-8,3444,-18,Masculino,43,superior cpt.,PMDB,Centro-Oeste,65.48,101.95,61.06,77.67,68.51,31.6,502,642,741,0.52,0.43,0.4,204.71,298.58,541.9
762,260240,BREJAO,ES,-2,5,3,-7,3,9006,2,Masculino,65,fundamental cpt.,PTB,Nordeste,69.83,38.17,69.05,26.15,74.65,14.6,502,642,741,0.49,0.47,0.49,93.97,126.55,230.85
763,320115,BREJETUBA,RN,1,8,1,1,-6,12669,5,Masculino,59,médio cpt.,PV,Sudeste,56.56,68.82,65.77,47.12,68.29,32.1,502,642,741,0.59,0.61,0.48,236.69,389.27,402.56
764,240180,BREJINHO,PE,-2,-7,-1,0,-6,12286,-16,Feminino,53,Pós-graduação,PR,Nordeste,56.14,89.63,61.78,73.83,65.84,41.3,502,642,0.74,0.47,0.56,0.49,114.68,189.12,304.8
765,260250,BREJINHO,TO,-1,-7,7,-5,-2,7464,-8,Masculino,52,médio cpt.,PSB,Nordeste,58.94,68.28,66.95,37.05,74.2,15.7,502,642,0.74,0.68,0.6,0.49,72.09,115.88,266.21
766,170370,BREJINHO DE NAZARE,MA,10,-5,3,4,-5,5400,7,Masculino,56,fundamental cpt.,PSOL,Norte,58.13,79.89,62.31,52.12,70.45,27.9,502,642,0.74,0.56,0.64,0.55,147.55,235.47,414.87
767,210210,BREJO,SP,-2,2,7,-5,-8,34754,-6,Masculino,58,superior cpt.,PV,Nordeste,63.39,33.29,70.33,22.9,74.54,15.4,501,641,0.74,0.54,0.71,0.64,100.25,100.14,200.25
768,350775,BREJO ALEGRE,PE,-2,-2,5,-4,-6,2723,-9,Masculino,38,médio cpt.,PV,Sudeste,62.43,81.2,62.45,70.35,69.06,29.8,501,642,0.74,0.36,0.44,0.39,283.71,356.64,631.02
769,260260,BREJO DA MADRE DE DEUS,MA,-2,2,7,6,-6,47972,7,Masculino,44,médio incpt.,Outro,Nordeste,53.78,105.96,58.02,70.34,65.64,45.3,501,642,0.74,0.49,0.51,0.47,160.64,202.67,296.7
770,210215,BREJO DE AREIA,PB,0,0,0,0,0,4591,0,Recusa,Recusa,Recusa,Recusa,Nordeste,65.69,58.16,67.15,35.24,72.85,19.4,501,642,0.74,0.51,0.49,0.48,111.01,89.12,187.95
771,250280,BREJO DO CRUZ,PI,-1,-9,7,1,-6,13676,-8,Feminino,36,médio cpt.,PR,Nordeste,61.91,96.35,61.59,54.95,68.49,32.8,501,642,0.74,0.44,0.53,0.47,116.36,208.23,287.2
772,220198,BREJO DO PIAUI,PB,-2,-7,1,-6,-8,3749,-22,Feminino,30,superior cpt.,PTB,Nordeste,62.44,93.13,63.33,48.28,71.58,22.8,501,642,0.74,0.46,0.43,0.52,45.06,111.56,218.15
773,250290,BREJO DOS SANTOS,SE,-2,-3,3,-6,-6,6364,-14,Masculino,55,superior cpt.,PT do B,Nordeste,64.64,86.81,60.46,59.59,67.03,37.6,501,642,0.74,0.52,0.54,0.46,85.43,183.07,267.6
774,280070,BREJO GRANDE,PA,-2,-3,5,-5,-8,8110,-13,Feminino,30,superior cpt.,PTC,Nordeste,61.8,58.18,67.97,34.23,69.57,28.2,501,642,0.74,0.42,0.52,0.51,105.92,118.53,197.69
775,150175,BREJO GRANDE DO ARAGUAIA,CE,8,-7,1,-7,-8,7285,-13,Masculino,28,superior cpt.,DEM,Norte,61.28,60.05,69.09,36.25,71.06,23.4,501,642,0.74,0.54,0.55,0.57,96.12,222.21,310.08
776,230250,BREJO SANTO,BA,-2,0,9,5,34,47218,46,Masculino,28,superior cpt.,PSB,Nordeste,66.68,54.96,65.76,39.74,71.49,23.1,501,641,0.74,0.66,0.61,0.52,177.12,226.92,325.64
777,290430,BREJOES,BA,-2,-7,7,-6,-6,14866,-14,Masculino,40,médio cpt.,PT,Nordeste,66.68,54.96,66.81,36.3,69.73,28.2,501,642,0.74,0.48,0.46,0.5,119.96,203.07,261.14
778,290440,BREJOLANDIA,PA,-2,-5,7,-2,-8,10545,-10,Masculino,39,médio cpt.,PR,Nordeste,61.22,60.78,66.06,40.9,71.87,21.6,501,642,0.74,0.44,0.57,0.56,99.56,126.81,221.22
779,150178,BREU BRANCO,PA,-2,2,7,0,-14,58033,-7,Masculino,39,superior cpt.,PSDB,Norte,62.38,55.69,67.34,36.34,71.65,22.2,501,641,0.74,0.54,0.61,0.53,195.08,259.8,252.31
780,150180,BREVES,GO,10,4,3,4,-8,96444,13,Masculino,49,médio cpt.,PMDB,Norte,70.6,28.21,71.51,23.6,73.11,17.8,0.5,641,0.74,0.53,0.58,0.58,146.19,170.14,209.14
781,520380,BRITANIA,RS,-2,-3,5,2,-6,5724,-4,Masculino,48,Pós-graduação,PP,Centro-Oeste,72.58,17.87,73.52,16.2,76.06,11.4,0.5,641,0.74,0.5,0.48,0.55,226.23,343.94,594.38
782,430265,BROCHIER,SP,4,-3,9,2,-23,4902,-11,Masculino,44,médio cpt.,PMDB,Sul,61.96,23.17,74.06,16.1,76.81,12.1,0.5,641,0.74,0.42,0.4,0.36,296.93,481.02,720.21
783,350780,BRODOWSKI,SP,1,3,5,2,-6,22797,5,Masculino,50,superior cpt.,PT,Sudeste,62.16,29.25,70.67,22.2,73.9,16.5,546,678,767,0.56,0.55,0.47,301.67,488.92,611.22
784,350790,BROTAS,BA,8,4,9,-1,-9,22959,11,Masculino,58,superior cpt.,PSL,Sudeste,64.71,70.75,63.94,46.02,70.24,26.7,528,664,757,0.43,0.52,0.42,149.75,274.88,384.1
785,290450,BROTAS DE MACAUBAS,MG,10,-3,3,4,-6,11301,8,Feminino,40,médio cpt.,PP,Nordeste,64.91,31.24,71.23,25.07,76.39,13.3,0.5,641,0.74,0.59,0.69,0.56,96.93,124.8,247.49
786,310900,BRUMADINHO,BA,-2,12,1,9,-24,36748,-4,Masculino,69,médio incpt.,PSDB,Sudeste,68.6,66.45,67.12,35.33,73.41,18.1,513,653,747,0.49,0.64,0.55,43.96,133.24,211.04
787,290460,BRUMADO,SC,-2,-2,7,-8,1,68776,-4,Masculino,59,médio cpt.,PSL,Nordeste,69.1,29.32,71.65,24.2,74.12,14.8,0.5,641,0.74,0.71,0.57,0.52,277.65,269.09,403.22
788,420287,BRUNOPOLIS,SC,-2,4,1,5,-16,2741,-8,Masculino,44,médio cpt.,PSD,Sul,65.94,23.57,76.21,13.31,78.64,8.55,0.5,641,0.74,0.44,0.54,0.47,148.69,284.54,446.48
789,420290,BRUSQUE,MG,14,6,9,8,-9,116634,28,Masculino,48,Pós-graduação,PT,Sul,64.4,30.97,73.83,18.21,75.9,14,594,0.72,797,0.46,0.57,0.5,292.22,513.9,642.97
790,310910,BUENO BRANDAO,MG,-2,2,3,-3,-6,11211,-6,Masculino,48,superior cpt.,PP,Sudeste,64.71,51.76,66.32,40.98,72.74,19,499,641,0.74,0.47,0.54,0.44,293.57,473.49,491.08
791,310920,BUENOPOLIS,PE,-2,5,3,-1,-31,10583,-26,Masculino,68,médio cpt.,PP,Sudeste,66.45,79.17,66.2,52.58,71.66,22.2,499,641,0.74,0.56,0.64,0.49,164.89,308.4,456.55
792,260270,BUENOS AIRES,BA,-2,-9,7,-5,-6,12934,-15,Masculino,73,superior cpt.,PSDB,Nordeste,62.64,76.64,62.83,50.13,71.33,23.5,499,641,0.74,0.44,0.46,0.45,100.33,147.21,254.03
793,290470,BUERAREMA,MG,0,-3,7,3,-4,19311,3,Masculino,52,médio cpt.,PTB,Nordeste,66.31,34.02,68.41,33.68,73.01,18.6,499,641,0.74,0.6,0.52,0.53,129.31,175.14,343.23
794,310925,BUGRE,PE,-2,-9,1,-2,-8,4122,-20,Masculino,49,fundamental cpt.,PMDB,Sudeste,65.24,66.11,66.49,51.32,69.75,27.7,499,641,0.74,0.43,0.59,0.44,115.55,181.64,338.39
795,260280,BUIQUE,AC,10,10,9,5,-25,55268,9,Masculino,30,superior incpt.,PSD,Nordeste,65.62,36.18,67.39,28.33,71.32,23.9,499,641,739,0.55,0.61,0.57,103.34,119.37,176.76
796,120013,BUJARI,PA,10,-5,7,-9,-21,9003,-18,Masculino,53,superior cpt.,PT,Norte,64.41,47.44,67.7,35.11,71.76,21.9,499,641,739,0.51,0.64,0.58,194.84,238.86,340.95
797,150190,BUJARU,SP,2,0,7,5,-8,27000,6,Masculino,54,fundamental incpt.,PT,Norte,60.56,42.52,67.35,29.4,72.94,18.1,499,0.64,739,0.53,0.52,0.52,154.48,140.75,174.18
798,350800,BURI,SP,-2,-3,7,7,-8,19395,1,Masculino,56,superior cpt.,PDT,Sudeste,57.04,26.46,69.95,23.6,75.31,14.3,499,0.64,739,0.54,0.51,0.5,277.3,347.33,435.15
799,350810,BURITAMA,MA,-2,2,7,3,-6,16312,4,Masculino,73,superior incpt.,PPS,Sudeste,56.51,89.09,60.25,60.48,67.82,36.8,0.54,673,763,0.57,0.58,0.53,295.34,300.12,398.5
800,210220,BURITI,GO,1,-6,3,5,-6,27697,-3,Masculino,25,médio cpt.,PRP,Nordeste,72.36,31.97,71.12,24.4,74.87,13.3,498,0.64,739,0.4,0.54,0.63,100.92,107.6,157.21
801,520390,BURITI ALEGRE,MA,1,3,7,0,-4,9395,7,Masculino,56,Pós-graduação,DEM,Centro-Oeste,59.61,72.03,62.85,50.07,70.1,29,499,0.64,739,0.56,0.52,0.43,393.38,433.7,625.26
802,210230,BURITI BRAVO,GO,-2,-1,7,-8,-17,23238,-21,Masculino,Ignorada,superior cpt.,PTB,Nordeste,72.58,34.44,68.01,31.7,73.34,15.6,499,0.64,739,0.56,0.56,0.55,115.63,123.43,229.21
803,520393,BURITI DE GOIAS,TO,-2,-7,3,-2,-8,2606,-16,Masculino,35,médio incpt.,PMDB,Centro-Oeste,54.14,92.66,60.52,61.26,67.76,33.8,498,0.64,739,0.41,0.39,0.49,164.77,248.59,650.67
804,170380,BURITI DO TOCANTINS,PI,12,-9,7,5,-21,10522,-6,Feminino,38,Pós-graduação,PSB,Norte,61.44,100.13,61.26,56.28,69.09,30.7,498,0.64,739,0.55,0.62,0.56,99.71,145.99,287.05
805,220200,BURITI DOS LOPES,PI,-2,-9,5,9,-2,19352,1,Masculino,53,Pós-graduação,PR,Nordeste,60.44,74.87,63.9,46.16,71.78,22.7,498,0.64,739,0.45,0.57,0.54,94.93,143.81,236.13
806,220202,BURITI DOS MONTES,MA,1,-7,3,0,-8,8138,-11,Masculino,56,médio cpt.,PSD,Nordeste,58.96,75.44,61.35,55.92,67.46,38.1,498,0.64,739,0.49,0.56,0.57,58.97,125.97,212.72
807,210232,BURITICUPU,GO,-2,6,5,-5,-4,68626,0,Masculino,45,médio cpt.,PMDB,Nordeste,67.8,29.02,69.98,27,73.76,14.9,499,0.64,739,0.55,0.62,0.6,125.48,194.87,220.64
808,520396,BURITINOPOLIS,BA,-2,-3,3,-4,-19,3398,-25,Feminino,45,fundamental cpt.,PSD,Centro-Oeste,67.1,67.49,64.03,45.71,70.63,25.5,498,0.64,739,0.54,0.62,0.77,100.65,116.72,735.72
809,290475,BURITIRAMA,MA,1,-3,7,4,-26,21115,-17,Masculino,62,superior cpt.,PP,Nordeste,53.34,108.88,61.19,56.56,68.5,34.4,498,0.64,739,0.49,0.72,0.57,70.26,82.03,184.53
810,210235,BURITIRANA,RO,12,-3,-1,-8,-8,15008,-8,Masculino,44,médio cpt.,PR,Nordeste,63.27,41.14,65.3,32.95,70.08,25.7,498,0.64,739,0.44,0.51,0.5,87.91,99.74,230.11
811,110045,BURITIS,MG,0,6,7,7,-26,36555,-6,Masculino,48,médio cpt.,PMDB,Norte,67.41,38.76,68.37,33.81,73.88,17.1,498,0.64,739,0.39,0.65,0.5,152.66,485.88,458.05
812,310930,BURITIS,SP,-2,4,3,3,-11,23979,-3,Masculino,54,superior incpt.,PSDB,Sudeste,58.78,27.85,71.29,21,74.79,15.1,498,0.64,739,0.54,0.7,0.57,175.78,488.75,505.59
813,350820,BURITIZAL,MG,10,8,9,0,-23,4279,4,Masculino,45,superior cpt.,PP,Sudeste,67.41,53.92,66.71,39.57,71.06,22.2,522,0.66,753,0.41,0.44,0.4,279.16,546.17,947.28
814,310940,BURITIZEIRO,RS,-2,0,3,3,-13,27974,-9,Masculino,49,superior cpt.,PTC,Sudeste,68.91,25.51,70.2,22.3,75.85,11.6,498,0.64,739,0.55,0.52,0.41,157.07,208.76,340.72
815,430270,BUTIA,AM,-2,2,1,-2,2,21131,1,Masculino,64,superior incpt.,PT,Sul,62.31,53.88,64.91,47.6,71.49,21.4,498,639,739,0.47,0.48,0.47,287.91,432.61,590.45
816,130083,CAAPIRANGA,PB,-2,-5,-1,1,-6,12004,-13,Masculino,46,fundamental cpt.,PSD,Norte,66.27,91.78,62.49,51.45,70.41,26.2,498,639,739,0.51,0.53,0.58,160.79,150.83,235.49
817,250300,CAAPORA,MS,8,-7,7,4,-6,21212,6,Masculino,63,superior cpt.,PMDB,Nordeste,67.56,40.94,68.64,29.51,74.65,18.4,498,639,739,0.44,0.51,0.47,106.68,173.23,268.46
818,500240,CAARAPO,BA,-2,2,3,0,-12,27554,-9,Masculino,50,fundamental cpt.,PR,Centro-Oeste,67.41,64.14,63.89,46.22,70.09,27.1,498,639,739,0.64,0.58,0.5,317.58,341.75,537.01
819,290480,CAATIBA,PB,2,-7,1,4,-6,10828,-6,Masculino,41,superior cpt.,PT do B,Nordeste,65.69,70.31,66.06,38.73,70.54,25.8,497,639,739,0.65,0.39,0.39,142.55,131.52,293.78
820,250310,CABACEIRAS,BA,1,-2,5,-6,-8,5319,-10,Masculino,47,médio cpt.,PSB,Nordeste,66.5,80.89,62.86,50.02,70.8,25,497,639,739,0.55,0.5,0.46,133.54,187.65,283.93
821,290485,CABACEIRAS DO PARAGUACU,MG,10,-1,9,5,-6,18713,17,Masculino,46,médio cpt.,PRP,Nordeste,65.87,32.79,71.28,24.94,72.25,19.9,497,639,739,0.49,0.57,0.54,72.51,133.14,209.45
822,310945,CABECEIRA GRANDE,GO,-1,-7,3,-1,-22,6774,-28,Masculino,67,fundamental incpt.,PR,Sudeste,70.54,34.34,67.1,34,74.15,14.4,497,639,739,0.49,0.52,0.47,218.18,283.91,424.47
823,520400,CABECEIRAS,PI,14,10,7,-7,-10,7717,14,Masculino,59,Pós-graduação,PP,Centro-Oeste,65.27,92.85,63.16,48.9,71.11,24.5,497,639,738,0.57,0.56,0.48,213.56,293.23,420.47
824,220205,CABECEIRAS DO PIAUI,PB,-2,2,7,-7,-8,10220,-8,Masculino,49,superior cpt.,PP,Nordeste,61.44,48.5,67.37,34.54,74.31,16,497,639,738,0.45,0.58,0.53,59.91,86.79,229.86
825,250320,CABEDELO,RO,-1,4,3,-2,-12,63035,-8,Masculino,Ignorada,superior cpt.,PMDB,Nordeste,63.16,41.52,65.62,31.99,70.39,24.8,514,654,748,0.47,0.5,0.46,177.64,311.87,524.03
826,110003,CABIXI,PE,-2,-1,1,-4,-6,6495,-12,Masculino,42,Pós-graduação,PTB,Norte,61.68,55.35,69.02,40.97,73.74,17.2,497,639,738,0.7,0.58,0.51,116.38,342.46,457.17
827,260290,CABO DE SANTO AGOSTINHO,RJ,-2,4,7,2,6,196152,17,Masculino,44,médio incpt.,PSB,Nordeste,64.23,28.52,70.84,16.67,75.16,15.41,497,639,738,0.5,0.54,0.53,196.33,270.17,467.07
828,330070,CABO FRIO,MG,12,6,7,1,-3,200380,23,Masculino,71,superior cpt.,PP,Sudeste,66.17,40.76,70.23,27.97,75.82,14.1,515,654,748,0.58,0.49,0.45,245.49,293.93,464.5
829,310950,CABO VERDE,SP,6,12,-1,1,-12,14262,6,Masculino,53,médio cpt.,PSC,Sudeste,63.96,36.38,69.66,24.3,73.68,16.8,497,639,738,0.58,0.59,0.43,298.11,667.47,571.6
