Posicao,name,IDHM2000,IDHMRenda2000,IDHMLongevidade2000,IDHMEducacao2000
2771,Bituruna,0.533,0.599,0.739,0.342
2771,Irineopolis,0.533,0.635,0.781,0.306
2771,Sao Joao D'Alianca,0.533,0.654,0.753,0.308
2771,Ouro Preto do Oeste,0.533,0.658,0.704,0.326
2771,Pacatuba,0.533,0.520,0.743,0.393
2771,Sao Francisco de Paula,0.533,0.598,0.737,0.344
2771,Engenho Velho,0.533,0.595,0.748,0.340
2771,Alvorada do Norte,0.533,0.587,0.702,0.367
2771,Capanema,0.533,0.572,0.754,0.352
2771,Lagoa Bonita do Sul,0.533,0.599,0.757,0.333
2771,Itaoca,0.533,0.525,0.712,0.404
2788,Seritinga,0.532,0.562,0.761,0.352
2788,Floriano Peixoto,0.532,0.579,0.792,0.328
2788,Diamante D'Oeste,0.532,0.579,0.722,0.361
2788,Sao Jeronimo da Serra,0.532,0.578,0.738,0.353
2788,Sete de Setembro,0.532,0.552,0.779,0.350
2788,Presidente Kennedy,0.532,0.584,0.702,0.367
2788,General Carneiro,0.532,0.607,0.713,0.348
2788,Sao Joaquim de Bicas,0.532,0.595,0.750,0.337
2788,Sao Valerio do Sul,0.532,0.554,0.777,0.349
2788,Sao Bento Abade,0.532,0.588,0.724,0.353
2798,Vargem,0.531,0.626,0.772,0.309
2798,Iuna,0.531,0.648,0.757,0.305
2798,Pirapo,0.531,0.536,0.738,0.378
2798,Salgueiro,0.531,0.572,0.745,0.351
2798,Ibema,0.531,0.585,0.717,0.357
2798,Capao Bonito do Sul,0.531,0.640,0.724,0.323
2798,Sao Thome das Letras,0.531,0.628,0.724,0.329
2798,Conceicao do Jacuipe,0.531,0.569,0.670,0.392
2798,Galileia,0.531,0.580,0.715,0.361
2798,Itanhomi,0.531,0.563,0.740,0.360
2798,Juazeiro,0.531,0.609,0.668,0.369
2809,Sao Jose do Mantimento,0.530,0.544,0.724,0.379
2809,Ritapolis,0.530,0.570,0.713,0.367
2809,Curvelandia,0.530,0.594,0.723,0.346
2809,Buriti de Goias,0.530,0.552,0.717,0.377
2809,Luiziana,0.530,0.581,0.694,0.370
2809,Pinheirinho do Vale,0.530,0.577,0.748,0.345
2809,Alto Paraiso,0.530,0.570,0.748,0.350
2809,Segredo,0.530,0.573,0.729,0.357
2809,Penaforte,0.530,0.508,0.727,0.403
2809,Sao Lourenco da Mata,0.530,0.553,0.712,0.379
2809,Redencao,0.530,0.630,0.738,0.320
2809,Guaranta do Norte,0.530,0.674,0.725,0.305
2809,Santo Afonso,0.530,0.574,0.729,0.355
2809,Olaria,0.530,0.617,0.759,0.318
2809,Monte Carlo,0.530,0.577,0.750,0.344
2809,Inimutaba,0.530,0.536,0.709,0.391
2825,Jatoba,0.529,0.529,0.726,0.385
2825,Almenara,0.529,0.598,0.711,0.349
2825,Espigao Alto do Iguacu,0.529,0.595,0.724,0.344
2825,Muritiba,0.529,0.544,0.675,0.403
2825,Sao Cristovao,0.529,0.560,0.719,0.368
2825,Caputira,0.529,0.605,0.709,0.345
2825,Benevides,0.529,0.571,0.691,0.376
2825,Merces,0.529,0.586,0.759,0.332
2825,Japeri,0.529,0.597,0.694,0.357
2825,Honorio Serpa,0.529,0.546,0.738,0.368
2825,Itapetinga,0.529,0.592,0.680,0.368
2825,Terenos,0.529,0.618,0.746,0.322
2825,Santo Antonio do Leste,0.529,0.593,0.778,0.320
2825,Coronel Xavier Chaves,0.529,0.553,0.736,0.364
2825,Dezesseis de Novembro,0.529,0.536,0.774,0.356
2825,Santa Cecilia do Sul,0.529,0.641,0.828,0.279
2825,Goiabeira,0.529,0.538,0.713,0.385
2825,Bocaina de Minas,0.529,0.618,0.774,0.310
2825,Adelandia,0.529,0.582,0.712,0.357
2844,Nova Cantu,0.528,0.595,0.698,0.355
2844,Mirai,0.528,0.621,0.737,0.322
2844,Mariluz,0.528,0.586,0.698,0.360
2844,Pocone,0.528,0.562,0.711,0.368
2844,Aripuana,0.528,0.688,0.715,0.299
2844,Itatiaiucu,0.528,0.597,0.728,0.339
2844,Extremoz,0.528,0.566,0.711,0.366
2844,Mesquita,0.528,0.582,0.711,0.356
2844,Toledo,0.528,0.635,0.761,0.304
2844,Mantenopolis,0.528,0.598,0.702,0.351
2844,Grandes Rios,0.528,0.571,0.736,0.350
2844,Ibarama,0.528,0.592,0.743,0.335
2844,Nova Laranjeiras,0.528,0.587,0.748,0.336
2844,Turvelandia,0.528,0.626,0.750,0.314
2844,Cariri do Tocantins,0.528,0.623,0.730,0.324
2844,Frei Inocencio,0.528,0.582,0.715,0.353
2844,Mutunopolis,0.528,0.589,0.704,0.354
2844,Tuparetama,0.528,0.522,0.714,0.395
2844,Painel,0.528,0.640,0.732,0.314
2844,Cajazeiras,0.528,0.580,0.717,0.353
2844,Angicos,0.528,0.543,0.736,0.368
2844,Turucu,0.528,0.606,0.729,0.333
2866,Cuparaque,0.527,0.571,0.783,0.327
2866,Agua Doce do Norte,0.527,0.555,0.719,0.366
2866,Virginia,0.527,0.564,0.762,0.340
2866,Ibirapuita,0.527,0.579,0.765,0.331
2866,Sao Joao Evangelista,0.527,0.540,0.713,0.380
2866,Caturai,0.527,0.585,0.742,0.338
2866,Russas,0.527,0.533,0.760,0.361
2866,Munhoz,0.527,0.648,0.761,0.297
2866,Pancas,0.527,0.585,0.719,0.348
2866,Barra dos Coqueiros,0.527,0.559,0.681,0.385
2866,Lagoa Dourada,0.527,0.587,0.746,0.334
2866,Nazare Paulista,0.527,0.639,0.743,0.309
2866,Petrolandia,0.527,0.541,0.707,0.383
2866,Presidente Kennedy,0.527,0.544,0.699,0.386
2880,Maua da Serra,0.526,0.609,0.738,0.324
2880,Santa Margarida do Sul,0.526,0.561,0.846,0.306
2880,Fernandes Pinheiro,0.526,0.576,0.748,0.337
2880,Vargem Alegre,0.526,0.531,0.751,0.365
2880,Santana do Serido,0.526,0.501,0.736,0.394
2880,Almeirim,0.526,0.660,0.733,0.300
2880,Santo Antonio do Descoberto,0.526,0.576,0.755,0.334
2880,Santana do Garambeu,0.526,0.552,0.720,0.366
2880,Combinado,0.526,0.574,0.709,0.358
2880,Pinhao,0.526,0.587,0.712,0.348
2890,Joaquim Felicio,0.525,0.576,0.720,0.349
2890,Itapemirim,0.525,0.590,0.702,0.349
2890,Lajinha,0.525,0.604,0.712,0.336
2890,Miradouro,0.525,0.587,0.739,0.334
2890,Uniao do Sul,0.525,0.686,0.753,0.280
2890,Tarumirim,0.525,0.558,0.724,0.358
2890,Nova Campina,0.525,0.596,0.706,0.344
2890,Ibertioga,0.525,0.567,0.766,0.334
2890,Aracitaba,0.525,0.571,0.759,0.334
2890,Mucuri,0.525,0.607,0.679,0.351
2890,Moeda,0.525,0.596,0.736,0.330
2890,Palestina de Goias,0.525,0.599,0.735,0.328
2902,Nova Olimpia,0.524,0.625,0.736,0.312
2902,Jaguare,0.524,0.615,0.702,0.333
2902,Carlos Chagas,0.524,0.595,0.737,0.328
2902,Campestre de Goias,0.524,0.584,0.746,0.330
2902,Colares,0.524,0.511,0.714,0.395
2902,Quixada,0.524,0.518,0.743,0.374
2902,Senhor do Bonfim,0.524,0.602,0.648,0.368
2902,Pinhal de Sao Bento,0.524,0.559,0.755,0.340
2902,Pojuca,0.524,0.572,0.680,0.369
2902,Pimenteiras do Oeste,0.524,0.530,0.710,0.382
2902,Jaboticatubas,0.524,0.619,0.737,0.316
2902,Alpestre,0.524,0.564,0.769,0.332
2902,Sobradinho,0.524,0.567,0.639,0.398
2902,Santa Luzia,0.524,0.542,0.705,0.376
2902,Delfim Moreira,0.524,0.598,0.771,0.312
2902,Sao Goncalo do Amarante,0.524,0.543,0.735,0.361
2902,Cedro de Sao Joao,0.524,0.519,0.684,0.406
2902,Senador Amaral,0.524,0.615,0.751,0.311
2902,Sao Sebastiao do Rio Preto,0.524,0.562,0.713,0.359
2902,Novo Horizonte do Norte,0.524,0.578,0.729,0.342
2902,Maranguape,0.524,0.526,0.736,0.372
2923,Sao Joao do Jaguaribe,0.523,0.533,0.765,0.351
2923,Ouro Verde de Goias,0.523,0.590,0.722,0.335
2923,Sooretama,0.523,0.591,0.719,0.337
2923,Bocaiuva do Sul,0.523,0.618,0.723,0.321
2923,Guiricema,0.523,0.569,0.782,0.322
2923,Aracati,0.523,0.530,0.697,0.388
2923,Periquito,0.523,0.523,0.750,0.364
2923,Cabeceira Grande,0.523,0.574,0.771,0.324
2923,Marmelopolis,0.523,0.574,0.746,0.334
2923,Sao Patricio,0.523,0.562,0.715,0.356
2923,Leopoldo de Bulhoes,0.523,0.622,0.737,0.312
2923,Guaraita,0.523,0.536,0.697,0.383
2935,Nova Modica,0.522,0.550,0.695,0.373
2935,Tabuleiro do Norte,0.522,0.549,0.760,0.341
2935,Santa Maria de Itabira,0.522,0.588,0.742,0.326
2935,Naque,0.522,0.544,0.723,0.362
2935,Itaparica,0.522,0.558,0.689,0.371
2935,Sao Jose do Divino,0.522,0.554,0.695,0.369
2935,Serio,0.522,0.589,0.781,0.310
2935,Varre-Sai,0.522,0.608,0.692,0.338
2935,Chapada dos Guimaraes,0.522,0.619,0.735,0.313
2935,Nazare da Mata,0.522,0.549,0.712,0.363
2935,Tibagi,0.522,0.584,0.762,0.320
2935,Sao Bernardino,0.522,0.598,0.747,0.319
2947,Rosario do Ivai,0.521,0.556,0.694,0.366
2947,Carmesia,0.521,0.548,0.744,0.347
2947,Uirapuru,0.521,0.532,0.737,0.361
2947,Vera Cruz,0.521,0.579,0.689,0.355
2947,Caracarai,0.521,0.594,0.702,0.339
2947,Imbau,0.521,0.574,0.694,0.355
2947,Ilheus,0.521,0.607,0.708,0.329
2947,Terra Nova do Norte,0.521,0.600,0.725,0.326
2947,Divinopolis de Goias,0.521,0.509,0.761,0.365
2947,Balsas,0.521,0.609,0.712,0.326
2947,Comodoro,0.521,0.656,0.729,0.296
2947,Sardoa,0.521,0.544,0.744,0.350
2947,Belmiro Braga,0.521,0.579,0.776,0.315
2947,Sao Goncalo do Rio Abaixo,0.521,0.560,0.707,0.357
2947,Iapu,0.521,0.557,0.751,0.338
2947,Liberato Salzano,0.521,0.574,0.737,0.334
2963,Ponte Alta,0.520,0.599,0.743,0.316
2963,Mathias Lobato,0.520,0.549,0.740,0.346
2963,Alexania,0.520,0.600,0.735,0.318
2963,Senador Cortes,0.520,0.566,0.776,0.321
2963,Toropi,0.520,0.579,0.751,0.323
2963,Ressaquinha,0.520,0.564,0.758,0.328
2963,Porto Grande,0.520,0.601,0.715,0.328
2963,Cardoso Moreira,0.520,0.596,0.701,0.336
2963,Aral Moreira,0.520,0.582,0.744,0.324
2963,Tangua,0.520,0.615,0.690,0.331
2963,Piracema,0.520,0.565,0.737,0.338
2963,Crucilandia,0.520,0.645,0.757,0.288
2963,Santa Cruz do Capibaribe,0.520,0.633,0.734,0.302
2976,Ipiranga,0.519,0.601,0.748,0.311
2976,Taiobeiras,0.519,0.557,0.783,0.321
2976,Porto Alegre do Norte,0.519,0.635,0.702,0.314
2976,Corrego Fundo,0.519,0.597,0.756,0.309
2976,Brumado,0.519,0.565,0.702,0.352
2976,Mucurici,0.519,0.525,0.734,0.362
2976,Vitoria de Santo Antao,0.519,0.562,0.692,0.360
2976,Xinguara,0.519,0.645,0.738,0.293
2976,Caparao,0.519,0.609,0.797,0.288
2976,Campos Verdes,0.519,0.571,0.700,0.350
2986,Vila Pavao,0.518,0.561,0.719,0.344
2986,Mampituba,0.518,0.583,0.764,0.312
2986,Jaguaribe,0.518,0.543,0.723,0.354
2986,Nova Porteirinha,0.518,0.544,0.715,0.358
2986,Oliveira Fortes,0.518,0.542,0.728,0.353
2986,Iracema,0.518,0.579,0.698,0.343
2986,Afogados da Ingazeira,0.518,0.571,0.728,0.335
2986,Sao Francisco do Conde,0.518,0.552,0.689,0.365
2986,Acaiaca,0.518,0.564,0.724,0.341
2986,Sao Cristovao do Sul,0.518,0.575,0.778,0.311
2986,Sao Romao,0.518,0.528,0.682,0.386
2997,Ariranha do Ivai,0.517,0.576,0.702,0.341
2997,Sabinopolis,0.517,0.555,0.744,0.334
2997,Indiavai,0.517,0.620,0.756,0.295
2997,Coracao de Jesus,0.517,0.550,0.733,0.343
2997,Brasnorte,0.517,0.673,0.778,0.264
2997,Entre Folhas,0.517,0.547,0.751,0.336
2997,Salinopolis,0.517,0.589,0.758,0.310
2997,Ramilandia,0.517,0.545,0.737,0.344
2997,Oriximina,0.517,0.562,0.733,0.335
2997,Floresta,0.517,0.538,0.714,0.360
2997,Itau,0.517,0.513,0.706,0.382
2997,Anastacio,0.517,0.598,0.718,0.322
2997,Sao Nicolau,0.517,0.549,0.733,0.343
2997,Barbalha,0.517,0.542,0.714,0.357
3011,Nova Guarita,0.516,0.599,0.707,0.324
3011,Turmalina,0.516,0.554,0.766,0.323
3011,Cangucu,0.516,0.607,0.772,0.294
3011,Guarabira,0.516,0.560,0.699,0.350
3011,Jari,0.516,0.567,0.783,0.309
3011,Martins,0.516,0.512,0.698,0.385
3011,Santa Fe de Minas,0.516,0.514,0.702,0.381
3011,Piedade de Ponte Nova,0.516,0.594,0.720,0.321
3011,Piau,0.516,0.552,0.776,0.321
3011,Pedra Azul,0.516,0.532,0.713,0.362
3011,Anaurilandia,0.516,0.615,0.737,0.303
3011,Ervalia,0.516,0.602,0.724,0.315
3011,Canaa,0.516,0.534,0.711,0.362
3011,Aracuai,0.516,0.560,0.723,0.339
3011,Cristal do Sul,0.516,0.489,0.775,0.362
3011,Nova Brasilandia,0.516,0.581,0.766,0.309
3011,Paranaita,0.516,0.651,0.723,0.292
3011,Santo Amaro,0.516,0.550,0.646,0.386
3011,Cachoeira,0.516,0.546,0.675,0.372
3011,Foz do Jordao,0.516,0.577,0.736,0.323
3011,Medeiros Neto,0.516,0.585,0.721,0.325
3011,Cantagalo,0.516,0.582,0.684,0.346
3011,Ichu,0.516,0.513,0.657,0.408
3034,Sao Jose do Povo,0.515,0.578,0.711,0.333
3034,Jequitai,0.515,0.528,0.757,0.341
3034,Bonfim,0.515,0.586,0.742,0.314
3034,Taquaracu de Minas,0.515,0.576,0.794,0.299
3034,Sao Sebastiao da Vargem Alegre,0.515,0.571,0.739,0.324
3034,Feliz Natal,0.515,0.726,0.720,0.261
3034,Godoy Moreira,0.515,0.528,0.748,0.345
3034,Patu,0.515,0.584,0.698,0.335
3034,Bias Fortes,0.515,0.516,0.749,0.353
3034,Itapora do Tocantins,0.515,0.578,0.762,0.310
3034,Nova Ubirata,0.515,0.698,0.786,0.249
3034,Mirabela,0.515,0.520,0.701,0.374
3034,Vila Valerio,0.515,0.617,0.727,0.305
3034,Coronel Murta,0.515,0.503,0.711,0.382
3034,Boa Ventura de Sao Roque,0.515,0.611,0.698,0.321
3034,Gouveia,0.515,0.572,0.764,0.312
3034,Matrincha,0.515,0.582,0.763,0.307
3034,Pedro Gomes,0.515,0.605,0.744,0.303
3034,Dianopolis,0.515,0.576,0.709,0.334
3053,Ipaba,0.514,0.546,0.724,0.343
3053,Ribas do Rio Pardo,0.514,0.629,0.761,0.284
3053,Santa Rita do Pardo,0.514,0.600,0.737,0.307
3053,Governador Mangabeira,0.514,0.508,0.715,0.373
3053,Guapiara,0.514,0.603,0.743,0.303
3053,Jaru,0.514,0.626,0.710,0.305
3053,Nova America,0.514,0.571,0.737,0.323
3053,Santo Hipolito,0.514,0.545,0.731,0.340
3053,Nova Iguacu de Goias,0.514,0.591,0.708,0.324
3053,Arinos,0.514,0.548,0.744,0.334
3053,Ipuacu,0.514,0.578,0.706,0.332
3064,Bodoquena,0.513,0.602,0.673,0.334
3064,Piedade do Rio Grande,0.513,0.545,0.720,0.345
3064,Cerro Grande do Sul,0.513,0.595,0.787,0.289
3064,Amelia Rodrigues,0.513,0.552,0.673,0.363
3064,Sinimbu,0.513,0.624,0.748,0.289
3064,Agudos do Sul,0.513,0.584,0.704,0.329
3064,Virgem da Lapa,0.513,0.531,0.711,0.358
3064,Nazare,0.513,0.529,0.688,0.370
3064,Alto do Rodrigues,0.513,0.578,0.711,0.329
3064,Jequitinhonha,0.513,0.552,0.738,0.331
3064,Soure,0.513,0.535,0.721,0.351
3064,Paulistas,0.513,0.516,0.773,0.339
3064,Brasilia de Minas,0.513,0.538,0.730,0.343
3064,Riachinho,0.513,0.523,0.749,0.345
3064,Santa Cruz,0.513,0.530,0.702,0.362
3079,Sao Jose dos Ausentes,0.512,0.616,0.777,0.280
3079,Santa Ines,0.512,0.554,0.678,0.358
3079,Tucuma,0.512,0.664,0.742,0.273
3079,Conceicao do Araguaia,0.512,0.585,0.742,0.310
3079,Rio dos Indios,0.512,0.559,0.776,0.309
3079,Ubaporanga,0.512,0.579,0.740,0.314
3079,Pinhal da Serra,0.512,0.579,0.785,0.296
3079,Campo Bonito,0.512,0.548,0.718,0.341
3079,Sete Quedas,0.512,0.653,0.708,0.291
3079,Matos Costa,0.512,0.601,0.777,0.288
3089,Campos Belos,0.511,0.577,0.720,0.322
3089,Tibau do Sul,0.511,0.559,0.739,0.323
3089,Itacarambi,0.511,0.519,0.698,0.369
3089,Moreno,0.511,0.519,0.714,0.360
3089,Leme do Prado,0.511,0.547,0.693,0.353
3089,Barros Cassal,0.511,0.586,0.721,0.315
3089,Guamiranga,0.511,0.529,0.707,0.356
3089,Itauba,0.511,0.661,0.720,0.281
3089,Goiana,0.511,0.550,0.714,0.340
3089,Palmeiras,0.511,0.540,0.694,0.356
3089,Novo Sao Joaquim,0.511,0.658,0.735,0.276
3100,Jaboticaba,0.510,0.576,0.735,0.313
3100,Santa Rita de Ibitipoca,0.510,0.579,0.728,0.315
3100,Gaucha do Norte,0.510,0.673,0.771,0.256
3100,Sobralia,0.510,0.518,0.728,0.351
3100,Nossa Senhora do Socorro,0.510,0.543,0.695,0.351
3100,Cruzeiro do Sul,0.510,0.564,0.721,0.327
3100,Itacuruba,0.510,0.550,0.676,0.357
3100,Ipueira,0.510,0.522,0.752,0.337
3100,Taquarussu,0.510,0.572,0.712,0.325
3100,Tabapora,0.510,0.689,0.728,0.264
3100,Augusto de Lima,0.510,0.568,0.720,0.325
3111,Dores do Turvo,0.509,0.569,0.770,0.301
3111,Palmital,0.509,0.574,0.709,0.324
3111,Candoi,0.509,0.610,0.685,0.315
3111,Antonio Joao,0.509,0.553,0.699,0.342
3111,Pingo-D'Agua,0.509,0.515,0.724,0.354
3111,Santana do Manhuacu,0.509,0.577,0.709,0.322
3111,Santa Cruz do Xingu,0.509,0.671,0.769,0.256
3111,Brejetuba,0.509,0.624,0.734,0.288
3119,Bataypora,0.508,0.570,0.718,0.321
3119,Desterro de Entre Rios,0.508,0.533,0.763,0.322
3119,Sao Jose do Egito,0.508,0.520,0.708,0.356
3119,Sousa,0.508,0.577,0.699,0.326
3119,Pacajus,0.508,0.524,0.707,0.354
3119,Miranorte,0.508,0.612,0.684,0.314
3119,Abel Figueiredo,0.508,0.592,0.709,0.313
3119,Santo Antonio do Grama,0.508,0.572,0.724,0.317
3119,Caraa,0.508,0.578,0.776,0.292
3119,Sao Sebastiao do Passe,0.508,0.553,0.668,0.354
3119,Planaltina,0.508,0.602,0.760,0.286
3119,Macaiba,0.508,0.540,0.694,0.350
3119,Figueirao,0.508,0.590,0.737,0.302
3119,Aguas Formosas,0.508,0.537,0.711,0.344
3133,Amaral Ferrador,0.507,0.618,0.771,0.274
3133,Itapissuma,0.507,0.543,0.714,0.337
3133,Alto Paraguai,0.507,0.558,0.688,0.340
3133,Sao Domingos das Dores,0.507,0.607,0.757,0.283
3133,Eusebio,0.507,0.534,0.708,0.344
3133,Formoso do Araguaia,0.507,0.599,0.669,0.326
3133,Carvalhos,0.507,0.570,0.761,0.300
3133,Lucrecia,0.507,0.496,0.687,0.383
3133,Carmopolis,0.507,0.539,0.684,0.353
3133,Salto do Ceu,0.507,0.589,0.719,0.307
3133,Fernandes Tourinho,0.507,0.512,0.720,0.354
3133,Goianapolis,0.507,0.568,0.708,0.324
3133,Corumbatai do Sul,0.507,0.512,0.694,0.366
3133,Serranos,0.507,0.532,0.725,0.337
3147,Sao Joao do Manhuacu,0.506,0.631,0.750,0.274
3147,Sao Luis do Curu,0.506,0.519,0.649,0.385
3147,Simonesia,0.506,0.577,0.720,0.312
3147,Manfrinopolis,0.506,0.540,0.755,0.317
3147,Pedro Teixeira,0.506,0.542,0.685,0.349
3147,Capao Alto,0.506,0.606,0.705,0.304
3147,Sao Miguel dos Campos,0.506,0.563,0.718,0.320
3147,Agua Branca,0.506,0.518,0.679,0.368
3147,Itanhanga,0.506,0.695,0.778,0.240
3147,Sem-Peixe,0.506,0.522,0.737,0.336
3147,Cocalzinho de Goias,0.506,0.567,0.735,0.310
3147,Lajeado,0.506,0.589,0.666,0.331
3147,Capitao Eneas,0.506,0.519,0.706,0.353
3147,Mata de Sao Joao,0.506,0.560,0.686,0.338
3161,Rio Largo,0.505,0.542,0.713,0.333
3161,Claraval,0.505,0.603,0.772,0.276
3161,Senador Canedo,0.505,0.591,0.735,0.296
3161,Santa Barbara do Para,0.505,0.516,0.669,0.372
3161,Guarinos,0.505,0.579,0.760,0.293
3161,Mato Verde,0.505,0.531,0.717,0.339
3161,Monte Azul,0.505,0.497,0.715,0.363
3161,Brasilandia do Tocantins,0.505,0.538,0.697,0.343
3161,Marituba,0.505,0.556,0.679,0.342
3161,Bayeux,0.505,0.542,0.699,0.340
3161,Bocaina do Sul,0.505,0.563,0.733,0.312
3161,Durande,0.505,0.602,0.750,0.285
3173,Quatro Irmaos,0.504,0.539,0.775,0.307
3173,Xambioa,0.504,0.576,0.697,0.319
3173,Lajeado do Bugre,0.504,0.544,0.775,0.304
3173,Fontoura Xavier,0.504,0.584,0.775,0.283
3173,Nioaque,0.504,0.579,0.745,0.296
3173,Paula Candido,0.504,0.546,0.723,0.324
3173,Aruana,0.504,0.607,0.756,0.279
3173,Bernardo Sayao,0.504,0.628,0.662,0.308
3173,Sapopema,0.504,0.552,0.722,0.322
3173,Vermelho Novo,0.504,0.568,0.684,0.329
3173,Itapirapua Paulista,0.504,0.562,0.741,0.308
3173,Faina,0.504,0.597,0.757,0.283
3173,Porto Franco,0.504,0.576,0.685,0.324
3173,Doverlandia,0.504,0.608,0.776,0.272
3173,Tamarana,0.504,0.597,0.738,0.291
3173,Jequie,0.504,0.569,0.680,0.330
3189,Jaraguari,0.503,0.608,0.737,0.284
3189,Formoso,0.503,0.588,0.742,0.291
3189,Crateus,0.503,0.546,0.732,0.319
3189,Itambacuri,0.503,0.585,0.697,0.312
3189,Sao Joao do Triunfo,0.503,0.557,0.731,0.313
3189,Matipo,0.503,0.601,0.709,0.298
3189,Divinopolis do Tocantins,0.503,0.538,0.685,0.345
3189,Abadiania,0.503,0.598,0.730,0.292
3189,Passa Sete,0.503,0.529,0.776,0.310
3189,Posse,0.503,0.583,0.748,0.292
3189,Tibau,0.503,0.539,0.715,0.331
3189,Sao Francisco de Itabapoana,0.503,0.586,0.735,0.295
3189,Brejo Santo,0.503,0.538,0.735,0.321
3189,Divino,0.503,0.586,0.723,0.300
3203,Colmeia,0.502,0.580,0.685,0.319
3203,Vila Bela da Santissima Trindade,0.502,0.638,0.762,0.260
3203,Sao Goncalo do Piaui,0.502,0.449,0.695,0.406
3203,Sao Jose do Cerrito,0.502,0.584,0.732,0.296
3203,Tijucas do Sul,0.502,0.599,0.703,0.300
3203,Peixoto de Azevedo,0.502,0.682,0.707,0.263
3203,Apodi,0.502,0.497,0.718,0.355
3203,Pedreiras,0.502,0.533,0.699,0.339
3203,Santa Maria de Jetiba,0.502,0.642,0.753,0.262
3203,Corguinho,0.502,0.602,0.719,0.293
3203,Saubara,0.502,0.521,0.646,0.376
3214,Apiacas,0.501,0.627,0.707,0.284
3214,Rafael Godeiro,0.501,0.492,0.655,0.390
3214,Divinolandia de Minas,0.501,0.542,0.759,0.305
3214,Coroaci,0.501,0.570,0.715,0.309
3214,Porto Murtinho,0.501,0.601,0.727,0.288
3214,Rorainopolis,0.501,0.573,0.702,0.313
3214,Charrua,0.501,0.588,0.858,0.249
3214,Rio Manso,0.501,0.582,0.731,0.296
3214,Abaetetuba,0.501,0.523,0.750,0.320
3214,Espigao D'Oeste,0.501,0.640,0.710,0.276
3214,Datas,0.501,0.493,0.687,0.371
3214,Cacule,0.501,0.582,0.726,0.297
3226,Jauru,0.500,0.573,0.707,0.308
3226,Sumidouro,0.500,0.641,0.747,0.261
3226,Rodelas,0.500,0.535,0.664,0.352
3226,Campo Maior,0.500,0.545,0.706,0.325
3226,Cocalinho,0.500,0.643,0.749,0.260
3226,Guaramiranga,0.500,0.487,0.704,0.365
3226,Corumba de Goias,0.500,0.616,0.746,0.272
3226,Acorizal,0.500,0.554,0.745,0.302
3226,Ibotirama,0.500,0.574,0.704,0.310
3226,Montalvania,0.500,0.559,0.715,0.313
3226,Miranda,0.500,0.595,0.708,0.297
3226,Duere,0.500,0.566,0.730,0.303
3238,Canta,0.499,0.550,0.725,0.312
3238,Paramirim,0.499,0.603,0.670,0.308
3238,Vila Boa,0.499,0.554,0.724,0.310
3238,Lajes Pintadas,0.499,0.507,0.703,0.348
3238,Rio Maria,0.499,0.623,0.724,0.276
3238,Iracema,0.499,0.534,0.689,0.337
3238,Serra Talhada,0.499,0.553,0.735,0.305
3238,Aquiraz,0.499,0.548,0.708,0.321
3246,Ipiau,0.498,0.578,0.679,0.315
3246,Rosario da Limeira,0.498,0.561,0.762,0.289
3246,Amapa,0.498,0.567,0.728,0.299
3246,Serra Nova Dourada,0.498,0.547,0.723,0.312
3246,Esperanca do Sul,0.498,0.526,0.751,0.312
3246,Acailandia,0.498,0.579,0.685,0.311
3246,Sao Geraldo do Baixio,0.498,0.536,0.740,0.311
3246,Boa Vista,0.498,0.549,0.719,0.313
3246,Itaquirai,0.498,0.570,0.723,0.299
3246,Jaguaruana,0.498,0.490,0.743,0.340
3246,Sao Fernando,0.498,0.512,0.736,0.328
3246,Teresina de Goias,0.498,0.543,0.723,0.315
3246,Castanheiras,0.498,0.588,0.703,0.299
3246,Ibiai,0.498,0.498,0.749,0.332
3246,Taquarivai,0.498,0.602,0.745,0.275
3246,Sandolandia,0.498,0.605,0.696,0.293
3262,Santa Maria do Suacui,0.497,0.557,0.724,0.305
3262,Lebon Regis,0.497,0.585,0.762,0.276
3262,Lassance,0.497,0.525,0.725,0.323
3262,Buritizeiro,0.497,0.524,0.695,0.338
3262,Palmacia,0.497,0.459,0.723,0.370
3262,Sao Jose do Xingu,0.497,0.611,0.725,0.277
3262,Natividade da Serra,0.497,0.603,0.779,0.262
3262,Nova Santa Helena,0.497,0.603,0.753,0.270
3262,Dores de Guanhaes,0.497,0.541,0.720,0.315
3262,Berilo,0.497,0.503,0.762,0.320
3262,Barao de Monte Alto,0.497,0.558,0.723,0.304
3262,Antonio Dias,0.497,0.547,0.766,0.293
3262,Aguas Lindas de Goias,0.497,0.583,0.762,0.277
3262,Pedra do Anta,0.497,0.520,0.723,0.326
3262,Barrolandia,0.497,0.569,0.715,0.302
3262,Sao Raimundo Nonato,0.497,0.541,0.706,0.322
3262,Marianopolis do Tocantins,0.497,0.600,0.656,0.311
3279,Presidente Dutra,0.496,0.540,0.678,0.333
3279,Oliveira de Fatima,0.496,0.650,0.669,0.281
3279,Altamira do Parana,0.496,0.558,0.709,0.308
3279,Conceicao da Feira,0.496,0.510,0.649,0.369
3279,Ananas,0.496,0.547,0.669,0.334
3279,Itaicaba,0.496,0.469,0.650,0.401
3279,Itanhem,0.496,0.544,0.721,0.311
3279,Santana do Riacho,0.496,0.589,0.737,0.281
3279,Brejo Grande do Araguaia,0.496,0.534,0.716,0.320
3279,Iaciara,0.496,0.556,0.748,0.294
3279,Alto Boa Vista,0.496,0.583,0.696,0.300
