Posicao,name,IDHM1991,IDHMRenda1991,IDHMLongevidade1991,IDHMEducacao1991
1133,Rancho Queimado,0.479,0.558,0.774,0.254
1133,Dona Francisca,0.479,0.618,0.701,0.253
1133,Planalto,0.479,0.589,0.728,0.256
1133,Sao Lourenco do Oeste,0.479,0.571,0.756,0.255
1151,Alvares Florence,0.478,0.537,0.704,0.289
1151,Arealva,0.478,0.608,0.733,0.245
1151,Piraquara,0.478,0.622,0.736,0.239
1151,Ribeirao dos Indios,0.478,0.563,0.711,0.272
1151,Damolandia,0.478,0.541,0.639,0.315
1151,Mangaratiba,0.478,0.617,0.679,0.260
1151,Marcelino Ramos,0.478,0.597,0.759,0.241
1151,Arcos,0.478,0.586,0.727,0.257
1151,Sao Jeronimo,0.478,0.639,0.720,0.238
1151,Tres Coroas,0.478,0.631,0.711,0.243
1151,Ceu Azul,0.478,0.603,0.678,0.267
1151,Esmeralda,0.478,0.569,0.748,0.257
1151,Rondon,0.478,0.555,0.644,0.306
1151,Pareci Novo,0.478,0.639,0.780,0.219
1151,Cabreuva,0.478,0.678,0.708,0.227
1151,Areado,0.478,0.586,0.710,0.263
1167,Faxinal dos Guedes,0.477,0.590,0.744,0.247
1167,Santa Helena de Goias,0.477,0.619,0.678,0.259
1167,Socorro,0.477,0.640,0.719,0.236
1167,Brumadinho,0.477,0.596,0.706,0.258
1167,Sao Joao do Oeste,0.477,0.546,0.747,0.266
1167,Quinze de Novembro,0.477,0.643,0.734,0.230
1167,Aracai,0.477,0.588,0.679,0.272
1167,Jacupiranga,0.477,0.612,0.695,0.255
1167,Quintana,0.477,0.609,0.668,0.267
1167,Venancio Aires,0.477,0.603,0.734,0.245
1167,Varzea Paulista,0.477,0.656,0.730,0.226
1167,Campo Novo,0.477,0.550,0.684,0.288
1167,Anhembi,0.477,0.600,0.733,0.247
1180,Jaci,0.476,0.573,0.711,0.265
1180,Sao Pedro do Sul,0.476,0.571,0.694,0.272
1180,Itapagipe,0.476,0.623,0.725,0.239
1180,Arcoverde,0.476,0.553,0.649,0.301
1180,Ipameri,0.476,0.589,0.683,0.268
1180,Itapecerica,0.476,0.562,0.702,0.274
1180,Cambara do Sul,0.476,0.586,0.706,0.260
1180,Sao Bras do Suacui,0.476,0.537,0.671,0.299
1180,Sales,0.476,0.561,0.759,0.253
1180,Saudades,0.476,0.555,0.743,0.262
1180,Cambira,0.476,0.560,0.723,0.267
1180,Atalanta,0.476,0.560,0.717,0.268
1180,Sao Pedro da Aldeia,0.476,0.585,0.700,0.264
1180,Sao Jose do Cedro,0.476,0.582,0.740,0.250
1180,Irai de Minas,0.476,0.652,0.685,0.242
1180,Campina Grande,0.476,0.584,0.586,0.316
1180,Castelo,0.476,0.566,0.746,0.255
1197,Mar de Espanha,0.475,0.556,0.687,0.281
1197,Linha Nova,0.475,0.641,0.735,0.227
1197,Ernestina,0.475,0.555,0.727,0.266
1197,Correia Pinto,0.475,0.581,0.707,0.261
1197,Pequi,0.475,0.615,0.710,0.245
1197,Jussara,0.475,0.607,0.700,0.252
1197,Monsenhor Paulo,0.475,0.607,0.699,0.253
1197,Terra Boa,0.475,0.549,0.709,0.275
1197,Extrema,0.475,0.636,0.700,0.241
1197,Rio Brilhante,0.475,0.654,0.665,0.246
1197,Santa Rita do Araguaia,0.475,0.633,0.687,0.247
1197,Cachoeira Alta,0.475,0.635,0.676,0.250
1209,Marata,0.474,0.609,0.754,0.232
1209,Santana da Ponte Pensa,0.474,0.517,0.756,0.272
1209,Lavrinhas,0.474,0.623,0.677,0.252
1209,Imarui,0.474,0.559,0.742,0.256
1209,Palmelo,0.474,0.557,0.710,0.269
1209,Perdigao,0.474,0.574,0.731,0.254
1209,Cristalina,0.474,0.586,0.699,0.260
1209,Braco do Trombudo,0.474,0.556,0.762,0.251
1209,Guarani D'Oeste,0.474,0.549,0.713,0.272
1209,Piracanjuba,0.474,0.632,0.683,0.246
1209,Quata,0.474,0.614,0.719,0.241
1209,Lauro de Freitas,0.474,0.643,0.609,0.272
1209,Porto Maua,0.474,0.511,0.735,0.284
1209,Barra do Jacare,0.474,0.575,0.718,0.258
1209,Colombo,0.474,0.607,0.736,0.239
1224,Salesopolis,0.473,0.618,0.690,0.248
1224,Jaborandi,0.473,0.642,0.716,0.230
1224,Sapucaia,0.473,0.579,0.680,0.268
1224,Glicerio,0.473,0.579,0.698,0.262
1224,Patrocinio do Muriae,0.473,0.559,0.697,0.272
1224,Congonhal,0.473,0.605,0.719,0.244
1224,Fagundes Varela,0.473,0.629,0.781,0.215
1224,Quirinopolis,0.473,0.617,0.682,0.251
1224,Condor,0.473,0.580,0.754,0.242
1224,Mairipotaba,0.473,0.593,0.684,0.261
1224,Aparecida do Taboado,0.473,0.619,0.711,0.240
1224,Iguape,0.473,0.580,0.715,0.255
1224,Guarapuava,0.473,0.626,0.725,0.233
1224,Fatima do Sul,0.473,0.614,0.665,0.259
1224,Santana da Vargem,0.473,0.595,0.675,0.264
1224,Sabaudia,0.473,0.569,0.723,0.257
1224,Presidente Castelo Branco,0.473,0.544,0.708,0.274
1224,Entre-Ijuis,0.473,0.561,0.745,0.253
1224,Jardim,0.473,0.606,0.671,0.260
1224,Conceicao do Para,0.473,0.559,0.703,0.270
1224,Elisiario,0.473,0.607,0.705,0.248
1245,Anchieta,0.472,0.567,0.746,0.248
1245,Ipumirim,0.472,0.553,0.741,0.257
1245,Catigua,0.472,0.621,0.725,0.233
1245,Mato Leitao,0.472,0.612,0.721,0.238
1245,Uniao Paulista,0.472,0.548,0.716,0.268
1245,Parnamirim,0.472,0.578,0.668,0.272
1245,Guapiacu,0.472,0.632,0.735,0.227
1245,Alvorada,0.472,0.600,0.717,0.245
1245,Estrela do Indaia,0.472,0.603,0.697,0.250
1245,Engenheiro Coelho,0.472,0.659,0.711,0.225
1245,Cantagalo,0.472,0.598,0.658,0.268
1256,Brochier,0.471,0.581,0.760,0.237
1256,Ouro Fino,0.471,0.605,0.749,0.231
1256,Arantina,0.471,0.502,0.688,0.302
1256,Guarani das Missoes,0.471,0.561,0.727,0.257
1256,Itaguacu,0.471,0.548,0.708,0.269
1256,Varzea Grande,0.471,0.596,0.673,0.261
1256,General Camara,0.471,0.585,0.717,0.249
1256,Alvorada,0.471,0.636,0.641,0.256
1256,Dobrada,0.471,0.644,0.750,0.217
1256,Ilopolis,0.471,0.570,0.756,0.242
1256,Petrolina,0.471,0.578,0.676,0.268
1256,Santa Ines,0.471,0.550,0.668,0.285
1256,Joaquim Tavora,0.471,0.567,0.674,0.274
1256,Caicara,0.471,0.577,0.729,0.248
1270,Macedonia,0.470,0.565,0.717,0.257
1270,Goioere,0.470,0.626,0.696,0.239
1270,Mundo Novo,0.470,0.598,0.716,0.242
1270,Onda Verde,0.470,0.621,0.731,0.228
1270,Chavantes,0.470,0.604,0.732,0.235
1270,Taciba,0.470,0.570,0.688,0.264
1270,Rio Preto,0.470,0.578,0.727,0.247
1270,Manhumirim,0.470,0.581,0.678,0.263
1270,Linhares,0.470,0.590,0.686,0.257
1270,Sao Mateus,0.470,0.603,0.687,0.251
1270,Ubirata,0.470,0.618,0.708,0.237
1270,Atalaia,0.470,0.575,0.704,0.257
1270,Boraceia,0.470,0.601,0.735,0.235
1270,Currais Novos,0.470,0.544,0.659,0.290
1270,Sao Martinho,0.470,0.525,0.720,0.275
1270,Mossoro,0.470,0.559,0.648,0.286
1270,Capinopolis,0.470,0.616,0.727,0.232
1287,Cachoeira de Minas,0.469,0.524,0.721,0.273
1287,Irai,0.469,0.595,0.705,0.246
1287,Taruma,0.469,0.581,0.742,0.239
1287,Palmitos,0.469,0.551,0.756,0.248
1287,Icara,0.469,0.596,0.747,0.232
1287,Camaqua,0.469,0.624,0.689,0.240
1287,Alegre,0.469,0.575,0.686,0.262
1287,Crissiumal,0.469,0.568,0.727,0.250
1287,Seropedica,0.469,0.586,0.668,0.264
1287,Panorama,0.469,0.617,0.695,0.241
1287,Barracao,0.469,0.624,0.693,0.238
1287,Sao Lourenco do Sul,0.469,0.618,0.736,0.227
1287,Campanha,0.469,0.595,0.733,0.237
1287,Santana do Jacare,0.469,0.580,0.678,0.263
1287,Eugenio de Castro,0.469,0.563,0.760,0.241
1302,Altonia,0.468,0.541,0.690,0.274
1302,Belford Roxo,0.468,0.566,0.630,0.288
1302,Conchal,0.468,0.643,0.712,0.224
1302,Sao Tome,0.468,0.558,0.693,0.265
1302,Maripa de Minas,0.468,0.555,0.664,0.279
1302,Taquaral,0.468,0.731,0.717,0.195
1302,Forquilhinha,0.468,0.622,0.745,0.221
1302,Bela Vista,0.468,0.626,0.697,0.235
1302,Santa Amelia,0.468,0.597,0.646,0.266
1302,Paranaiba,0.468,0.638,0.695,0.231
1302,Arroio dos Ratos,0.468,0.567,0.705,0.256
1302,Dirce Reis,0.468,0.562,0.688,0.265
1302,Camaragibe,0.468,0.534,0.696,0.276
1302,Santa Albertina,0.468,0.607,0.705,0.240
1302,Jaguapita,0.468,0.603,0.704,0.241
1302,California,0.468,0.559,0.666,0.275
1302,Laranjal,0.468,0.511,0.737,0.272
1302,Pirajuba,0.468,0.638,0.754,0.213
1302,Aparecida D'Oeste,0.468,0.583,0.725,0.242
1302,Guajara-Mirim,0.468,0.625,0.662,0.247
1302,Dores de Campos,0.468,0.542,0.702,0.269
1302,Balneario Gaivota,0.468,0.569,0.748,0.241
1324,Marumbi,0.467,0.561,0.644,0.281
1324,Tres Ranchos,0.467,0.537,0.710,0.267
1324,Balneario Arroio do Silva,0.467,0.564,0.734,0.246
1324,Formoso,0.467,0.572,0.652,0.273
1324,Caldas,0.467,0.620,0.744,0.221
1324,Sao Bento do Sapucai,0.467,0.625,0.735,0.221
1324,Madre de Deus,0.467,0.540,0.613,0.307
1324,Lindoia do Sul,0.467,0.611,0.737,0.226
1324,Juruena,0.467,0.653,0.711,0.219
1324,Lutecia,0.467,0.578,0.701,0.252
1324,Santa Mercedes,0.467,0.583,0.688,0.254
1324,Forquetinha,0.467,0.613,0.758,0.219
1324,Alto Parana,0.467,0.564,0.725,0.249
1324,Frei Rogerio,0.467,0.585,0.665,0.261
1338,Planaltina do Parana,0.466,0.582,0.672,0.259
1338,Silvianopolis,0.466,0.579,0.721,0.242
1338,Cambuquira,0.466,0.595,0.730,0.233
1338,Itapejara D'Oeste,0.466,0.548,0.704,0.263
1338,Medeiros,0.466,0.634,0.727,0.219
1338,Campo Alegre de Goias,0.466,0.684,0.670,0.221
1338,Colombia,0.466,0.595,0.700,0.243
1338,Garanhuns,0.466,0.569,0.655,0.271
1338,Santo Antonio da Alegria,0.466,0.592,0.717,0.239
1338,Camboriu,0.466,0.623,0.704,0.230
1338,Volta Grande,0.466,0.555,0.706,0.259
1338,Cidreira,0.466,0.621,0.706,0.231
1338,Monteiro Lobato,0.466,0.607,0.704,0.237
1338,Pedrinopolis,0.466,0.565,0.744,0.240
1338,Pirapora,0.466,0.595,0.695,0.244
1353,Itapura,0.465,0.582,0.698,0.247
1353,Nossa Senhora das Gracas,0.465,0.562,0.689,0.259
1353,Santa Clara D'Oeste,0.465,0.573,0.703,0.250
1353,Tiradentes,0.465,0.556,0.717,0.252
1353,Independencia,0.465,0.539,0.745,0.251
1353,Praia Grande,0.465,0.617,0.700,0.233
1353,Cumari,0.465,0.582,0.676,0.256
1353,Edeia,0.465,0.621,0.687,0.236
1353,Paranaiguara,0.465,0.597,0.678,0.248
1353,Campos Altos,0.465,0.612,0.730,0.225
1353,Severinia,0.465,0.697,0.725,0.199
1353,Pratinha,0.465,0.618,0.727,0.224
1353,Pedro de Toledo,0.465,0.594,0.687,0.246
1353,Arapoti,0.465,0.641,0.678,0.231
1353,Paim Filho,0.465,0.522,0.720,0.267
1368,Vitorino,0.464,0.599,0.698,0.239
1368,Vila Maria,0.464,0.622,0.751,0.214
1368,Porciuncula,0.464,0.579,0.648,0.267
1368,Cambuci,0.464,0.568,0.675,0.261
1368,Mateus Leme,0.464,0.577,0.654,0.264
1368,Barao de Antonina,0.464,0.532,0.667,0.282
1368,Pains,0.464,0.596,0.727,0.230
1368,Divinolandia,0.464,0.631,0.728,0.217
1368,Laranjeiras do Sul,0.464,0.620,0.654,0.246
1368,Oliveira,0.464,0.572,0.732,0.239
1368,Sao Francisco de Paula,0.464,0.608,0.678,0.243
1368,Confins,0.464,0.538,0.702,0.265
1368,Antonio Carlos,0.464,0.598,0.793,0.211
1368,Paraiso do Norte,0.464,0.596,0.665,0.252
1368,Rio das Antas,0.464,0.590,0.740,0.229
1383,Comendador Levy Gasparian,0.463,0.550,0.700,0.258
1383,Sarapui,0.463,0.584,0.680,0.250
1383,Avanhandava,0.463,0.621,0.732,0.219
1383,Santo Antonio do Jardim,0.463,0.628,0.724,0.218
1383,Sapiranga,0.463,0.636,0.736,0.212
1383,Gastao Vidigal,0.463,0.597,0.688,0.242
1383,Carlopolis,0.463,0.546,0.690,0.263
1383,Jabora,0.463,0.548,0.717,0.252
1383,Juquia,0.463,0.583,0.688,0.247
1383,Coronel Vivida,0.463,0.574,0.730,0.237
1393,Seritinga,0.462,0.525,0.659,0.285
1393,Torixoreu,0.462,0.608,0.689,0.236
1393,Urupema,0.462,0.559,0.742,0.238
1393,Nova Aurora,0.462,0.520,0.702,0.271
1393,Ouro Verde do Oeste,0.462,0.560,0.690,0.255
1393,Boa Esperanca,0.462,0.601,0.638,0.257
1393,Tapiratiba,0.462,0.595,0.762,0.217
1393,Paraguacu,0.462,0.576,0.721,0.238
1393,Perola D'Oeste,0.462,0.581,0.720,0.235
1393,Italva,0.462,0.567,0.659,0.264
1393,Herculandia,0.462,0.643,0.695,0.221
1393,Mondai,0.462,0.527,0.740,0.253
1393,Sao Domingos,0.462,0.530,0.761,0.244
1393,Itaja,0.462,0.605,0.667,0.245
1407,Neropolis,0.461,0.579,0.676,0.250
1407,Mato Queimado,0.461,0.494,0.760,0.261
1407,Rianapolis,0.461,0.563,0.671,0.259
1407,Arceburgo,0.461,0.583,0.666,0.252
1407,Potim,0.461,0.584,0.684,0.246
1407,Monte Castelo,0.461,0.542,0.699,0.259
1407,Santa Helena,0.461,0.487,0.765,0.263
1407,Sao Jose do Calcado,0.461,0.545,0.686,0.262
1407,Presidente Figueiredo,0.461,0.620,0.646,0.245
1407,Santa Tereza,0.461,0.594,0.780,0.211
1407,Piracaia,0.461,0.674,0.734,0.198
1407,Vera Cruz do Oeste,0.461,0.573,0.659,0.260
1407,Alvinlandia,0.461,0.574,0.680,0.251
1407,Vista Gaucha,0.461,0.523,0.720,0.260
1407,Santo Antonio da Platina,0.461,0.594,0.654,0.253
1422,Salto de Pirapora,0.460,0.609,0.703,0.228
1422,Taguai,0.460,0.578,0.742,0.227
1422,Maquine,0.460,0.572,0.717,0.238
1422,Jesuitas,0.460,0.539,0.713,0.254
1422,Botuvera,0.460,0.626,0.753,0.207
1422,Feira de Santana,0.460,0.591,0.603,0.273
1422,Santa Juliana,0.460,0.636,0.759,0.202
1422,Prata,0.460,0.618,0.675,0.233
1422,Prudente de Morais,0.460,0.524,0.718,0.259
1422,Jardinopolis,0.460,0.577,0.705,0.239
1422,Careacu,0.460,0.568,0.744,0.230
1422,Curvelo,0.460,0.580,0.692,0.243
1422,Miracema do Tocantins,0.460,0.672,0.666,0.217
1422,Campos de Julio,0.460,0.604,0.713,0.226
1422,Carmo da Mata,0.460,0.542,0.680,0.264
1422,Pirapetinga,0.460,0.540,0.706,0.256
1422,Monte Mor,0.460,0.646,0.741,0.204
1439,Irati,0.459,0.573,0.652,0.259
1439,Parisi,0.459,0.513,0.675,0.279
1439,Treviso,0.459,0.553,0.739,0.237
1439,Santa Isabel,0.459,0.547,0.659,0.268
1439,Arapua,0.459,0.549,0.744,0.236
1439,Monte Alegre de Minas,0.459,0.630,0.714,0.215
1439,Angulo,0.459,0.513,0.702,0.269
1439,Nova Venecia,0.459,0.552,0.711,0.247
1439,Saquarema,0.459,0.603,0.684,0.234
1439,Guaraci,0.459,0.607,0.700,0.227
1439,Barao de Cocais,0.459,0.567,0.679,0.251
1439,Sao Jose da Bela Vista,0.459,0.643,0.728,0.206
1439,Salto do Jacui,0.459,0.606,0.689,0.232
1439,Nova Fatima,0.459,0.614,0.690,0.228
1439,Marema,0.459,0.546,0.761,0.232
1439,Sao Jose da Lapa,0.459,0.582,0.688,0.242
1439,Ribeirao Claro,0.459,0.579,0.725,0.231
1439,Conceicao dos Ouros,0.459,0.545,0.736,0.241
1439,Erebango,0.459,0.557,0.737,0.235
1458,Agrolandia,0.458,0.578,0.724,0.230
1458,Mirassolandia,0.458,0.581,0.733,0.225
1458,Tocantins,0.458,0.572,0.690,0.243
1458,Iguaba Grande,0.458,0.590,0.700,0.232
1458,Lambari,0.458,0.575,0.719,0.233
1458,Dom Aquino,0.458,0.558,0.653,0.263
1458,Arvorezinha,0.458,0.619,0.694,0.224
1458,Paracatu,0.458,0.594,0.686,0.236
1458,Estrela do Norte,0.458,0.512,0.719,0.261
1458,Santa Rosa de Goias,0.458,0.592,0.656,0.248
1458,Vargem Bonita,0.458,0.560,0.710,0.242
1458,Serra Alta,0.458,0.526,0.757,0.242
1458,Itapeva,0.458,0.622,0.658,0.235
1458,Bataguassu,0.458,0.601,0.689,0.232
1458,Sao Valentim,0.458,0.601,0.729,0.219
1458,Sao Joao da Parauna,0.458,0.566,0.660,0.257
1458,Pratania,0.458,0.595,0.658,0.245
1475,Camargo,0.457,0.626,0.751,0.203
1475,Cambui,0.457,0.618,0.700,0.220
1475,Indianopolis,0.457,0.524,0.696,0.262
1475,Mandaguacu,0.457,0.607,0.672,0.234
1475,Ronda Alta,0.457,0.544,0.730,0.240
1475,Santa Cecilia,0.457,0.583,0.685,0.239
1475,Balsa Nova,0.457,0.573,0.717,0.233
1475,Jambeiro,0.457,0.592,0.785,0.205
1475,Tres Barras,0.457,0.540,0.681,0.260
1475,Jataizinho,0.457,0.638,0.690,0.217
1475,Jaguariaiva,0.457,0.623,0.715,0.214
1475,Lajeado Grande,0.457,0.533,0.780,0.229
1475,Sao Luis do Paraitinga,0.457,0.570,0.711,0.235
1475,Bossoroca,0.457,0.550,0.709,0.244
1489,Bananal,0.456,0.587,0.689,0.234
1489,Sao Vicente de Minas,0.456,0.577,0.717,0.229
1489,Chiador,0.456,0.490,0.718,0.269
1489,Peabiru,0.456,0.564,0.646,0.260
1489,Santa Isabel,0.456,0.620,0.705,0.217
1489,Quilombo,0.456,0.551,0.731,0.235
1489,Alto Bela Vista,0.456,0.565,0.741,0.226
1489,Botelhos,0.456,0.608,0.737,0.211
1489,Barao,0.456,0.571,0.722,0.230
1489,Coqueiral,0.456,0.553,0.724,0.237
1489,Jaguaruna,0.456,0.591,0.742,0.216
1489,Tres Marias,0.456,0.580,0.718,0.228
1489,Castro,0.456,0.619,0.666,0.230
1489,Irapua,0.456,0.584,0.728,0.223
1489,Rinopolis,0.456,0.564,0.676,0.249
1489,Guarara,0.456,0.550,0.664,0.259
1489,Nova Andradina,0.456,0.596,0.707,0.225
1489,Diamante do Norte,0.456,0.569,0.641,0.260
1489,Vera Cruz,0.456,0.600,0.721,0.219
1489,Caconde,0.456,0.583,0.727,0.223
1489,Porangatu,0.456,0.583,0.676,0.240
1489,Cunhatai,0.456,0.528,0.810,0.221
1489,Santa Vitoria,0.456,0.573,0.724,0.229
1489,Iomere,0.456,0.650,0.780,0.187
1513,Nova Alvorada,0.455,0.648,0.710,0.205
1513,Cruzeiro do Oeste,0.455,0.573,0.652,0.252
1513,Embauba,0.455,0.650,0.721,0.201
1513,Nova Santa Rita,0.455,0.623,0.701,0.215
1513,Itatinga,0.455,0.654,0.706,0.204
1513,Cachoeiras de Macacu,0.455,0.565,0.685,0.243
1513,Santa Salete,0.455,0.516,0.776,0.236
1513,Alto Taquari,0.455,0.606,0.713,0.218
1513,Abreu E Lima,0.455,0.528,0.655,0.272
1513,Aratiba,0.455,0.575,0.750,0.218
1513,Cidade Gaucha,0.455,0.573,0.666,0.247
1513,Carambei,0.455,0.607,0.713,0.218
1513,Butia,0.455,0.576,0.704,0.232
1513,Cordilheira Alta,0.455,0.558,0.739,0.229
1513,Mage,0.455,0.562,0.640,0.262
1513,Itobi,0.455,0.609,0.698,0.221
1513,Presidente Lucena,0.455,0.595,0.763,0.207
1513,Cordislandia,0.455,0.559,0.721,0.234
1531,Itapuranga,0.454,0.567,0.670,0.247
1531,Itaipulandia,0.454,0.583,0.713,0.225
1531,Agua Limpa,0.454,0.557,0.679,0.247
1531,Munhoz de Melo,0.454,0.536,0.704,0.248
1531,Ermo,0.454,0.634,0.704,0.210
1531,Uruacu,0.454,0.584,0.662,0.242
1531,Guapo,0.454,0.581,0.658,0.244
1531,Conquista,0.454,0.555,0.719,0.235
1531,Formigueiro,0.454,0.593,0.725,0.217
1531,Faxinal,0.454,0.590,0.654,0.242
1531,Machadinho,0.454,0.544,0.707,0.244
1531,Itaucu,0.454,0.546,0.678,0.253
1543,Aloandia,0.453,0.521,0.662,0.269
1543,Piquerobi,0.453,0.572,0.720,0.225
1543,Santo Antonio do Palma,0.453,0.579,0.760,0.211
1543,Aguas de Chapeco,0.453,0.513,0.718,0.253
1543,Diamantina,0.453,0.568,0.686,0.238
1543,Itabuna,0.453,0.598,0.607,0.256
1543,Ipira,0.453,0.544,0.741,0.231
1543,Portao,0.453,0.610,0.714,0.214
1543,Iguatama,0.453,0.585,0.690,0.230
1543,Boa Esperanca,0.453,0.620,0.733,0.204
1543,Sidrolandia,0.453,0.600,0.717,0.216
1554,Santa Mariana,0.452,0.600,0.661,0.233
1554,Meridiano,0.452,0.552,0.688,0.243
1554,Douradina,0.452,0.557,0.702,0.236
1554,Cacu,0.452,0.655,0.700,0.201
1554,Camapua,0.452,0.638,0.653,0.221
1554,Madre de Deus de Minas,0.452,0.533,0.659,0.263
1554,Alagoinhas,0.452,0.568,0.610,0.266
1554,Jeronimo Monteiro,0.452,0.558,0.687,0.241
1554,Tamboara,0.452,0.522,0.722,0.245
1554,Miracatu,0.452,0.642,0.680,0.212
1554,Ipaussu,0.452,0.610,0.703,0.215
1554,Vista Alegre,0.452,0.600,0.705,0.219
1554,Siqueira Campos,0.452,0.579,0.717,0.223
1554,Guapirama,0.452,0.533,0.722,0.240
1554,Corinto,0.452,0.578,0.664,0.241
1554,Romaria,0.452,0.595,0.686,0.226
1554,Itupeva,0.452,0.662,0.762,0.183
1554,Boqueirao do Leao,0.452,0.608,0.717,0.212
1572,Novo Gama,0.451,0.589,0.661,0.235
1572,Arabuta,0.451,0.591,0.741,0.210
1572,Paulistania,0.451,0.582,0.725,0.218
1572,Nova Veneza,0.451,0.538,0.639,0.267
1572,Celso Ramos,0.451,0.510,0.707,0.255
1572,Coronel Barros,0.451,0.565,0.762,0.213
1572,Palmas,0.451,0.611,0.651,0.230
1572,Mariopolis,0.451,0.535,0.704,0.243
1572,Ilha Comprida,0.451,0.601,0.695,0.220
1572,Guaraciaba,0.451,0.525,0.766,0.228
1572,Piratuba,0.451,0.544,0.758,0.222
1572,Cruz das Almas,0.451,0.528,0.633,0.275
1572,Ilha de Itamaraca,0.451,0.543,0.672,0.251
1572,Nanuque,0.451,0.566,0.692,0.234
1572,Bom Jardim de Minas,0.451,0.572,0.715,0.225
1572,Vale Real,0.451,0.579,0.721,0.220
1572,Alto Garcas,0.451,0.594,0.697,0.221
1572,Sede Nova,0.451,0.532,0.754,0.229
1572,Severiano de Almeida,0.451,0.533,0.750,0.230
1572,Fazenda Rio Grande,0.451,0.602,0.717,0.213
1572,Sao Joao do Itaperiu,0.451,0.571,0.782,0.206
1572,Araquari,0.451,0.609,0.716,0.211
1572,Araguaina,0.451,0.616,0.647,0.230
1595,Lapa,0.450,0.573,0.696,0.228
1595,Costa Rica,0.450,0.587,0.721,0.215
1595,Garopaba,0.450,0.534,0.784,0.217
1595,Ipuiuna,0.450,0.703,0.718,0.181
1595,Macuco,0.450,0.581,0.663,0.237
1595,Cananeia,0.450,0.571,0.727,0.219
1595,Eldorado,0.450,0.614,0.695,0.214
1595,Bom Retiro,0.450,0.560,0.706,0.231
1595,Santo Antonio de Jesus,0.450,0.537,0.655,0.259
1595,Betim,0.450,0.590,0.680,0.227
1595,Paulo Lopes,0.450,0.536,0.774,0.220
1595,Itumirim,0.450,0.532,0.711,0.241
1595,Joia,0.450,0.546,0.714,0.234
1595,Carvalhopolis,0.450,0.527,0.710,0.244
1595,Pirai do Sul,0.450,0.572,0.654,0.243
1595,Itaara,0.450,0.552,0.746,0.221
1595,Paranapanema,0.450,0.615,0.669,0.222
1595,Sanclerlandia,0.450,0.554,0.670,0.246
1595,Aragoiania,0.450,0.553,0.662,0.249
1595,Ribeirao do Pinhal,0.450,0.551,0.668,0.248
1595,Morretes,0.450,0.586,0.693,0.224
1595,Bom Jesus de Goias,0.450,0.601,0.684,0.222
1595,Itapevi,0.450,0.612,0.712,0.209
1595,Barao de Cotegipe,0.450,0.561,0.710,0.229
1619,Hidrolina,0.449,0.528,0.653,0.262
1619,Sao Lourenco da Serra,0.449,0.650,0.690,0.202
1619,Canapolis,0.449,0.577,0.727,0.216
1619,Agudo,0.449,0.639,0.726,0.195
1619,Coronel Freitas,0.449,0.563,0.740,0.217
1619,Piranguinho,0.449,0.521,0.690,0.252
1619,Mariana Pimentel,0.449,0.570,0.754,0.211
1619,Araruama,0.449,0.587,0.676,0.228
1619,Sao Fidelis,0.449,0.580,0.677,0.231
1619,Emilianopolis,0.449,0.553,0.693,0.236
1619,Itariri,0.449,0.616,0.679,0.217
1619,Abadia dos Dourados,0.449,0.551,0.728,0.225
1619,Tabatinga,0.449,0.641,0.703,0.201
1619,Carmo do Rio Verde,0.449,0.520,0.671,0.259
1619,Guaraci,0.449,0.604,0.696,0.216
1619,Itarare,0.449,0.606,0.652,0.229
1619,Uniflor,0.449,0.569,0.726,0.219
1636,Fenix,0.448,0.522,0.690,0.249
1636,Maurilandia,0.448,0.604,0.671,0.222
1636,Goianesia,0.448,0.585,0.670,0.229
1636,Roque Gonzales,0.448,0.528,0.717,0.237
1636,Carpina,0.448,0.531,0.635,0.266
1636,Toritama,0.448,0.602,0.675,0.222
1636,Agua Santa,0.448,0.573,0.752,0.209
1636,Pedras Grandes,0.448,0.564,0.757,0.211
1636,Carmo do Rio Claro,0.448,0.551,0.720,0.226
1636,Dona Eusebia,0.448,0.527,0.666,0.257
1636,Sao Gabriel da Palha,0.448,0.543,0.675,0.245
1636,Queimados,0.448,0.553,0.630,0.258
1636,Cabralia Paulista,0.448,0.612,0.672,0.218
1636,Piedade,0.448,0.611,0.677,0.217
1636,Queluz,0.448,0.575,0.688,0.227
1651,Guaranesia,0.447,0.584,0.733,0.209
1651,Raposos,0.447,0.582,0.726,0.211
1651,Amambai,0.447,0.605,0.704,0.209
1651,Itapora,0.447,0.593,0.635,0.237
1651,Novo Machado,0.447,0.530,0.738,0.228
1651,Aurora,0.447,0.608,0.779,0.189
1651,Iraceminha,0.447,0.557,0.739,0.217
1651,Sete Barras,0.447,0.598,0.704,0.212
1651,Unai,0.447,0.579,0.744,0.207
1651,Cruzilia,0.447,0.566,0.688,0.230
1651,Conceicao da Aparecida,0.447,0.553,0.710,0.228
1651,Aquidauana,0.447,0.597,0.697,0.215
1651,Manhuacu,0.447,0.589,0.706,0.215
1651,Sao Miguel Arcanjo,0.447,0.625,0.682,0.210
1651,Campo Alegre,0.447,0.554,0.718,0.224
1651,Santo Antonio do Aracangua,0.447,0.568,0.697,0.225
1651,Guarani,0.447,0.562,0.715,0.223
1651,Baixo Guandu,0.447,0.519,0.648,0.266
1651,Turvolandia,0.447,0.552,0.743,0.218
1651,Bozano,0.447,0.547,0.720,0.227
1651,Olimpio Noronha,0.447,0.590,0.695,0.218
