Posicao,name,IDHM1991,IDHMRenda1991,IDHMLongevidade1991,IDHMEducacao1991
1,Sao Caetano do Sul,0.697,0.792,0.785,0.544
2,Santos,0.689,0.788,0.775,0.536
3,Florianopolis,0.681,0.763,0.771,0.538
3,Niteroi,0.681,0.790,0.717,0.557
5,Porto Alegre,0.660,0.779,0.748,0.494
6,Vitoria,0.644,0.754,0.715,0.495
7,Sao Bernardo do Campo,0.642,0.768,0.732,0.470
8,Curitiba,0.640,0.755,0.728,0.476
9,Rio de Janeiro,0.639,0.757,0.714,0.483
10,Joacaba,0.635,0.714,0.791,0.454
10,Ilha Solteira,0.635,0.702,0.772,0.472
12,Aguas de Sao Pedro,0.634,0.803,0.785,0.405
13,Santo Andre,0.630,0.748,0.756,0.443
13,Balneario Camboriu,0.630,0.738,0.751,0.452
15,Sao Paulo,0.626,0.784,0.742,0.421
15,Ribeirao Preto,0.626,0.759,0.754,0.429
15,Sao Jose,0.626,0.694,0.786,0.450
18,Presidente Prudente,0.623,0.721,0.766,0.437
19,Sao Carlos,0.620,0.732,0.777,0.420
20,Campinas,0.618,0.775,0.746,0.408
21,Brasilia,0.616,0.762,0.731,0.419
22,Bento Goncalves,0.612,0.711,0.777,0.415
23,Blumenau,0.611,0.726,0.772,0.407
23,Vila Velha,0.611,0.693,0.689,0.477
23,Rio Claro,0.611,0.712,0.753,0.426
26,Sao Jose do Rio Preto,0.610,0.741,0.748,0.409
27,Americana,0.609,0.735,0.768,0.401
27,Santa Maria,0.609,0.699,0.756,0.428
29,Maringa,0.608,0.703,0.725,0.441
30,Araraquara,0.607,0.722,0.752,0.411
30,Sao Jose dos Campos,0.607,0.727,0.754,0.409
30,Bauru,0.607,0.727,0.717,0.430
33,Barra Bonita,0.603,0.737,0.762,0.390
33,Encantado,0.603,0.688,0.772,0.413
35,Tubarao,0.602,0.656,0.775,0.430
35,Jundiai,0.602,0.740,0.756,0.390
35,Jaragua do Sul,0.602,0.711,0.761,0.404
35,Belo Horizonte,0.602,0.740,0.727,0.406
35,Pirassununga,0.602,0.714,0.742,0.412
40,Marilia,0.601,0.714,0.729,0.418
41,Taubate,0.600,0.701,0.783,0.393
41,Veranopolis,0.600,0.678,0.777,0.410
41,Goiania,0.600,0.717,0.718,0.420
44,Guaratingueta,0.598,0.731,0.734,0.398
44,Lins,0.598,0.700,0.757,0.404
44,Lajeado,0.598,0.698,0.748,0.409
47,Paulinia,0.597,0.718,0.765,0.388
47,Assis,0.597,0.690,0.742,0.416
47,Valinhos,0.597,0.729,0.746,0.391
50,Pedrinhas Paulista,0.594,0.680,0.749,0.412
50,Juiz de Fora,0.594,0.696,0.717,0.420
50,Fernandopolis,0.594,0.680,0.785,0.393
50,Caxias do Sul,0.594,0.728,0.756,0.381
54,Adamantina,0.592,0.672,0.731,0.423
55,Lorena,0.591,0.683,0.722,0.419
55,Varginha,0.591,0.686,0.752,0.401
55,Brusque,0.591,0.693,0.758,0.393
58,Aracatuba,0.590,0.715,0.717,0.401
59,Passo Fundo,0.589,0.678,0.717,0.421
59,Esteio,0.589,0.675,0.742,0.409
59,Nova Petropolis,0.589,0.680,0.788,0.382
62,Itajai,0.588,0.679,0.736,0.407
62,Londrina,0.588,0.706,0.725,0.398
62,Botucatu,0.588,0.720,0.731,0.387
65,Nova Prata,0.586,0.664,0.763,0.397
66,Sao Joao da Boa Vista,0.585,0.693,0.774,0.373
66,Joinville,0.585,0.692,0.793,0.365
68,Criciuma,0.584,0.678,0.738,0.398
68,Santa Fe do Sul,0.584,0.654,0.748,0.407
70,Timoteo,0.583,0.643,0.759,0.406
71,Catanduva,0.582,0.706,0.769,0.364
72,Vinhedo,0.581,0.725,0.780,0.346
72,Osvaldo Cruz,0.581,0.651,0.742,0.406
72,Santa Rita do Passa Quatro,0.581,0.669,0.783,0.375
72,Pocos de Caldas,0.581,0.689,0.775,0.367
76,Ribeirao Pires,0.580,0.709,0.722,0.382
76,Nova Araca,0.580,0.663,0.742,0.397
76,Piracicaba,0.580,0.722,0.751,0.360
76,Volta Redonda,0.580,0.656,0.734,0.405
80,Jaboticabal,0.579,0.719,0.717,0.377
80,Rio do Sul,0.579,0.669,0.735,0.395
80,Sorocaba,0.579,0.717,0.720,0.376
83,Orlandia,0.578,0.694,0.767,0.363
83,Cordeiropolis,0.578,0.677,0.760,0.375
83,Amparo,0.578,0.688,0.722,0.389
83,Erechim,0.578,0.686,0.746,0.378
87,Nova Odessa,0.577,0.681,0.745,0.378
87,Pouso Alegre,0.577,0.677,0.767,0.369
87,Uberlandia,0.577,0.691,0.758,0.366
90,Aguas da Prata,0.576,0.674,0.775,0.365
90,Recife,0.576,0.692,0.676,0.409
92,Jau,0.575,0.691,0.773,0.355
92,Ivatuba,0.575,0.700,0.678,0.400
92,Garibaldi,0.575,0.698,0.743,0.367
92,Itajuba,0.575,0.656,0.744,0.389
92,Bicas,0.575,0.639,0.727,0.409
92,Serra Negra,0.575,0.676,0.763,0.368
92,Sao Francisco do Sul,0.575,0.628,0.762,0.398
99,Bilac,0.574,0.637,0.752,0.395
99,Mogi Mirim,0.574,0.705,0.755,0.356
99,Monte Alto,0.574,0.691,0.774,0.353
99,Dracena,0.574,0.668,0.695,0.408
99,Uberaba,0.574,0.677,0.733,0.382
104,Araras,0.573,0.701,0.751,0.358
104,Saltinho,0.573,0.737,0.785,0.326
106,Bariri,0.572,0.656,0.760,0.375
106,Osasco,0.572,0.714,0.747,0.351
106,Nao-Me-Toque,0.572,0.659,0.727,0.390
106,Natal,0.572,0.663,0.693,0.407
110,Votuporanga,0.571,0.669,0.769,0.361
110,Poloni,0.571,0.663,0.759,0.370
112,Ourinhos,0.570,0.672,0.761,0.363
112,Selbach,0.570,0.618,0.727,0.412
114,Cuiaba,0.569,0.698,0.708,0.372
114,Birigui,0.569,0.683,0.737,0.366
114,Aparecida,0.569,0.688,0.720,0.372
114,Cocal do Sul,0.569,0.642,0.784,0.366
114,Marechal Candido Rondon,0.569,0.634,0.739,0.393
114,Santa Cruz da Conceicao,0.569,0.709,0.748,0.348
120,Horizontina,0.568,0.628,0.750,0.390
120,Sao Domingos do Sul,0.568,0.651,0.751,0.375
120,Franca,0.568,0.706,0.763,0.340
120,Santo Angelo,0.568,0.651,0.752,0.374
120,Presidente Bernardes,0.568,0.644,0.743,0.382
125,Alto Alegre,0.567,0.609,0.734,0.408
125,Piratininga,0.567,0.709,0.740,0.347
125,Porto Ferreira,0.567,0.675,0.719,0.375
125,Jales,0.567,0.674,0.717,0.378
129,Murutinga do Sul,0.566,0.617,0.744,0.396
129,Mogi das Cruzes,0.566,0.704,0.697,0.370
129,Lagoa dos Tres Cantos,0.566,0.659,0.760,0.362
129,Parai,0.566,0.661,0.780,0.352
129,Tupi Paulista,0.566,0.629,0.742,0.388
134,Osorio,0.565,0.672,0.788,0.341
134,Nilopolis,0.565,0.636,0.685,0.414
134,Capivari,0.565,0.705,0.762,0.336
137,Sao Bento do Sul,0.564,0.645,0.791,0.352
137,Sao Miguel do Oeste,0.564,0.624,0.791,0.364
137,Ouro Branco,0.564,0.657,0.709,0.385
137,Estrela,0.564,0.662,0.751,0.361
137,Guararapes,0.564,0.659,0.750,0.363
137,Westfalia,0.564,0.660,0.759,0.358
137,Nova Alianca,0.564,0.650,0.713,0.387
144,Feliz,0.563,0.683,0.761,0.343
144,Salvador,0.563,0.686,0.679,0.383
144,Vila Flores,0.563,0.681,0.713,0.368
144,Mogi Guacu,0.563,0.682,0.740,0.354
144,Concordia,0.563,0.658,0.788,0.345
144,Sao Simao,0.563,0.680,0.749,0.351
144,Campo Grande,0.563,0.703,0.717,0.354
144,Tremembe,0.563,0.687,0.775,0.336
144,Piquete,0.563,0.656,0.709,0.384
144,Vanini,0.563,0.575,0.720,0.432
154,Taboao da Serra,0.562,0.705,0.718,0.351
154,Tijucas,0.562,0.673,0.762,0.346
154,Iracemapolis,0.562,0.701,0.773,0.328
154,Tucunduva,0.562,0.632,0.750,0.374
154,Carazinho,0.562,0.649,0.703,0.390
154,Sao Luis,0.562,0.617,0.670,0.430
154,Tupa,0.562,0.679,0.727,0.359
154,Belem,0.562,0.674,0.710,0.371
162,Espirito Santo do Pinhal,0.561,0.680,0.779,0.334
162,Limeira,0.561,0.684,0.730,0.353
162,Bage,0.561,0.648,0.749,0.364
162,Olinda,0.561,0.641,0.696,0.395
162,Santa Cruz do Sul,0.561,0.681,0.733,0.353
162,Sao Vicente,0.561,0.691,0.717,0.357
162,Serafina Correa,0.561,0.658,0.750,0.358
169,Casa Branca,0.560,0.678,0.733,0.353
169,Andradina,0.560,0.653,0.735,0.365
169,Farroupilha,0.560,0.708,0.772,0.321
169,Pato Branco,0.560,0.667,0.715,0.369
169,Palotina,0.560,0.649,0.723,0.374
169,Resende,0.560,0.661,0.721,0.369
175,Santa Rosa de Viterbo,0.559,0.668,0.759,0.345
175,Guaramirim,0.559,0.652,0.787,0.341
175,Santiago,0.559,0.616,0.766,0.371
175,Timbo,0.559,0.677,0.762,0.338
175,Cruz Alta,0.559,0.653,0.727,0.368
175,Aguas de Santa Barbara,0.559,0.650,0.742,0.363
175,Braco do Norte,0.559,0.603,0.782,0.370
175,Cerquilho,0.559,0.726,0.751,0.321
175,Videira,0.559,0.664,0.793,0.331
184,Urussanga,0.558,0.628,0.800,0.345
184,Paranavai,0.558,0.648,0.726,0.370
184,Pelotas,0.558,0.666,0.736,0.354
184,Lencois Paulista,0.558,0.693,0.744,0.337
184,Aguas de Lindoia,0.558,0.664,0.756,0.347
184,Pradopolis,0.558,0.670,0.719,0.360
184,Dumont,0.558,0.697,0.749,0.332
184,Barretos,0.558,0.684,0.754,0.337
192,Sant'Ana do Livramento,0.557,0.641,0.706,0.382
192,Arroio do Meio,0.557,0.646,0.772,0.347
192,Auriflama,0.557,0.665,0.711,0.365
192,Cotia,0.557,0.735,0.754,0.312
192,Tiete,0.557,0.700,0.754,0.328
192,Sao Jose do Rio Pardo,0.557,0.675,0.757,0.339
192,Monte Aprazivel,0.557,0.650,0.759,0.351
192,Rancharia,0.557,0.618,0.757,0.369
200,Ituverava,0.556,0.669,0.735,0.350
200,Cruzeiro,0.556,0.640,0.703,0.383
200,Gaspar,0.556,0.677,0.747,0.340
200,Canoas,0.556,0.671,0.733,0.349
204,Santa Rosa,0.555,0.640,0.745,0.359
204,Sao Marcos,0.555,0.702,0.761,0.320
204,General Salgado,0.555,0.654,0.690,0.378
207,Cornelio Procopio,0.554,0.638,0.708,0.376
207,Santa Gertrudes,0.554,0.676,0.754,0.333
207,Capivari de Baixo,0.554,0.585,0.766,0.379
207,Itatiba,0.554,0.702,0.741,0.326
207,Paulista,0.554,0.614,0.728,0.381
207,Santana de Parnaiba,0.554,0.801,0.747,0.284
207,Sao Jorge do Ivai,0.554,0.618,0.720,0.383
207,Sideropolis,0.554,0.601,0.739,0.382
215,Cachoeira Paulista,0.553,0.640,0.756,0.350
215,Tapera,0.553,0.640,0.703,0.376
215,Ijui,0.553,0.646,0.720,0.364
215,Sao Pedro do Butia,0.553,0.607,0.748,0.373
215,Sales Oliveira,0.553,0.695,0.744,0.327
215,Carlos Barbosa,0.553,0.688,0.742,0.332
215,Nova Brescia,0.553,0.647,0.788,0.331
215,Braganca Paulista,0.553,0.705,0.741,0.323
215,Alem Paraiba,0.553,0.628,0.704,0.383
215,Guapore,0.553,0.649,0.724,0.359
225,Umuarama,0.552,0.647,0.715,0.363
225,Cordeiro,0.552,0.630,0.658,0.406
225,Sao Sebastiao do Cai,0.552,0.668,0.744,0.339
225,Gravatal,0.552,0.593,0.779,0.365
225,Taiuva,0.552,0.671,0.764,0.328
225,Petropolis,0.552,0.681,0.719,0.344
231,Charqueadas,0.551,0.613,0.765,0.357
231,Arapongas,0.551,0.652,0.702,0.366
231,Ivoti,0.551,0.685,0.777,0.315
231,Joao Pessoa,0.551,0.659,0.660,0.384
231,Jandaia do Sul,0.551,0.628,0.713,0.374
231,Lages,0.551,0.639,0.726,0.361
231,Sertaozinho,0.551,0.706,0.776,0.305
231,Pedreira,0.551,0.703,0.757,0.315
239,Itau de Minas,0.550,0.621,0.697,0.384
239,Alfredo Marcondes,0.550,0.620,0.732,0.366
239,Serranopolis do Iguacu,0.550,0.617,0.736,0.366
239,Pomerode,0.550,0.654,0.762,0.334
239,Cambara,0.550,0.659,0.716,0.352
239,Uruguaiana,0.550,0.653,0.715,0.357
239,Pompeia,0.550,0.623,0.742,0.359
239,Massaranduba,0.550,0.662,0.800,0.315
239,Itu,0.550,0.697,0.720,0.331
239,Nhandeara,0.550,0.668,0.732,0.341
249,Lucas do Rio Verde,0.549,0.694,0.748,0.319
249,Barueri,0.549,0.727,0.747,0.304
249,Araguari,0.549,0.642,0.766,0.337
249,Sao Lourenco,0.549,0.634,0.738,0.354
249,Pindamonhangaba,0.549,0.669,0.708,0.350
249,Araxa,0.549,0.643,0.707,0.364
249,Mucum,0.549,0.657,0.759,0.332
256,Bebedouro,0.548,0.674,0.752,0.324
256,Colorado,0.548,0.713,0.727,0.317
256,Joao Monlevade,0.548,0.610,0.722,0.374
256,Ponta Grossa,0.548,0.649,0.708,0.359
256,Lucelia,0.548,0.613,0.746,0.360
256,Ararangua,0.548,0.621,0.756,0.351
256,Fernando de Noronha,0.548,0.650,0.761,0.332
263,Jacarei,0.547,0.698,0.703,0.334
263,Imbe,0.547,0.650,0.744,0.339
263,Santa Cruz do Rio Pardo,0.547,0.663,0.762,0.324
266,Nova Veneza,0.546,0.636,0.762,0.336
266,Gramado,0.546,0.676,0.780,0.308
266,Cachoeira do Sul,0.546,0.659,0.759,0.326
266,Cachoeirinha,0.546,0.651,0.733,0.342
266,Brodowski,0.546,0.675,0.749,0.322
266,Sao Pedro da Serra,0.546,0.658,0.754,0.328
266,Colatina,0.546,0.609,0.724,0.370
266,Fortaleza,0.546,0.650,0.683,0.367
266,Torrinha,0.546,0.665,0.783,0.312
266,Novo Horizonte,0.546,0.643,0.785,0.322
276,Lavras,0.545,0.642,0.709,0.355
276,Pereira Barreto,0.545,0.655,0.743,0.332
276,Mirandopolis,0.545,0.641,0.757,0.333
276,Medianeira,0.545,0.636,0.736,0.345
276,Aracaju,0.545,0.669,0.639,0.379
276,Nova Europa,0.545,0.683,0.749,0.316
276,Atibaia,0.545,0.708,0.752,0.304
276,Caieiras,0.545,0.685,0.717,0.330
276,Turvo,0.545,0.682,0.750,0.317
285,Novo Hamburgo,0.544,0.697,0.732,0.315
285,Santo Amaro da Imperatriz,0.544,0.590,0.775,0.353
285,Descalvado,0.544,0.698,0.752,0.307
285,Cascavel,0.544,0.671,0.726,0.330
285,Florida,0.544,0.605,0.697,0.381
285,Bocaina,0.544,0.685,0.747,0.314
285,Guarulhos,0.544,0.703,0.717,0.320
285,Dourado,0.544,0.679,0.703,0.338
293,Montenegro,0.543,0.669,0.742,0.322
293,Antonio Prado,0.543,0.700,0.721,0.317
293,Sao Leopoldo,0.543,0.684,0.715,0.327
293,Sao Goncalo,0.543,0.624,0.687,0.373
293,Mesquita,0.543,0.610,0.687,0.383
293,Ceres,0.543,0.650,0.700,0.351
299,Presidente Venceslau,0.542,0.656,0.735,0.330
299,Cacapava,0.542,0.685,0.727,0.319
299,Sao Ludgero,0.542,0.650,0.751,0.327
299,Catuipe,0.542,0.636,0.754,0.332
299,Pejucara,0.542,0.642,0.720,0.345
299,Imbituba,0.542,0.598,0.757,0.351
299,Quarai,0.542,0.628,0.714,0.355
299,Julio de Castilhos,0.542,0.639,0.750,0.332
299,Mirassol,0.542,0.673,0.733,0.322
299,Entre Rios do Oeste,0.542,0.687,0.726,0.319
299,Marau,0.542,0.655,0.751,0.324
310,Santa Barbara do Sul,0.541,0.631,0.734,0.342
310,Barra do Pirai,0.541,0.627,0.686,0.368
310,Avare,0.541,0.679,0.764,0.306
310,Indaiatuba,0.541,0.700,0.747,0.303
310,Pirangi,0.541,0.702,0.744,0.304
310,Chapadao do Sul,0.541,0.699,0.702,0.322
310,Indiapora,0.541,0.614,0.683,0.377
310,Harmonia,0.541,0.662,0.746,0.320
310,Cerro Largo,0.541,0.581,0.767,0.356
310,Palhoca,0.541,0.615,0.775,0.333
310,Barbacena,0.541,0.621,0.717,0.355
321,Gravatai,0.540,0.634,0.750,0.332
321,Itapira,0.540,0.679,0.717,0.324
321,Faxinal do Soturno,0.540,0.594,0.735,0.360
321,Sao Borja,0.540,0.632,0.754,0.331
321,Tatui,0.540,0.664,0.735,0.323
321,Bento de Abreu,0.540,0.634,0.700,0.354
321,Rosana,0.540,0.659,0.712,0.336
328,Chui,0.539,0.712,0.691,0.318
328,Jose Bonifacio,0.539,0.658,0.763,0.312
328,Toledo,0.539,0.653,0.737,0.326
328,Governador Celso Ramos,0.539,0.598,0.779,0.336
328,Olimpia,0.539,0.659,0.763,0.311
328,Penapolis,0.539,0.666,0.709,0.331
328,Boituva,0.539,0.675,0.718,0.324
328,Paraguacu Paulista,0.539,0.640,0.706,0.346
336,Biguacu,0.538,0.627,0.740,0.335
336,Itauna,0.538,0.633,0.752,0.328
336,Sobradinho,0.538,0.623,0.692,0.361
336,Mafra,0.538,0.590,0.757,0.348
336,Caxambu,0.538,0.608,0.738,0.348
336,Presidente Getulio,0.538,0.598,0.780,0.334
336,Conchas,0.538,0.676,0.733,0.315
336,Torres,0.538,0.657,0.745,0.319
336,Mococa,0.538,0.651,0.716,0.335
336,Alvares Machado,0.538,0.605,0.752,0.342
336,Humaita,0.538,0.585,0.762,0.349
336,Cidade Ocidental,0.538,0.650,0.710,0.338
336,Praia Grande,0.538,0.674,0.688,0.336
349,Estancia Velha,0.537,0.676,0.760,0.301
349,Nova Friburgo,0.537,0.671,0.699,0.330
349,Indaial,0.537,0.662,0.747,0.314
349,Panambi,0.537,0.606,0.762,0.336
349,Conselheiro Lafaiete,0.537,0.612,0.747,0.338
349,Taquara,0.537,0.679,0.788,0.289
349,Rolandia,0.537,0.642,0.697,0.346
349,Santo Anastacio,0.537,0.627,0.722,0.343
357,Pedro Leopoldo,0.536,0.624,0.758,0.326
357,Santa Cruz da Esperanca,0.536,0.654,0.721,0.327
357,Balbinos,0.536,0.578,0.720,0.370
357,Joao Neiva,0.536,0.606,0.746,0.341
357,Frederico Westphalen,0.536,0.626,0.749,0.329
357,Schroeder,0.536,0.654,0.761,0.310
357,Porto Uniao,0.536,0.615,0.757,0.331
357,Alfenas,0.536,0.657,0.759,0.308
365,Boa Vista do Burica,0.535,0.566,0.750,0.360
365,Colinas,0.535,0.619,0.747,0.331
365,Orindiuva,0.535,0.666,0.685,0.336
365,Sarandi,0.535,0.603,0.766,0.332
365,Junqueiropolis,0.535,0.608,0.698,0.360
365,Dois Irmaos,0.535,0.669,0.747,0.306
365,Vacaria,0.535,0.633,0.734,0.329
365,Fortaleza dos Valos,0.535,0.688,0.734,0.304
365,Corupa,0.535,0.662,0.757,0.305
365,Ituiutaba,0.535,0.656,0.755,0.309
365,Teutonia,0.535,0.654,0.747,0.314
365,Divinopolis,0.535,0.636,0.765,0.314
365,Floreal,0.535,0.624,0.705,0.349
365,Apucarana,0.535,0.628,0.713,0.342
379,Garca,0.534,0.637,0.720,0.332
379,Estacao,0.534,0.600,0.748,0.340
379,Macae,0.534,0.683,0.663,0.337
379,Iacanga,0.534,0.675,0.749,0.302
379,Pirajui,0.534,0.618,0.748,0.330
379,Poa,0.534,0.661,0.746,0.309
379,Cataguases,0.534,0.601,0.748,0.338
386,Mairipora,0.533,0.739,0.717,0.285
386,Pinheiro Preto,0.533,0.659,0.738,0.312
386,Catalao,0.533,0.624,0.710,0.341
386,Nova Roma do Sul,0.533,0.642,0.745,0.316
386,Tres de Maio,0.533,0.595,0.750,0.339
386,Ascurra,0.533,0.625,0.750,0.323
386,Jaguariuna,0.533,0.717,0.742,0.285
393,Itapetininga,0.532,0.668,0.688,0.328
393,Holambra,0.532,0.694,0.742,0.293
393,Rodeio,0.532,0.634,0.772,0.307
393,Pinhalzinho,0.532,0.628,0.788,0.305
393,Regente Feijo,0.532,0.630,0.732,0.326
393,Santa Barbara D'Oeste,0.532,0.669,0.742,0.304
393,Guaxupe,0.532,0.647,0.758,0.307
393,Getulio Vargas,0.532,0.612,0.710,0.347
393,Paraiba do Sul,0.532,0.598,0.728,0.346
393,Sao Joao Del Rei,0.532,0.613,0.744,0.331
393,Mendes,0.532,0.607,0.653,0.379
393,Foz do Iguacu,0.532,0.685,0.736,0.298
393,Planura,0.532,0.651,0.736,0.314
406,Valparaiso de Goias,0.531,0.660,0.687,0.331
406,Lobato,0.531,0.641,0.750,0.311
406,Presidente Epitacio,0.531,0.643,0.698,0.334
406,Rio Negro,0.531,0.625,0.723,0.332
406,Tanabi,0.531,0.624,0.719,0.334
406,Casca,0.531,0.617,0.750,0.324
406,Buritama,0.531,0.620,0.728,0.331
413,Barra Velha,0.530,0.610,0.736,0.332
413,Duartina,0.530,0.644,0.717,0.322
413,Floresta,0.530,0.644,0.719,0.321
413,Sao Roque,0.530,0.689,0.744,0.291
417,Armazem,0.529,0.594,0.768,0.324
417,Uchoa,0.529,0.649,0.686,0.333
417,Dois Corregos,0.529,0.681,0.720,0.302
417,Peritiba,0.529,0.654,0.748,0.302
417,Cosmopolis,0.529,0.679,0.742,0.293
417,Laranjal Paulista,0.529,0.672,0.675,0.327
417,Boa Vista,0.529,0.687,0.655,0.329
417,Suzano,0.529,0.671,0.716,0.309
417,Chapeco,0.529,0.643,0.758,0.303
426,Valenca,0.528,0.624,0.688,0.342
426,Navegantes,0.528,0.618,0.707,0.337
426,Diadema,0.528,0.682,0.719,0.301
426,Cedral,0.528,0.634,0.766,0.303
426,Campinas do Sul,0.528,0.632,0.727,0.320
431,Xanxere,0.527,0.625,0.728,0.321
431,Mandaguari,0.527,0.616,0.704,0.337
431,Pinheiral,0.527,0.599,0.730,0.334
431,Americo Brasiliense,0.527,0.659,0.783,0.283
431,Herval D'Oeste,0.527,0.613,0.733,0.325
431,Barra Mansa,0.527,0.625,0.721,0.324
431,Votorantim,0.527,0.645,0.727,0.313
431,Rio Grande,0.527,0.651,0.717,0.314
431,Sertanopolis,0.527,0.644,0.716,0.317
431,Rubiacea,0.527,0.664,0.711,0.310
431,Pereiras,0.527,0.648,0.718,0.315
442,Nova Esperanca do Sul,0.526,0.601,0.750,0.322
442,Laguna,0.526,0.569,0.757,0.338
442,Sao Gabriel do Oeste,0.526,0.691,0.689,0.306
442,Capao da Canoa,0.526,0.638,0.744,0.307
442,Fraiburgo,0.526,0.622,0.707,0.330
442,Clementina,0.526,0.614,0.743,0.319
442,Pedranopolis,0.526,0.588,0.770,0.322
442,Paco do Lumiar,0.526,0.533,0.650,0.421
442,Mombuca,0.526,0.682,0.726,0.294
442,Salto,0.526,0.669,0.720,0.302
442,Oriente,0.526,0.610,0.753,0.316
453,Guabiruba,0.525,0.638,0.810,0.280
453,Balsamo,0.525,0.628,0.765,0.302
453,Bady Bassitt,0.525,0.672,0.704,0.305
453,Gabriel Monteiro,0.525,0.640,0.721,0.313
453,Nova Bassano,0.525,0.647,0.748,0.299
453,Pederneiras,0.525,0.681,0.703,0.302
453,Nova Padua,0.525,0.631,0.782,0.294
453,Patos de Minas,0.525,0.641,0.717,0.315
453,Macapa,0.525,0.653,0.690,0.322
453,Mairinque,0.525,0.687,0.720,0.293
463,Aruja,0.524,0.689,0.754,0.277
463,Campo Mourao,0.524,0.637,0.708,0.319
463,Brauna,0.524,0.597,0.721,0.334
463,Salvador do Sul,0.524,0.630,0.762,0.299
463,Alegrete,0.524,0.651,0.686,0.322
463,Rubineia,0.524,0.604,0.717,0.332
463,Lacerdopolis,0.524,0.588,0.791,0.309
463,Ribeirao Vermelho,0.524,0.597,0.686,0.351
463,Sao Pedro,0.524,0.672,0.727,0.294
463,Cachoeiro de Itapemirim,0.524,0.632,0.675,0.338
473,Potirendaba,0.523,0.635,0.748,0.301
473,Maua,0.523,0.677,0.719,0.294
473,Flores da Cunha,0.523,0.682,0.762,0.275
473,Piumhi,0.523,0.630,0.719,0.316
473,Sertaneja,0.523,0.661,0.708,0.305
473,Nova Lima,0.523,0.657,0.707,0.308
473,Itanhaem,0.523,0.666,0.675,0.319
473,Nova Erechim,0.523,0.597,0.757,0.316
473,Pindorama,0.523,0.649,0.751,0.293
473,Florai,0.523,0.592,0.723,0.335
473,Tres Passos,0.523,0.598,0.754,0.317
484,Matinhos,0.522,0.651,0.723,0.303
484,Colina,0.522,0.646,0.751,0.294
484,Santos Dumont,0.522,0.580,0.705,0.348
484,Assai,0.522,0.628,0.693,0.326
484,Itaju,0.522,0.566,0.705,0.356
484,Turmalina,0.522,0.554,0.705,0.364
484,Soledade,0.522,0.615,0.734,0.316
484,Magda,0.522,0.603,0.680,0.346
484,Macatuba,0.522,0.662,0.720,0.298
484,Guaiba,0.522,0.629,0.750,0.301
484,Buritizal,0.522,0.616,0.719,0.321
484,Tres Rios,0.522,0.604,0.728,0.324
496,Uniao da Vitoria,0.521,0.607,0.664,0.351
496,Campo Verde,0.521,0.680,0.729,0.286
496,Goiandira,0.521,0.584,0.681,0.356
496,Cravinhos,0.521,0.696,0.750,0.271
496,Trombudo Central,0.521,0.629,0.780,0.288
496,Promissao,0.521,0.647,0.750,0.292
496,Guimarania,0.521,0.599,0.744,0.317
496,Ibitinga,0.521,0.672,0.750,0.280
496,Guaracai,0.521,0.653,0.721,0.301
496,Manaus,0.521,0.676,0.681,0.307
496,Cruzeiro da Fortaleza,0.521,0.593,0.759,0.314
507,Picada Cafe,0.520,0.663,0.727,0.291
507,Sao Luiz Gonzaga,0.520,0.612,0.702,0.328
507,Sao Jose da Barra,0.520,0.592,0.744,0.319
507,Sao Joao Batista,0.520,0.615,0.770,0.297
507,Jacarezinho,0.520,0.625,0.736,0.306
507,Passos,0.520,0.653,0.711,0.303
507,Marica,0.520,0.629,0.714,0.313
507,Jaboatao dos Guararapes,0.520,0.612,0.703,0.327
507,Maripa,0.520,0.635,0.740,0.299
507,Pirapozinho,0.520,0.634,0.719,0.309
507,Bom Principio,0.520,0.639,0.761,0.289
507,Lagoa Vermelha,0.520,0.596,0.734,0.321
507,Sao Sebastiao,0.520,0.686,0.735,0.279
507,Ourizona,0.520,0.631,0.720,0.309
521,Candido Mota,0.519,0.651,0.720,0.298
521,Santo Expedito,0.519,0.578,0.686,0.352
521,Itapiranga,0.519,0.572,0.787,0.310
521,Artur Nogueira,0.519,0.686,0.709,0.288
521,Coronel Pilar,0.519,0.595,0.733,0.321
521,Carapicuiba,0.519,0.678,0.747,0.276
521,Ipatinga,0.519,0.636,0.706,0.312
521,Maravilha,0.519,0.628,0.734,0.303
521,Espumoso,0.519,0.636,0.760,0.289
521,Batatais,0.519,0.690,0.733,0.277
521,Marialva,0.519,0.643,0.666,0.327
521,Guatapara,0.519,0.714,0.708,0.276
521,Caraguatatuba,0.519,0.673,0.708,0.293
521,Turiuba,0.519,0.596,0.719,0.327
521,Urupes,0.519,0.643,0.700,0.310
536,Pedro Osorio,0.518,0.631,0.693,0.318
536,Dores do Indaia,0.518,0.641,0.711,0.305
536,Nova Trento,0.518,0.621,0.770,0.291
536,Sao Gabriel,0.518,0.632,0.750,0.294
536,Salvador das Missoes,0.518,0.542,0.709,0.362
536,Anapolis,0.518,0.650,0.670,0.320
536,Anhanguera,0.518,0.520,0.702,0.380
536,Cruzalia,0.518,0.658,0.742,0.285
536,Ubatuba,0.518,0.671,0.711,0.292
536,Itumbiara,0.518,0.644,0.718,0.301
546,Matao,0.517,0.673,0.746,0.276
546,Palestina,0.517,0.652,0.748,0.284
546,Campo Bom,0.517,0.663,0.772,0.270
546,Sao Joao do Pau D'Alho,0.517,0.549,0.689,0.365
546,Rio Negrinho,0.517,0.611,0.711,0.319
